municipality,housing_type,address,zip_code,town,purchase_amount,date_of_sale,type_of_sale,square_meters,square_meters_price,rooms,year_of_construction,The percentage difference between the latest bid price and the sale price
230,Ejerlejlighed,"Rundforbivej 265, 1. e",2850, Nærum,1450000 ,28-12-2022,Alm. Salg,72,20139,2,1965,-14%
230,Villa,Bueager 33,2950, Vedbæk,4485000 ,28-12-2022,Alm. Salg,130,34500,5,1968,
230,Ejerlejlighed,"Nærum Hovedgade 15, 3. tv-d",2850, Nærum,1550000 ,22-12-2022,Alm. Salg,75,20667,3,1968,
230,Villa,Damgårdsvej 68,3460, Birkerød,7850000 ,22-12-2022,Alm. Salg,162,48457,6,1960,-2%
230,Villa,Svalegabet 12,2850, Nærum,1550000 ,22-12-2022,Fam. Salg,181,8564,6,1917,
230,Villa,Toftebjergvej 34,2970, Hørsholm,3250000 ,21-12-2022,Fam. Salg,150,21667,5,2022,
230,Ejerlejlighed,"Søllerød Park 12, 1. 23",2840, Holte,3100000 ,20-12-2022,Alm. Salg,102,30392,4,1956,-22%
230,Ejerlejlighed,"Geelskovparken 52, st. mf",2830, Virum,2150000 ,19-12-2022,Alm. Salg,61,35246,2,1972,-14%
230,Villa,Norddalsvej 3,2840, Holte,5375000 ,19-12-2022,Fam. Salg,150,35833,5,1942,
230,Villa,Biskop Svanes Vej 33C,3460, Birkerød,5550000 ,19-12-2022,Alm. Salg,166,33434,5,1964,-7%
230,Villa,Toftevej 1,2840, Holte,5500000 ,19-12-2022,Alm. Salg,182,30220,7,1935,-13%
230,Ejerlejlighed,"Lyngborghave 30, st. th",3460, Birkerød,1950000 ,18-12-2022,Alm. Salg,72,27083,3,1975,-9%
230,Villa,Manenvej 6,3460, Birkerød,6250000 ,17-12-2022,Alm. Salg,157,39809,4,1984,-4%
230,Villa,Holmager 20,2970, Hørsholm,9225000 ,16-12-2022,Alm. Salg,170,54265,5,2016,0%
230,Rækkehus,Præsteager 9,2950, Vedbæk,1581250 ,15-12-2022,Fam. Salg,90,17569,4,1958,
