municipality,housing_type,address,zip_code,town,purchase_amount,date_of_sale,type_of_sale,square_meters,square_meters_price,rooms,year_of_construction,The percentage difference between the latest bid price and the sale price
657,Ejerlejlighed,"Bredgade 52A, 1",7400, Herning,1500000 ,30-12-2022,Alm. Salg,100,15000,3,1877,
657,Villa,Ravnsbjerg Skov 5,7400, Herning,2050000 ,29-12-2022,Alm. Salg,254,8071,8,1969,-11%
657,Villa,Grønlundvej 38,7330, Brande,475000 ,29-12-2022,Alm. Salg,142,3345,5,1920,
657,Villa,Ravnsbjerg Mark 7,7400, Herning,2500000 ,28-12-2022,Alm. Salg,172,14535,5,1979,4%
657,Villa,Skjernvej 114,6933, Kibæk,150000 ,27-12-2022,Alm. Salg,85,1765,2,1958,
657,Rækkehus,Gl. Ørskovvej 28,7400, Herning,2525000 ,22-12-2022,Alm. Salg,121,20868,4,2023,
657,Villa,Finlandsvej 4,7400, Herning,1600000 ,22-12-2022,Alm. Salg,95,16842,3,1947,-6%
657,Villa,Skolevænget 13,7400, Herning,2310000 ,22-12-2022,Alm. Salg,185,12486,4,1948,-3%
657,Villa,Midgaardsvej 27,7480, Vildbjerg,990000 ,22-12-2022,Andet,158,6266,4,2006,
657,Rækkehus,Haakonsgade 20,7400, Herning,1825000 ,21-12-2022,Alm. Salg,136,13419,4,1900,-4%
657,Villa,Gl. Landevej 137,7400, Herning,1650000 ,21-12-2022,Alm. Salg,131,12595,8,1944,-27%
657,Villa,Sønderskovvej 7,7451, Sunds,601000 ,20-12-2022,Fam. Salg,108,5565,3,1976,
657,Villa,Svanevej 18,7400, Herning,2095000 ,20-12-2022,Alm. Salg,126,16627,4,1964,
657,Rækkehus,Østertoften 143,7400, Herning,1380000 ,19-12-2022,Fam. Salg,124,11129,4,1980,
657,Ejerlejlighed,"Fuglsang Holm 5, st. tv",7400, Herning,7200000 ,19-12-2022,Andet,140,51429,4,2022,140%
657,Ejerlejlighed,"Nyvænget 13, 1. mf",7400, Herning,1480000 ,18-12-2022,Andet,50,29600,1,1970,
657,Villa,Sunds Hovedgade 11,7451, Sunds,1410000 ,18-12-2022,Alm. Salg,118,11949,3,1949,-6%
657,Villa,Solvænget 46,7400, Herning,2120000 ,18-12-2022,Alm. Salg,232,9138,5,2019,
657,Villa,Vibevej 46,7451, Sunds,2025000 ,17-12-2022,Alm. Salg,194,10438,6,1976,-8%
657,Villa,Holbækvej 19,7400, Herning,1710000 ,16-12-2022,Alm. Salg,95,18000,3,1961,-5%
657,Rækkehus,Godthåbsvej 90B,7400, Herning,700000 ,15-12-2022,Fam. Salg,99,7071,2,1960,
657,Villa,Hvæslundvej 1,7400, Herning,920000 ,15-12-2022,Alm. Salg,150,6133,5,1960,-8%
