,value,parameter,muni_code
0,0.0,1,860
1,0.00012283311680353923,erhvervsindkomst,860
2,0.0006337614013977781,formueindkomst,860
3,-0.0017208868403290904,anden_personlig_indkomst,860
4,-0.0009753684506049144,kont_recip_tot,860
5,0.00012064290903876771,gini_index,860
6,-0.0005373475156957184,unemployed,860
7,-0.0007246380365850662,pop_den,860
8,-0.07421271614475249,erhvervsindkomst^2,860
9,-0.04503240608551232,erhvervsindkomst formueindkomst,860
10,0.016302474965795927,erhvervsindkomst anden_personlig_indkomst,860
11,0.029906693016019285,erhvervsindkomst kont_recip_tot,860
12,-0.017495735670582845,erhvervsindkomst gini_index,860
13,0.032751767843091036,erhvervsindkomst unemployed,860
14,0.02012656504572575,erhvervsindkomst pop_den,860
15,0.018928099420969083,formueindkomst^2,860
16,0.09323492281802687,formueindkomst anden_personlig_indkomst,860
17,0.04887097794659027,formueindkomst kont_recip_tot,860
18,-0.06350811192698576,formueindkomst gini_index,860
19,0.07846883017510704,formueindkomst unemployed,860
20,0.0054909538711520245,formueindkomst pop_den,860
21,-0.054553487200595434,anden_personlig_indkomst^2,860
22,0.20338612477673712,anden_personlig_indkomst kont_recip_tot,860
23,-0.033901204253180474,anden_personlig_indkomst gini_index,860
24,0.015440744825730887,anden_personlig_indkomst unemployed,860
25,-0.012744976871778611,anden_personlig_indkomst pop_den,860
26,-0.055118390748857035,kont_recip_tot^2,860
27,-0.013068167769559528,kont_recip_tot gini_index,860
28,0.05843850048267183,kont_recip_tot unemployed,860
29,-0.008179440160410882,kont_recip_tot pop_den,860
30,0.06697142529372468,gini_index^2,860
31,-0.022589911256562737,gini_index unemployed,860
32,-0.012627008265126022,gini_index pop_den,860
33,0.016174777862312018,unemployed^2,860
34,-0.010323573824460069,unemployed pop_den,860
35,-0.0014791699865155524,pop_den^2,860
36,0.11241747136217195,housing_type_Ejerlejlighed,860
37,0.5571204903374273,housing_type_Rækkehus,860
38,-0.6695379616995948,housing_type_Villa,860
39,0.0,1,851
40,0.452538839098635,erhvervsindkomst,851
41,0.09581070938833987,formueindkomst,851
42,0.037245214325933106,anden_personlig_indkomst,851
43,0.05744157116666605,kont_recip_tot,851
44,0.4722285059656601,gini_index,851
45,0.06546504357450673,unemployed,851
46,-0.06877827362987626,pop_den,851
47,0.18461007225942755,housing_type_Rækkehus,851
48,0.31485915421118543,housing_type_Ejerlejlighed,851
49,-0.4994692264705746,housing_type_Villa,851
50,0.0,1,849
51,0.42782502086223534,erhvervsindkomst,849
52,0.10074084735956408,formueindkomst,849
53,-0.021960551088113654,anden_personlig_indkomst,849
54,0.18617764104174458,kont_recip_tot,849
55,0.006937191049205786,gini_index,849
56,-0.07592714183749018,unemployed,849
57,0.052715571740128135,pop_den,849
58,0.05720472996010917,housing_type_Ejerlejlighed,849
59,0.5430606002923171,housing_type_Rækkehus,849
60,-0.6002653302524185,housing_type_Villa,849
61,0.0,1,846
62,0.004494040980309294,erhvervsindkomst,846
63,0.01560072300164202,formueindkomst,846
64,0.013065342373451585,anden_personlig_indkomst,846
65,-0.007623844868273744,kont_recip_tot,846
66,0.0014994585986345848,gini_index,846
67,0.003648504252782867,unemployed,846
68,-0.0013597956601179098,pop_den,846
69,-0.05960009763023414,erhvervsindkomst^2,846
70,-0.003624601156168459,erhvervsindkomst formueindkomst,846
71,0.023571370570945896,erhvervsindkomst anden_personlig_indkomst,846
72,0.013191948286902134,erhvervsindkomst kont_recip_tot,846
73,-0.0016043731964646578,erhvervsindkomst gini_index,846
74,0.05556294783866386,erhvervsindkomst unemployed,846
75,0.11690706421312677,erhvervsindkomst pop_den,846
76,-0.08476946713270447,formueindkomst^2,846
77,-0.1418208086597552,formueindkomst anden_personlig_indkomst,846
78,-0.06415095351549026,formueindkomst kont_recip_tot,846
79,0.0984947326438305,formueindkomst gini_index,846
80,-0.06600234461765964,formueindkomst unemployed,846
81,0.05546590380627436,formueindkomst pop_den,846
82,-0.055734107905120074,anden_personlig_indkomst^2,846
83,0.10023101972962249,anden_personlig_indkomst kont_recip_tot,846
84,0.10854323367973774,anden_personlig_indkomst gini_index,846
85,-0.08209064107653062,anden_personlig_indkomst unemployed,846
86,-0.10536920169107891,anden_personlig_indkomst pop_den,846
87,-0.0007521944652673497,kont_recip_tot^2,846
88,-0.026918180627446154,kont_recip_tot gini_index,846
89,0.0503223628537833,kont_recip_tot unemployed,846
90,-0.0011008991055799669,kont_recip_tot pop_den,846
91,-0.015718129462403342,gini_index^2,846
92,0.042505695811259105,gini_index unemployed,846
93,-0.004859125231654673,gini_index pop_den,846
94,0.06774571811746541,unemployed^2,846
95,-0.09190348504667024,unemployed pop_den,846
96,-0.0006165415755348213,pop_den^2,846
97,0.22110961596996423,housing_type_Ejerlejlighed,846
98,0.47302278501181194,housing_type_Rækkehus,846
99,-0.6941324009817716,housing_type_Villa,846
100,0.0,1,840
101,0.3383622352073075,erhvervsindkomst,840
102,0.04027662030289396,formueindkomst,840
103,0.02208051993917023,anden_personlig_indkomst,840
104,0.009653742959628944,kont_recip_tot,840
105,0.07079088007449512,gini_index,840
106,-0.15092237720499238,unemployed,840
107,0.20432101188870752,pop_den,840
108,0.3757129513844258,housing_type_Ejerlejlighed,840
109,0.2731191199913493,housing_type_Rækkehus,840
110,-0.6488320713757698,housing_type_Villa,840
111,0.0,1,825
112,0.04923364572507481,erhvervsindkomst,825
113,-0.05056431519346523,formueindkomst,825
114,-0.01801431265382892,anden_personlig_indkomst,825
115,-0.13075702035812087,kont_recip_tot,825
116,-0.004850797093503209,gini_index,825
117,-0.19670859376962882,unemployed,825
118,-0.2005845168804549,pop_den,825
119,-0.3278498390732836,housing_type_Villa,825
120,-0.005957116883072609,housing_type_Ejerlejlighed,825
121,0.33380695595635623,housing_type_Rækkehus,825
122,0.0,1,820
123,0.2604833852466496,erhvervsindkomst,820
124,0.07935070136306495,formueindkomst,820
125,0.17989562223212566,anden_personlig_indkomst,820
126,0.12626532639045934,kont_recip_tot,820
127,0.04453306230288486,gini_index,820
128,-0.1814681229624034,unemployed,820
129,0.055673619189760416,pop_den,820
130,0.27712947766136775,housing_type_Ejerlejlighed,820
131,0.4413865945264203,housing_type_Rækkehus,820
132,-0.7185160721877859,housing_type_Villa,820
133,0.0,1,813
