,value,parameter,muni_code
0,0.0,1,860
1,-0.0017894263636929139,erhvervsindkomst,860
2,-0.0018136971379804237,formueindkomst,860
3,-0.000754509091379242,anden_personlig_indkomst,860
4,-0.0015218426717614432,kont_recip_tot,860
5,-0.00176938056251552,gini_index,860
6,0.0012024745437883792,unemployed,860
7,0.0018544442631948947,pop_den,860
8,0.009501832150525238,erhvervsindkomst^2,860
9,0.010390532059217071,erhvervsindkomst formueindkomst,860
10,0.031057146569722128,erhvervsindkomst anden_personlig_indkomst,860
11,0.0004909914430890871,erhvervsindkomst kont_recip_tot,860
12,0.007377432645142478,erhvervsindkomst gini_index,860
13,-0.0227959497801594,erhvervsindkomst unemployed,860
14,0.009415273768821227,erhvervsindkomst pop_den,860
15,0.19062044634639766,formueindkomst^2,860
16,0.14570308470109009,formueindkomst anden_personlig_indkomst,860
17,-0.06915047759834797,formueindkomst kont_recip_tot,860
18,-0.13229721421178778,formueindkomst gini_index,860
19,0.16347692128401842,formueindkomst unemployed,860
20,-0.005760992102211644,formueindkomst pop_den,860
21,-0.09519439463752323,anden_personlig_indkomst^2,860
22,0.19236296165257316,anden_personlig_indkomst kont_recip_tot,860
23,-0.10139609019731867,anden_personlig_indkomst gini_index,860
24,-0.006751628013736446,anden_personlig_indkomst unemployed,860
25,-0.0021532934761725117,anden_personlig_indkomst pop_den,860
26,0.02692922691846224,kont_recip_tot^2,860
27,-0.030726471617785103,kont_recip_tot gini_index,860
28,0.04757091657250341,kont_recip_tot unemployed,860
29,-0.007744390811763913,kont_recip_tot pop_den,860
30,0.10628014554802268,gini_index^2,860
31,-0.0863105705485642,gini_index unemployed,860
32,-0.011944543589272343,gini_index pop_den,860
33,0.05396002878959837,unemployed^2,860
34,0.0028628074597247784,unemployed pop_den,860
35,0.0030596983366618724,pop_den^2,860
36,0.0437969504664828,housing_type_Ejerlejlighed,860
37,0.6390712908537987,housing_type_Rækkehus,860
38,-0.6828682413202528,housing_type_Villa,860
39,0.0,1,851
40,0.5614769704886253,erhvervsindkomst,851
41,0.08433364357093465,formueindkomst,851
42,0.024527017042203867,anden_personlig_indkomst,851
43,-0.007747197474529027,kont_recip_tot,851
44,0.16046925608295165,gini_index,851
45,0.0983805042784961,unemployed,851
46,0.046531041599947774,pop_den,851
47,0.20630750999271893,housing_type_Rækkehus,851
48,0.24497257352781274,housing_type_Ejerlejlighed,851
49,-0.4512800834527087,housing_type_Villa,851
50,0.0,1,849
51,1.0315846937131856,erhvervsindkomst,849
52,-0.15945562891709533,formueindkomst,849
53,-0.012310403341741327,anden_personlig_indkomst,849
54,-0.1614871472794851,kont_recip_tot,849
55,0.01598820043493231,gini_index,849
56,0.10767483357349981,unemployed,849
57,-0.2031455562711628,pop_den,849
58,-0.13883660269622417,housing_type_Ejerlejlighed,849
59,0.6830686491178951,housing_type_Rækkehus,849
60,-0.5442320463345213,housing_type_Villa,849
61,0.0,1,846
62,0.22101589841470473,erhvervsindkomst,846
63,0.07475353409679736,formueindkomst,846
64,0.14987927824885938,anden_personlig_indkomst,846
65,-0.09835455730700411,kont_recip_tot,846
66,0.20365810630957615,gini_index,846
67,-0.13581752535105202,unemployed,846
68,-0.05563634176300669,pop_den,846
69,0.17217390553718534,housing_type_Ejerlejlighed,846
70,0.33807534591139804,housing_type_Rækkehus,846
71,-0.510249251448583,housing_type_Villa,846
72,0.0,1,840
73,0.7894676064474094,erhvervsindkomst,840
74,-0.015680363673259944,formueindkomst,840
75,-0.023517315278301754,anden_personlig_indkomst,840
76,-0.17437331419803614,kont_recip_tot,840
77,0.060632114244829484,gini_index,840
78,0.06786082292881249,unemployed,840
79,0.07676007370774414,pop_den,840
80,0.3432754180366822,housing_type_Ejerlejlighed,840
81,0.34423054882485676,housing_type_Rækkehus,840
82,-0.6875059667179937,housing_type_Villa,840
83,0.0,1,825
84,0.0936287623291538,erhvervsindkomst,825
85,-0.08246561576079663,formueindkomst,825
86,0.07837780529798087,anden_personlig_indkomst,825
87,-0.09922156486049152,kont_recip_tot,825
88,0.050486195565495016,gini_index,825
89,-0.21691541041220042,unemployed,825
90,-0.25830771519431966,pop_den,825
91,-0.3760221537962092,housing_type_Villa,825
92,0.045893719377194234,housing_type_Ejerlejlighed,825
93,0.3301284344190147,housing_type_Rækkehus,825
94,0.0,1,820
95,0.2751128148762396,erhvervsindkomst,820
96,0.1748588897098847,formueindkomst,820
97,0.12627046679204185,anden_personlig_indkomst,820
98,0.056294052513805634,kont_recip_tot,820
99,0.081932810260857,gini_index,820
100,-0.07569109731394928,unemployed,820
101,0.02383188851521901,pop_den,820
102,0.1724197729561824,housing_type_Ejerlejlighed,820
103,0.32202687752444475,housing_type_Rækkehus,820
104,-0.49444665048062636,housing_type_Villa,820
105,0.0,1,813
106,0.32166215447724167,erhvervsindkomst,813
107,0.17120070747824653,formueindkomst,813
108,0.12781515180619182,anden_personlig_indkomst,813
109,-0.10205541984922845,kont_recip_tot,813
110,0.023916087935333993,gini_index,813
111,-0.08411958002942317,unemployed,813
112,-0.2435652447918381,pop_den,813
113,0.149122092346215,housing_type_Ejerlejlighed,813
114,0.4579688637047311,housing_type_Rækkehus,813
115,-0.607090956050947,housing_type_Villa,813
116,0.0,1,810
117,0.8933493013030628,erhvervsindkomst,810
118,-0.04776110216718998,formueindkomst,810
