Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Tangvej 14  2680 Solrød Strand,8.300.000 kr.,29-12-2022Alm. Salg,120 m² 69.167 kr/m²,3,1957,,Aktuel værdi
Rækkehus RRækkehus Trylleskov Allé 87  2680 Solrød Strand,4.700.000 kr.,27-12-2022Alm. Salg,115 m² 40.870 kr/m²,4,2016,,Aktuel værdi
Villa VVilla Vestergade 10  2690 Karlslunde,2.300.000 kr.,27-12-2022Alm. Salg,81 m² 28.395 kr/m²,3,1962,-2%,Aktuel værdi
Ejerlejlighed EEjerlejlighed Maglekæret 12F  2680 Solrød Strand,2.050.000 kr.,21-12-2022Alm. Salg,80 m² 25.625 kr/m²,3,1986,-1%,Aktuel værdi
Villa VVilla Birkevangen 7  4622 Havdrup,1.000.000 kr.,21-12-2022Alm. Salg,100 m² 10.000 kr/m²,2,1952,,Aktuel værdi
Villa VVilla Karlstrup Mose Allé 9  2680 Solrød Strand,1.500.000 kr.,20-12-2022Alm. Salg,153 m² 9.804 kr/m²,5,2014,,Aktuel værdi
Rækkehus RRækkehus Præstestræde 11C  4622 Havdrup,1.645.000 kr.,19-12-2022Alm. Salg,64 m² 25.703 kr/m²,3,2006,-13%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Akacieparken 9A, 1. 32  2680 Solrød Strand",1.995.000 kr.,19-12-2022Alm. Salg,66 m² 30.227 kr/m²,2,1975,,Aktuel værdi
Villa VVilla Birkevangen 7  4622 Havdrup,600.000 kr.,19-12-2022Fam. Salg,100 m² 6.000 kr/m²,2,1952,,Aktuel værdi
Villa VVilla Skovpibervej 18  2680 Solrød Strand,1.445.000 kr.,19-12-2022Fam. Salg,67 m² 21.567 kr/m²,4,1930,,Aktuel værdi
Rækkehus RRækkehus Troldmands Allé 191  2680 Solrød Strand,2.350.000 kr.,18-12-2022Fam. Salg,135 m² 17.407 kr/m²,5,2017,,Aktuel værdi
Rækkehus RRækkehus Maglekæret 31A  2680 Solrød Strand,2.925.000 kr.,15-12-2022Alm. Salg,104 m² 28.125 kr/m²,4,1986,-5%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Elmelyparken 7B, 1. th  2680 Solrød Strand",1.300.000 kr.,15-12-2022Andet,100 m² 13.000 kr/m²,3,1972,,Aktuel værdi
Rækkehus RRækkehus Stenløkke 19  4622 Havdrup,2.600.000 kr.,13-12-2022Alm. Salg,116 m² 22.414 kr/m²,4,1978,-2%,Aktuel værdi
Villa VVilla Sivvænget 1  4622 Havdrup,2.700.000 kr.,10-12-2022Alm. Salg,133 m² 20.301 kr/m²,5,1968,-10%,Aktuel værdi
Villa VVilla Hedevænget 12  4622 Havdrup,2.950.000 kr.,07-12-2022Alm. Salg,124 m² 23.790 kr/m²,4,1965,-2%,Aktuel værdi
