Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Hovbygade 5  4640 Faxe,700.000 kr.,28-12-2022Alm. Salg,97 m² 7.216 kr/m²,4,1951,-50%,Aktuel værdi
Villa VVilla Teestrup Bygade 15A  4690 Haslev,1.126.250 kr.,27-12-2022Fam. Salg,194 m² 5.805 kr/m²,8,1907,,Aktuel værdi
Villa VVilla Teestrup Bygade 15B  4690 Haslev,1.126.250 kr.,27-12-2022Fam. Salg,150 m² 7.508 kr/m²,3,1969,,Aktuel værdi
Rækkehus RRækkehus Skolegade 49  4653 Karise,595.000 kr.,26-12-2022Alm. Salg,123 m² 4.837 kr/m²,5,1961,,Aktuel værdi
Villa VVilla Gamle By 22  4690 Haslev,1.725.000 kr.,26-12-2022Alm. Salg,106 m² 16.274 kr/m²,4,1870,-7%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Buddesvej 2, 1  4653 Karise",3.000.000 kr.,22-12-2022Andet,82 m² 36.585 kr/m²,4,1917,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Buddesvej 2, st  4653 Karise",3.000.000 kr.,22-12-2022Andet,106 m² 28.302 kr/m²,4,1917,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Buddesvej 2, 2  4653 Karise",3.000.000 kr.,22-12-2022Andet,52 m² 57.692 kr/m²,2,1917,,Aktuel værdi
Rækkehus RRækkehus Ole Rømers Vej 20  4690 Haslev,1.895.000 kr.,21-12-2022Alm. Salg,84 m² 22.560 kr/m²,3,2008,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Kalkbrudsvej 5A  4640 Faxe,7.000.000 kr.,21-12-2022Andet,80 m² 87.500 kr/m²,3,1900,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Kalkbrudsvej 5B  4640 Faxe,7.000.000 kr.,21-12-2022Andet,80 m² 87.500 kr/m²,3,1900,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Kalkbrudsvej 5C  4640 Faxe,7.000.000 kr.,21-12-2022Andet,39 m² 179.487 kr/m²,1,1900,,Aktuel værdi
Villa VVilla Hovbygade 5  4640 Faxe,700.000 kr.,20-12-2022Fam. Salg,97 m² 7.216 kr/m²,4,1951,,Aktuel værdi
Villa VVilla Dyssevej 10  4683 Rønnede,756.500 kr.,20-12-2022Fam. Salg,60 m² 12.608 kr/m²,2,1827,,Aktuel værdi
Villa VVilla Skuderløse Indelukke 1  4690 Haslev,2.155.000 kr.,19-12-2022Alm. Salg,199 m² 10.829 kr/m²,6,1867,-10%,Aktuel værdi
Villa VVilla Ringstedvej 141  4690 Haslev,2.249.000 kr.,19-12-2022Alm. Salg,105 m² 21.419 kr/m²,3,1965,,Aktuel værdi
Villa VVilla Freerslev Overdrevsvej 4  4690 Haslev,2.000.000 kr.,18-12-2022Alm. Salg,500 m² 4.000 kr/m²,9,0,-9%,Aktuel værdi
Villa VVilla Bredgade 7  4690 Haslev,1.550.000 kr.,18-12-2022Alm. Salg,134 m² 11.567 kr/m²,6,1913,-9%,Aktuel værdi
Villa VVilla Kirsebærvej 33  4654 Faxe Ladeplads,1.600.000 kr.,18-12-2022Alm. Salg,126 m² 12.698 kr/m²,5,1978,,Aktuel værdi
Villa VVilla Hybenvej 1  4654 Faxe Ladeplads,1.366.000 kr.,18-12-2022Andet,199 m² 6.864 kr/m²,8,2009,,Aktuel værdi
Villa VVilla Vordingborgvej 516  4683 Rønnede,250.000 kr.,18-12-2022Alm. Salg,179 m² 1.397 kr/m²,6,2008,,Aktuel værdi
Villa VVilla Havrevænget 19  4690 Haslev,1.100.000 kr.,16-12-2022Alm. Salg,101 m² 10.891 kr/m²,5,1955,-21%,Aktuel værdi
Ejerlejlighed EEjerlejlighed Rønnedevej 31D  4640 Faxe,680.000 kr.,15-12-2022Alm. Salg,55 m² 12.364 kr/m²,2,1868,,Aktuel værdi
Villa VVilla Tingvej 14  4690 Haslev,1.300.000 kr.,15-12-2022Alm. Salg,131 m² 9.924 kr/m²,6,1918,-7%,Aktuel værdi
Villa VVilla Egedevej 124  4640 Faxe,900.000 kr.,14-12-2022Fam. Salg,171 m² 5.263 kr/m²,3,1904,,Aktuel værdi
Villa VVilla Karisevej 65  4690 Haslev,2.500.000 kr.,14-12-2022Alm. Salg,103 m² 24.272 kr/m²,4,1937,,Aktuel værdi
Villa VVilla Skovvang 31  4690 Haslev,1.350.000 kr.,12-12-2022Alm. Salg,133 m² 10.150 kr/m²,3,1960,-10%,Aktuel værdi
Rækkehus RRækkehus Sydskrænten 29  4690 Haslev,1.649.000 kr.,11-12-2022Alm. Salg,85 m² 19.400 kr/m²,3,1984,-3%,Aktuel værdi
Villa VVilla Stenagervej 15  4640 Faxe,1.325.000 kr.,11-12-2022Alm. Salg,111 m² 11.937 kr/m²,3,1972,-5%,Aktuel værdi
Villa VVilla Førslev Bygade 35  4690 Haslev,900.000 kr.,09-12-2022Alm. Salg,139 m² 6.475 kr/m²,5,1877,-10%,Aktuel værdi
Villa VVilla Egedevej 36  4640 Faxe,900.000 kr.,08-12-2022Alm. Salg,99 m² 9.091 kr/m²,3,1959,-10%,Aktuel værdi
Villa VVilla Nordgårdsvej 6  4640 Faxe,600.000 kr.,07-12-2022Alm. Salg,122 m² 4.918 kr/m²,4,1967,-25%,Aktuel værdi
Villa VVilla Nygade 6  4690 Haslev,775.000 kr.,06-12-2022Fam. Salg,150 m² 5.167 kr/m²,4,1929,,Aktuel værdi
Villa VVilla Lyngvej 1  4683 Rønnede,519.154 kr.,06-12-2022Alm. Salg,154 m² 3.371 kr/m²,5,1957,,Aktuel værdi
Villa VVilla Højtoften 11  4690 Haslev,3.150.000 kr.,05-12-2022Alm. Salg,227 m² 13.877 kr/m²,6,1976,-2%,Aktuel værdi
Villa VVilla Karisevej 69  4690 Haslev,1.750.000 kr.,04-12-2022Alm. Salg,125 m² 14.000 kr/m²,6,1953,,Aktuel værdi
Villa VVilla Arne Jacobsens Vej 33  4690 Haslev,3.700.000 kr.,04-12-2022Alm. Salg,166 m² 22.289 kr/m²,5,2021,-7%,Aktuel værdi
Villa VVilla Heeringvej 26  4690 Haslev,2.700.000 kr.,01-12-2022Fam. Salg,207 m² 13.043 kr/m²,5,1990,,Aktuel værdi
Villa VVilla Heeringvej 26  4690 Haslev,2.700.000 kr.,01-12-2022Fam. Salg,207 m² 13.043 kr/m²,5,1990,,Aktuel værdi
Villa VVilla Karisevej 67  4690 Haslev,1.850.000 kr.,01-12-2022Alm. Salg,115 m² 16.087 kr/m²,5,1938,,Aktuel værdi
Villa VVilla Nikolines Vej 49  4640 Faxe,1.980.000 kr.,01-12-2022Andet,153 m² 12.941 kr/m²,6,2018,,Aktuel værdi
Rækkehus RRækkehus Engholm Vænge 11  4653 Karise,2.345.000 kr.,30-11-2022Alm. Salg,104 m² 22.548 kr/m²,4,2022,,Aktuel værdi
Rækkehus RRækkehus Ingers Vej 36  4653 Karise,1.250.000 kr.,30-11-2022Alm. Salg,94 m² 13.298 kr/m²,3,2007,-26%,Aktuel værdi
Villa VVilla Nygade 27  4690 Haslev,1.575.000 kr.,30-11-2022Alm. Salg,75 m² 21.000 kr/m²,3,1951,-12%,Aktuel værdi
Villa VVilla Engholm Vænge 8  4653 Karise,2.345.000 kr.,29-11-2022Alm. Salg,104 m² 22.548 kr/m²,4,2022,,Aktuel værdi
Rækkehus RRækkehus Sydskrænten 80  4690 Haslev,1.125.000 kr.,29-11-2022Alm. Salg,69 m² 16.304 kr/m²,2,1985,-6%,Aktuel værdi
Villa VVilla Gasværksvej 8  4690 Haslev,1.300.000 kr.,29-11-2022Alm. Salg,100 m² 13.000 kr/m²,3,1912,-7%,Aktuel værdi
Villa VVilla Turebyvej 37A  4682 Tureby,1.600.000 kr.,29-11-2022Alm. Salg,106 m² 15.094 kr/m²,4,1988,-6%,Aktuel værdi
Villa VVilla Søndergårdsvej 3  4640 Faxe,480.000 kr.,29-11-2022Andet,167 m² 2.874 kr/m²,5,1891,,Aktuel værdi
Villa VVilla Egedevej 59  4640 Faxe,550.000 kr.,29-11-2022Alm. Salg,78 m² 7.051 kr/m²,2,1949,,Aktuel værdi
Villa VVilla Søndergade 21  4653 Karise,1.200.000 kr.,28-11-2022Alm. Salg,111 m² 10.811 kr/m²,4,1935,,Aktuel værdi
Villa VVilla Vordingborgvej 381  4690 Haslev,680.000 kr.,27-11-2022Alm. Salg,64 m² 10.625 kr/m²,2,1750,-2%,Aktuel værdi
Villa VVilla Bækgårdsvej 24  4690 Haslev,2.100.000 kr.,26-11-2022Alm. Salg,175 m² 12.000 kr/m²,7,1974,-8%,Aktuel værdi
Villa VVilla Kløvervænget 62  4690 Haslev,1.780.000 kr.,25-11-2022Alm. Salg,152 m² 11.711 kr/m²,5,1974,-11%,Aktuel værdi
Villa VVilla Gartnervænget 6  4654 Faxe Ladeplads,1.450.000 kr.,24-11-2022Alm. Salg,117 m² 12.393 kr/m²,4,1968,-5%,Aktuel værdi
Villa VVilla Nordhjemsvej 3  4640 Faxe,4.869.000 kr.,24-11-2022Andet,140 m² 34.779 kr/m²,5,1981,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Jernbanegade 81B, 2. th  4690 Haslev",7.500.000 kr.,23-11-2022Alm. Salg,85 m² 88.235 kr/m²,3,1917,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Jernbanegade 81B, 1. th  4690 Haslev",7.500.000 kr.,23-11-2022Alm. Salg,85 m² 88.235 kr/m²,3,1917,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Jernbanegade 81B, 1. tv  4690 Haslev",7.500.000 kr.,23-11-2022Alm. Salg,67 m² 111.940 kr/m²,2,1917,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Jernbanegade 81B, 2. tv  4690 Haslev",7.500.000 kr.,23-11-2022Alm. Salg,67 m² 111.940 kr/m²,2,1917,,Aktuel værdi
Villa VVilla Højlandsvej 4  4690 Haslev,1.925.000 kr.,23-11-2022Alm. Salg,120 m² 16.042 kr/m²,4,1979,-8%,Aktuel værdi
Villa VVilla Dyrehavevej 30  4640 Faxe,306.400 kr.,22-11-2022Auktion,148 m² 2.070 kr/m²,6,1877,-69%,Aktuel værdi
Villa VVilla Solagervej 4  4690 Haslev,1.700.000 kr.,21-11-2022Alm. Salg,124 m² 13.710 kr/m²,4,1972,-15%,Aktuel værdi
Villa VVilla Solvænget 6  4640 Faxe,2.050.000 kr.,21-11-2022Alm. Salg,120 m² 17.083 kr/m²,3,1965,-2%,Aktuel værdi
Villa VVilla Hasselvej 12  4690 Haslev,3.700.000 kr.,20-11-2022Alm. Salg,168 m² 22.024 kr/m²,5,1910,-7%,Aktuel værdi
Villa VVilla Kærsgårdvej 16  4690 Haslev,3.800.000 kr.,20-11-2022Alm. Salg,201 m² 18.905 kr/m²,6,2011,-15%,Aktuel værdi
Villa VVilla Erantisvej 7  4690 Haslev,1.750.000 kr.,19-11-2022Alm. Salg,174 m² 10.057 kr/m²,5,1972,-12%,Aktuel værdi
Villa VVilla Badstedvej 5  4690 Haslev,924.037 kr.,15-11-2022Alm. Salg,197 m² 4.691 kr/m²,4,1827,,Aktuel værdi
Villa VVilla Dyssevej 19  4683 Rønnede,500.000 kr.,15-11-2022Alm. Salg,80 m² 6.250 kr/m²,5,1860,-16%,Aktuel værdi
Villa VVilla Gartnervej 7  4654 Faxe Ladeplads,1.275.000 kr.,13-11-2022Alm. Salg,136 m² 9.375 kr/m²,4,1974,-14%,Aktuel værdi
Villa VVilla Bøgevej 67  4683 Rønnede,3.495.000 kr.,10-11-2022Alm. Salg,245 m² 14.265 kr/m²,8,2006,,Aktuel værdi
Villa VVilla Bråbyvej 31  4690 Haslev,1.050.000 kr.,10-11-2022Alm. Salg,113 m² 9.292 kr/m²,6,1935,-25%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Moltkesvej 7A, 1  4690 Haslev",1.695.000 kr.,09-11-2022Alm. Salg,58 m² 29.224 kr/m²,3,1924,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Moltkesvej 7B  4690 Haslev,1.695.000 kr.,09-11-2022Alm. Salg,50 m² 33.900 kr/m²,1,1924,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Moltkesvej 7A, st  4690 Haslev",1.695.000 kr.,09-11-2022Alm. Salg,54 m² 31.389 kr/m²,2,1924,,Aktuel værdi
Villa VVilla Freerslevvej 20  4690 Haslev,2.250.000 kr.,09-11-2022Alm. Salg,148 m² 15.203 kr/m²,7,1947,,Aktuel værdi
Villa VVilla Vestervang 4  4690 Haslev,700.000 kr.,08-11-2022Alm. Salg,97 m² 7.216 kr/m²,4,1934,,Aktuel værdi
Villa VVilla Syrenvænget 4  4653 Karise,1.095.000 kr.,08-11-2022Alm. Salg,117 m² 9.359 kr/m²,3,1963,,Aktuel værdi
Villa VVilla Bjerredevej 12  4682 Tureby,848.924 kr.,07-11-2022Alm. Salg,113 m² 7.513 kr/m²,4,1800,,Aktuel værdi
Villa VVilla Ringstedvej 41  4690 Haslev,265.000 kr.,06-11-2022Fam. Salg,149 m² 1.779 kr/m²,6,1917,,Aktuel værdi
Villa VVilla Carl J. Ulrichs Vænge 45  4690 Haslev,3.200.000 kr.,06-11-2022Alm. Salg,200 m² 16.000 kr/m²,5,2008,-6%,Aktuel værdi
Villa VVilla Hjortevej 43  4690 Haslev,2.500.000 kr.,06-11-2022Alm. Salg,135 m² 18.519 kr/m²,5,2002,-14%,Aktuel værdi
Villa VVilla Duevej 14  4683 Rønnede,1.250.000 kr.,05-11-2022Alm. Salg,131 m² 9.542 kr/m²,3,1976,-16%,Aktuel værdi
