Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Sofie Madsens Vej 2  4330 Hvalsø,3.950.000 kr.,30-12-2022Alm. Salg,164 m² 24.085 kr/m²,6,2015,-1%,Aktuel værdi
Villa VVilla Hjortemarksvej 14B  4330 Hvalsø,3.145.000 kr.,29-12-2022Alm. Salg,155 m² 20.290 kr/m²,4,1968,-2%,Aktuel værdi
Villa VVilla Lykkesvej 27  4070 Kirke Hyllinge,1.235.000 kr.,28-12-2022Alm. Salg,65 m² 19.000 kr/m²,3,1972,-5%,Aktuel værdi
Rækkehus RRækkehus Tranevej 2  4330 Hvalsø,467.500 kr.,27-12-2022Fam. Salg,96 m² 4.870 kr/m²,3,1971,,Aktuel værdi
Villa VVilla Præstemarksvej 1  4070 Kirke Hyllinge,2.050.000 kr.,27-12-2022Alm. Salg,146 m² 14.041 kr/m²,4,1978,,Aktuel værdi
Villa VVilla Nørregårdsvej 2  4320 Lejre,3.500.000 kr.,26-12-2022Alm. Salg,124 m² 28.226 kr/m²,4,1967,-5%,Aktuel værdi
Villa VVilla Søndre Ryevej 4  4060 Kirke Såby,3.000.000 kr.,26-12-2022Andet,210 m² 14.286 kr/m²,6,1964,,Aktuel værdi
Villa VVilla Bognæsvej 20  4000 Roskilde,20.000.000 kr.,22-12-2022Andet,135 m² 148.148 kr/m²,4,1900,,Aktuel værdi
Villa VVilla Valnøddevej 15  4070 Kirke Hyllinge,4.450.000 kr.,22-12-2022Alm. Salg,225 m² 19.778 kr/m²,7,2007,-1%,Aktuel værdi
Villa VVilla Tjørneager 10  4330 Hvalsø,4.000.000 kr.,21-12-2022Alm. Salg,156 m² 25.641 kr/m²,3,1987,-5%,Aktuel værdi
Villa VVilla Nørregårdsvej 7  4320 Lejre,3.700.000 kr.,15-12-2022Alm. Salg,194 m² 19.072 kr/m²,7,1970,-12%,Aktuel værdi
Villa VVilla Skovager 8  4000 Roskilde,3.400.000 kr.,13-12-2022Alm. Salg,153 m² 22.222 kr/m²,6,1971,-5%,Aktuel værdi
Villa VVilla Vibevænget 6  4060 Kirke Såby,1.200.000 kr.,12-12-2022Fam. Salg,115 m² 10.435 kr/m²,4,1984,,Aktuel værdi
Villa VVilla Ørnevænget 8  4060 Kirke Såby,2.900.000 kr.,07-12-2022Fam. Salg,178 m² 16.292 kr/m²,5,1990,,Aktuel værdi
Villa VVilla Ingridsvej 82  4070 Kirke Hyllinge,2.250.000 kr.,06-12-2022Alm. Salg,114 m² 19.737 kr/m²,4,1975,-4%,Aktuel værdi
Villa VVilla Bygmarken 63  4060 Kirke Såby,1.105.000 kr.,05-12-2022Alm. Salg,135 m² 8.185 kr/m²,4,1974,-26%,Aktuel værdi
Villa VVilla Jernbanevej 39  4330 Hvalsø,940.000 kr.,03-12-2022Fam. Salg,182 m² 5.165 kr/m²,8,1973,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Kastaniehaven 1, st. th  4330 Hvalsø",2.095.000 kr.,30-11-2022Alm. Salg,83 m² 25.241 kr/m²,3,2005,,Aktuel værdi
Villa VVilla Lyndby Gade 6  4070 Kirke Hyllinge,2.200.000 kr.,30-11-2022Alm. Salg,225 m² 9.778 kr/m²,3,1961,,Aktuel værdi
Villa VVilla Dyssemosen 12  4070 Kirke Hyllinge,1.795.000 kr.,29-11-2022Alm. Salg,143 m² 12.552 kr/m²,4,1973,,Aktuel værdi
Villa VVilla Skovholmvej 8  4320 Lejre,1.250.000 kr.,28-11-2022Fam. Salg,157 m² 7.962 kr/m²,5,1963,,Aktuel værdi
Villa VVilla Hovedvejen 31  4000 Roskilde,1.200.000 kr.,24-11-2022Alm. Salg,119 m² 10.084 kr/m²,5,1948,0%,Aktuel værdi
Villa VVilla Hornsherredvej 404  4070 Kirke Hyllinge,750.000 kr.,22-11-2022Alm. Salg,79 m² 9.494 kr/m²,3,1840,-6%,Aktuel værdi
Villa VVilla Vestager 4  4070 Kirke Hyllinge,4.025.000 kr.,22-11-2022Alm. Salg,145 m² 27.759 kr/m²,5,2014,-2%,Aktuel værdi
Villa VVilla Toftevej 5  4000 Roskilde,3.100.000 kr.,21-11-2022Alm. Salg,174 m² 17.816 kr/m²,5,1964,-11%,Aktuel værdi
Villa VVilla Birkevej 5  4330 Hvalsø,2.220.000 kr.,21-11-2022Alm. Salg,84 m² 26.429 kr/m²,3,1962,,Aktuel værdi
Villa VVilla Dalager 3  4000 Roskilde,2.550.000 kr.,21-11-2022Alm. Salg,136 m² 18.750 kr/m²,5,1971,-9%,Aktuel værdi
Villa VVilla Brobjergvej 9  4060 Kirke Såby,2.450.000 kr.,21-11-2022Alm. Salg,82 m² 29.878 kr/m²,4,1947,-2%,Aktuel værdi
Rækkehus RRækkehus Oldvejsparken 16  4000 Roskilde,1.750.000 kr.,20-11-2022Alm. Salg,70 m² 25.000 kr/m²,3,1974,,Aktuel værdi
Villa VVilla Engtoften 12  4320 Lejre,2.325.000 kr.,20-11-2022Alm. Salg,134 m² 17.351 kr/m²,5,1966,-3%,Aktuel værdi
Villa VVilla Landevejen 59  4060 Kirke Såby,2.495.000 kr.,20-11-2022Alm. Salg,209 m² 11.938 kr/m²,5,1948,,Aktuel værdi
Rækkehus RRækkehus Gershøjvej 108F  4070 Kirke Hyllinge,3.330.000 kr.,19-11-2022Alm. Salg,164 m² 20.305 kr/m²,4,2008,-5%,Aktuel værdi
Villa VVilla Præstholmvej 6  4070 Kirke Hyllinge,2.500.000 kr.,17-11-2022Alm. Salg,161 m² 15.528 kr/m²,5,1972,-4%,Aktuel værdi
Villa VVilla Bygmarken 16  4060 Kirke Såby,1.325.000 kr.,16-11-2022Alm. Salg,149 m² 8.893 kr/m²,5,1973,-17%,Aktuel værdi
Villa VVilla Hornsherredvej 228  4070 Kirke Hyllinge,5.750.000 kr.,16-11-2022Alm. Salg,196 m² 29.337 kr/m²,3,1928,-4%,Aktuel værdi
Villa VVilla Ørnevej 3  4330 Hvalsø,2.795.000 kr.,16-11-2022Alm. Salg,130 m² 21.500 kr/m²,5,1970,,Aktuel værdi
Rækkehus RRækkehus Oldvejsparken 15  4000 Roskilde,1.960.000 kr.,14-11-2022Alm. Salg,70 m² 28.000 kr/m²,3,1974,-4%,Aktuel værdi
Villa VVilla Sydager 3  4070 Kirke Hyllinge,3.660.000 kr.,14-11-2022Alm. Salg,140 m² 26.143 kr/m²,4,2015,-6%,Aktuel værdi
Villa VVilla Hvedetoften 5  4060 Kirke Såby,1.700.000 kr.,13-11-2022Alm. Salg,167 m² 10.180 kr/m²,5,1973,-3%,Aktuel værdi
Villa VVilla Orupvej 1  4330 Hvalsø,1.400.000 kr.,13-11-2022Alm. Salg,133 m² 10.526 kr/m²,3,1880,,Aktuel værdi
Rækkehus RRækkehus Oldvejsparken 70  4000 Roskilde,1.895.000 kr.,07-11-2022Alm. Salg,70 m² 27.071 kr/m²,3,1974,,Aktuel værdi
Villa VVilla Fjordager 12  4000 Roskilde,4.500.000 kr.,07-11-2022Alm. Salg,164 m² 27.439 kr/m²,6,2006,-5%,Aktuel værdi
Villa VVilla Lertoften 27  4000 Roskilde,4.100.000 kr.,04-11-2022Alm. Salg,160 m² 25.625 kr/m²,5,2006,-2%,Aktuel værdi
Rækkehus RRækkehus Gyvelvej 2  4070 Kirke Hyllinge,1.600.000 kr.,03-11-2022Alm. Salg,99 m² 16.162 kr/m²,4,1985,-8%,Aktuel værdi
Villa VVilla Kamillevej 11  4070 Kirke Hyllinge,3.375.000 kr.,03-11-2022Alm. Salg,209 m² 16.148 kr/m²,6,2003,-2%,Aktuel værdi
Rækkehus RRækkehus Lejrevej 8L  4320 Lejre,3.700.000 kr.,02-11-2022Alm. Salg,150 m² 24.667 kr/m²,5,2016,-7%,Aktuel værdi
Villa VVilla Aggerupvej 4B  4330 Hvalsø,2.825.000 kr.,02-11-2022Alm. Salg,141 m² 20.035 kr/m²,4,1979,-6%,Aktuel værdi
Villa VVilla Høgevænget 1  4060 Kirke Såby,1.650.000 kr.,01-11-2022Alm. Salg,124 m² 13.306 kr/m²,5,1973,-17%,Aktuel værdi
Villa VVilla Bodekær 7  4070 Kirke Hyllinge,584.840 kr.,31-10-2022Fam. Salg,145 m² 4.033 kr/m²,4,1974,,Aktuel værdi
Villa VVilla Holmegårdsvej 11  4320 Lejre,2.000.000 kr.,31-10-2022Fam. Salg,136 m² 14.706 kr/m²,7,1971,,Aktuel værdi
Villa VVilla Sandbanken 15  4320 Lejre,3.495.000 kr.,30-10-2022Alm. Salg,110 m² 31.773 kr/m²,4,1999,,Aktuel værdi
Villa VVilla Muldager 7  4070 Kirke Hyllinge,4.125.000 kr.,30-10-2022Alm. Salg,168 m² 24.554 kr/m²,6,2016,-3%,Aktuel værdi
Villa VVilla Skovager 7  4330 Hvalsø,1.350.000 kr.,27-10-2022Alm. Salg,121 m² 11.157 kr/m²,4,1978,,Aktuel værdi
Villa VVilla Baunehøj 100  4320 Lejre,998.866 kr.,25-10-2022Fam. Salg,153 m² 6.529 kr/m²,5,1978,,Aktuel værdi
Villa VVilla Dyssegårdsvej 12  4320 Lejre,3.250.000 kr.,24-10-2022Alm. Salg,132 m² 24.621 kr/m²,4,1971,,Aktuel værdi
Villa VVilla Højvangsvej 11  4000 Roskilde,6.550.000 kr.,24-10-2022Alm. Salg,251 m² 26.096 kr/m²,7,1929,-6%,Aktuel værdi
Rækkehus RRækkehus Brombærhaven 15  4070 Kirke Hyllinge,2.700.000 kr.,23-10-2022Alm. Salg,92 m² 29.348 kr/m²,3,2007,,Aktuel værdi
Villa VVilla Ingridsvej 66  4070 Kirke Hyllinge,1.800.000 kr.,22-10-2022Alm. Salg,128 m² 14.063 kr/m²,4,1976,-5%,Aktuel værdi
Villa VVilla Vibevej 2A  4070 Kirke Hyllinge,847.000 kr.,20-10-2022Fam. Salg,178 m² 4.758 kr/m²,4,1955,,Aktuel værdi
Villa VVilla Løvstikkevej 3  4330 Hvalsø,1.225.000 kr.,19-10-2022Alm. Salg,175 m² 7.000 kr/m²,6,2023,-21%,Aktuel værdi
Villa VVilla Granvænget 4  4060 Kirke Såby,2.225.000 kr.,18-10-2022Alm. Salg,138 m² 16.123 kr/m²,3,1967,-5%,Aktuel værdi
Villa VVilla Bygmarken 69  4060 Kirke Såby,1.850.000 kr.,18-10-2022Alm. Salg,134 m² 13.806 kr/m²,5,1974,-7%,Aktuel værdi
Villa VVilla Holtensmindevej 58  4070 Kirke Hyllinge,1.409.000 kr.,17-10-2022Andet,232 m² 6.073 kr/m²,8,1827,,Aktuel værdi
Villa VVilla Jernbanevej 8  4330 Hvalsø,3.495.000 kr.,16-10-2022Alm. Salg,137 m² 25.511 kr/m²,5,1912,-5%,Aktuel værdi
Rækkehus RRækkehus Østager 14  4070 Kirke Hyllinge,2.595.000 kr.,13-10-2022Alm. Salg,100 m² 25.950 kr/m²,4,2022,,Aktuel værdi
