Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Kelstrupvej 11  4560 Vig,795.000 kr.,26-12-2022Alm. Salg,134 m² 5.933 kr/m²,6,1907,-11%,Aktuel værdi
Rækkehus RRækkehus Fasanalle 2  4500 Nykøbing Sj,150.000 kr.,22-12-2022Alm. Salg,96 m² 1.563 kr/m²,2,1960,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Vesterbro 56, 1  4500 Nykøbing Sj",150.000 kr.,22-12-2022Alm. Salg,50 m² 3.000 kr/m²,2,1930,,Aktuel værdi
Rækkehus RRækkehus På Højen 2A  4534 Hørve,585.000 kr.,21-12-2022Alm. Salg,57 m² 10.263 kr/m²,2,1973,,Aktuel værdi
Villa VVilla Merianvej 8  4573 Højby,1.100.000 kr.,21-12-2022Alm. Salg,96 m² 11.458 kr/m²,3,1976,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Asnæs Centret 28B, 2. 10  4550 Asnæs",750.000 kr.,20-12-2022Alm. Salg,57 m² 13.158 kr/m²,2,1990,,Aktuel værdi
Villa VVilla Brådevej 7B  4500 Nykøbing Sj,540.000 kr.,20-12-2022Alm. Salg,69 m² 7.826 kr/m²,3,1937,,Aktuel værdi
Villa VVilla Agervej 6  4534 Hørve,400.000 kr.,20-12-2022Alm. Salg,70 m² 5.714 kr/m²,3,1880,-33%,Aktuel værdi
Rækkehus RRækkehus Enøvej 5  4500 Nykøbing Sj,700.000 kr.,19-12-2022Alm. Salg,54 m² 12.963 kr/m²,2,1985,,Aktuel værdi
Villa VVilla Søgårdssvinget 16  4572 Nørre Asmindrup,520.000 kr.,18-12-2022Fam. Salg,133 m² 3.910 kr/m²,5,1978,,Aktuel værdi
Villa VVilla Næbbevej 21  4560 Vig,1.937.500 kr.,18-12-2022Alm. Salg,121 m² 16.012 kr/m²,3,1777,,Aktuel værdi
Villa VVilla Kildevangen 8  4571 Grevinge,500.000 kr.,16-12-2022Alm. Salg,98 m² 5.102 kr/m²,4,1965,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Grundtvigsvej 21  4500 Nykøbing Sj,1.900.000 kr.,15-12-2022Alm. Salg,122 m² 8.261 kr/m²,7,1902,,Aktuel værdi
Villa VVilla Enghavevej 5  4560 Vig,790.000 kr.,15-12-2022Alm. Salg,107 m² 7.383 kr/m²,4,1908,-12%,Aktuel værdi
Villa VVilla Kildebakken 7  4534 Hørve,1.100.000 kr.,14-12-2022Andet,116 m² 9.483 kr/m²,4,1973,,Aktuel værdi
Villa VVilla Kirkebjerg 16  4572 Nørre Asmindrup,170.536 kr.,13-12-2022Fam. Salg,112 m² 1.523 kr/m²,4,1964,,Aktuel værdi
