Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Rækkehus RRækkehus Hovmandsvej 13  3550 Slangerup,1.900.000 kr.,29-12-2022Alm. Salg,85 m² 22.353 kr/m²,4,1986,-5%,Aktuel værdi
Villa VVilla Timianstræde 3  3550 Slangerup,3.100.000 kr.,27-12-2022Alm. Salg,160 m² 19.375 kr/m²,6,1897,-11%,Aktuel værdi
Villa VVilla Mejsevænget 87  4050 Skibby,3.500.000 kr.,26-12-2022Alm. Salg,278 m² 12.590 kr/m²,8,1910,,Aktuel værdi
Villa VVilla Borgervænget 42  3600 Frederikssund,1.530.000 kr.,24-12-2022Fam. Salg,95 m² 16.105 kr/m²,3,1993,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Bøgealle 26, st. tv  3600 Frederikssund",2.000.000 kr.,22-12-2022Alm. Salg,82 m² 24.390 kr/m²,3,1964,,Aktuel værdi
Villa VVilla Strandhøjen 18  3600 Frederikssund,4.716.000 kr.,21-12-2022Fam. Salg,204 m² 23.118 kr/m²,8,1967,,Aktuel værdi
Villa VVilla Slagslundevej 3  3550 Slangerup,1.500.000 kr.,21-12-2022Alm. Salg,82 m² 18.293 kr/m²,3,1945,-3%,Aktuel værdi
Rækkehus RRækkehus Kongshøjparken 30  3550 Slangerup,2.550.000 kr.,20-12-2022Alm. Salg,124 m² 20.565 kr/m²,5,1973,-4%,Aktuel værdi
Villa VVilla Engvej 14  3550 Slangerup,2.200.000 kr.,20-12-2022Alm. Salg,127 m² 17.323 kr/m²,4,1966,-4%,Aktuel værdi
Villa VVilla Ellevej 4  3630 Jægerspris,2.500.000 kr.,20-12-2022Alm. Salg,111 m² 22.523 kr/m²,5,1960,-9%,Aktuel værdi
Villa VVilla Nordmandsvej 11  4050 Skibby,2.100.000 kr.,20-12-2022Alm. Salg,151 m² 13.907 kr/m²,6,1967,-8%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Søndergade 2B, 1  4050 Skibby",675.000 kr.,18-12-2022Alm. Salg,95 m² 7.105 kr/m²,3,2005,-13%,Aktuel værdi
Villa VVilla Syrenvej 14  3600 Frederikssund,2.200.000 kr.,17-12-2022Alm. Salg,109 m² 20.183 kr/m²,4,1965,-12%,Aktuel værdi
Rækkehus RRækkehus Snogekær 44E  3630 Jægerspris,2.150.000 kr.,15-12-2022Alm. Salg,98 m² 21.939 kr/m²,2,2009,-6%,Aktuel værdi
Rækkehus RRækkehus Snorresvej 7  3600 Frederikssund,2.050.000 kr.,14-12-2022Alm. Salg,126 m² 16.270 kr/m²,3,1971,-11%,Aktuel værdi
Villa VVilla Mejsevej 12  3550 Slangerup,1.397.500 kr.,14-12-2022Fam. Salg,116 m² 12.047 kr/m²,5,1973,,Aktuel værdi
Rækkehus RRækkehus Ågade 8  3600 Frederikssund,1.650.000 kr.,13-12-2022Alm. Salg,68 m² 24.265 kr/m²,3,1987,-3%,Aktuel værdi
Rækkehus RRækkehus Banevænget 75  3550 Slangerup,2.075.000 kr.,13-12-2022Fam. Salg,95 m² 21.842 kr/m²,4,1999,,Aktuel værdi
Villa VVilla Skovnæsvej 7  3630 Jægerspris,444.880 kr.,13-12-2022Alm. Salg,107 m² 4.158 kr/m²,5,1850,,Aktuel værdi
Villa VVilla Vinkelvej 21  3600 Frederikssund,965.000 kr.,12-12-2022Fam. Salg,122 m² 7.910 kr/m²,4,1951,,Aktuel værdi
Rækkehus RRækkehus Bakkekammen 119  3600 Frederikssund,1.103.125 kr.,11-12-2022Alm. Salg,80 m² 13.789 kr/m²,3,2005,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Kocksvej 9, 1  3600 Frederikssund",2.100.000 kr.,09-12-2022Alm. Salg,86 m² 24.419 kr/m²,3,1939,,Aktuel værdi
Rækkehus RRækkehus Hovmandsvej 9  3550 Slangerup,1.750.000 kr.,08-12-2022Alm. Salg,85 m² 20.588 kr/m²,4,1986,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Bruhnsvej 7, st  3600 Frederikssund",1.625.000 kr.,07-12-2022Alm. Salg,83 m² 19.578 kr/m²,4,1928,,Aktuel værdi
Villa VVilla Stagetornsvej 38  3600 Frederikssund,2.500.000 kr.,07-12-2022Alm. Salg,98 m² 25.510 kr/m²,4,1971,-7%,Aktuel værdi
Villa VVilla Kastaniealle 16  3600 Frederikssund,2.500.000 kr.,06-12-2022Alm. Salg,139 m² 17.986 kr/m²,4,1962,-6%,Aktuel værdi
Villa VVilla Slagslundevej 1  3550 Slangerup,2.800.000 kr.,04-12-2022Alm. Salg,127 m² 22.047 kr/m²,5,1929,-7%,Aktuel værdi
Villa VVilla Erantisvænget 6  3630 Jægerspris,1.800.000 kr.,04-12-2022Alm. Salg,133 m² 13.534 kr/m²,4,1976,-14%,Aktuel værdi
Villa VVilla Kærstrædet 5  4050 Skibby,756.500 kr.,03-12-2022Fam. Salg,122 m² 6.201 kr/m²,6,1880,,Aktuel værdi
Villa VVilla Hovedgaden 61  3630 Jægerspris,705.348 kr.,03-12-2022Alm. Salg,109 m² 6.471 kr/m²,4,1918,,Aktuel værdi
Villa VVilla Muldager 11  3600 Frederikssund,3.675.000 kr.,02-12-2022Alm. Salg,218 m² 16.858 kr/m²,7,1972,,Aktuel værdi
Villa VVilla Elverhøjen 8  3600 Frederikssund,975.000 kr.,30-11-2022Fam. Salg,124 m² 7.863 kr/m²,4,1997,,Aktuel værdi
Villa VVilla Alfabetvej 12  3600 Frederikssund,6.025.000 kr.,30-11-2022Alm. Salg,186 m² 32.392 kr/m²,4,2020,-6%,Aktuel værdi
Villa VVilla M P Jensens Vej 28  3550 Slangerup,2.550.000 kr.,29-11-2022Alm. Salg,155 m² 16.452 kr/m²,4,1971,-9%,Aktuel værdi
Villa VVilla Nordmandsvej 10  4050 Skibby,900.000 kr.,29-11-2022Alm. Salg,112 m² 8.036 kr/m²,3,1967,-31%,Aktuel værdi
Villa VVilla Dyrlægegårds Alle 70  3600 Frederikssund,3.500.000 kr.,28-11-2022Alm. Salg,149 m² 23.490 kr/m²,7,1977,-3%,Aktuel værdi
"Rækkehus RRækkehus Kirkegade 8D, st. th  3600 Frederikssund",965.000 kr.,26-11-2022Alm. Salg,33 m² 29.242 kr/m²,1,1849,,Aktuel værdi
"Rækkehus RRækkehus Kirkegade 8D, st. tv  3600 Frederikssund",965.000 kr.,26-11-2022Alm. Salg,33 m² 29.242 kr/m²,1,1849,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Kirkegade 8, 1. tv  3600 Frederikssund",965.000 kr.,26-11-2022Alm. Salg,36 m² 26.806 kr/m²,2,1849,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Kirkegade 8, 1. th  3600 Frederikssund",965.000 kr.,26-11-2022Alm. Salg,36 m² 26.806 kr/m²,2,1849,,Aktuel værdi
Rækkehus RRækkehus Møllehaven 73  3550 Slangerup,1.137.500 kr.,24-11-2022Alm. Salg,90 m² 12.639 kr/m²,4,2004,,Aktuel værdi
Villa VVilla Mågevej 4  3600 Frederikssund,770.300 kr.,24-11-2022Alm. Salg,105 m² 7.336 kr/m²,4,1937,,Aktuel værdi
Villa VVilla Bakkesvinget 25  3550 Slangerup,2.687.500 kr.,23-11-2022Fam. Salg,230 m² 11.685 kr/m²,6,2001,,Aktuel værdi
Rækkehus RRækkehus Midtbanevej 13  4050 Skibby,1.975.000 kr.,22-11-2022Alm. Salg,96 m² 20.573 kr/m²,4,2007,-1%,Aktuel værdi
Villa VVilla Landerslevvej 20  3630 Jægerspris,1.250.000 kr.,22-11-2022Alm. Salg,55 m² 22.727 kr/m²,4,1962,-24%,Aktuel værdi
Villa VVilla Østergade 10  4050 Skibby,750.000 kr.,22-11-2022Alm. Salg,129 m² 5.814 kr/m²,5,1948,,Aktuel værdi
Villa VVilla Saltsøvej 5  4050 Skibby,2.100.000 kr.,22-11-2022Fam. Salg,167 m² 12.575 kr/m²,6,1864,,Aktuel værdi
Villa VVilla Anders Jensensvej 7  3550 Slangerup,2.155.000 kr.,20-11-2022Alm. Salg,92 m² 23.424 kr/m²,3,1954,-4%,Aktuel værdi
Villa VVilla Sundbyvej 12  3600 Frederikssund,2.800.000 kr.,20-11-2022Alm. Salg,121 m² 23.140 kr/m²,4,1930,-7%,Aktuel værdi
