Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Mimosevej 4  4030 Tune,2.202.000 kr.,29-12-2022Alm. Salg,110 m² 20.018 kr/m²,2,1969,0%,Aktuel værdi
Villa VVilla Lyrestien 7  4030 Tune,3.200.000 kr.,28-12-2022Alm. Salg,155 m² 20.645 kr/m²,4,1969,-8%,Aktuel værdi
Ejerlejlighed EEjerlejlighed Grønnegården 683B  2670 Greve,961.000 kr.,26-12-2022Alm. Salg,60 m² 16.017 kr/m²,2,1986,,Aktuel værdi
Rækkehus RRækkehus Lundegårdshegnet 96  4030 Tune,3.000.000 kr.,22-12-2022Alm. Salg,110 m² 27.273 kr/m²,4,1985,-5%,Aktuel værdi
Villa VVilla Krogager 61  2670 Greve,2.550.000 kr.,21-12-2022Alm. Salg,119 m² 21.429 kr/m²,4,1966,-5%,Aktuel værdi
Villa VVilla Hundige Strandvej 55  2670 Greve,2.850.000 kr.,21-12-2022Alm. Salg,90 m² 17.925 kr/m²,7,1967,,Aktuel værdi
Villa VVilla Jens Kristiansvej 15  2670 Greve,3.000.000 kr.,21-12-2022Alm. Salg,218 m² 13.761 kr/m²,5,2007,,Aktuel værdi
Villa VVilla Hvidkløvervej 10  4030 Tune,1.700.000 kr.,21-12-2022Fam. Salg,119 m² 14.286 kr/m²,4,1965,,Aktuel værdi
Rækkehus RRækkehus Tyttebærkæret 29  2670 Greve,2.500.000 kr.,20-12-2022Alm. Salg,140 m² 17.857 kr/m²,4,1977,-13%,Aktuel værdi
Villa VVilla Årøjel 12  2670 Greve,2.865.000 kr.,20-12-2022Alm. Salg,111 m² 25.811 kr/m²,4,1965,-4%,Aktuel værdi
Villa VVilla Hastings Alle 4  2670 Greve,1.025.000 kr.,20-12-2022Alm. Salg,141 m² 7.270 kr/m²,4,1934,,Aktuel værdi
Villa VVilla Bondestien 18  4030 Tune,1.620.000 kr.,20-12-2022Alm. Salg,115 m² 14.087 kr/m²,4,1969,,Aktuel værdi
Villa VVilla Toftholmsvej 2  2690 Karlslunde,2.795.000 kr.,19-12-2022Alm. Salg,104 m² 26.875 kr/m²,5,1966,,Aktuel værdi
Villa VVilla Orkidevej 9  4030 Tune,1.800.000 kr.,19-12-2022Alm. Salg,97 m² 18.557 kr/m²,4,1964,-5%,Aktuel værdi
Villa VVilla Orkidevej 9  4030 Tune,1.800.000 kr.,19-12-2022Alm. Salg,210 m² 8.571 kr/m²,5,0,-5%,Aktuel værdi
Villa VVilla Brødmosen 7  2690 Karlslunde,2.895.000 kr.,19-12-2022Alm. Salg,135 m² 21.444 kr/m²,4,1966,-9%,Aktuel værdi
Rækkehus RRækkehus Rosenlyparken 162  2670 Greve,2.970.000 kr.,18-12-2022Alm. Salg,120 m² 24.750 kr/m²,5,1972,,Aktuel værdi
Rækkehus RRækkehus Morbærhegnet 57  2670 Greve,2.150.000 kr.,18-12-2022Alm. Salg,84 m² 25.595 kr/m²,4,1988,-14%,Aktuel værdi
Rækkehus RRækkehus Blåhegnet 49  2670 Greve,2.518.000 kr.,18-12-2022Alm. Salg,112 m² 22.482 kr/m²,4,1977,-3%,Aktuel værdi
Rækkehus RRækkehus Blåbærhaven 9  2670 Greve,2.600.000 kr.,17-12-2022Alm. Salg,140 m² 18.571 kr/m²,4,1976,-10%,Aktuel værdi
Rækkehus RRækkehus Birkedalen 2C  2670 Greve,2.000.000 kr.,16-12-2022Andet,231 m² 8.658 kr/m²,2,0,,Aktuel værdi
Rækkehus RRækkehus Birkedalen 2B  2670 Greve,2.000.000 kr.,16-12-2022Andet,171 m² 11.696 kr/m²,3,0,,Aktuel værdi
Rækkehus RRækkehus Birkedalen 2A  2670 Greve,2.000.000 kr.,16-12-2022Andet,174 m² 11.494 kr/m²,4,0,,Aktuel værdi
Rækkehus RRækkehus Grønnegården 464  2670 Greve,2.100.000 kr.,15-12-2022Alm. Salg,93 m² 22.581 kr/m²,4,1986,-8%,Aktuel værdi
Villa VVilla Elmevej 17  2670 Greve,2.950.000 kr.,15-12-2022Alm. Salg,150 m² 19.667 kr/m²,4,1974,-10%,Aktuel værdi
Rækkehus RRækkehus Krogårdsvej 164  2670 Greve,2.500.000 kr.,14-12-2022Fam. Salg,104 m² 24.038 kr/m²,5,1970,,Aktuel værdi
Rækkehus RRækkehus Damhaven 3  2670 Greve,2.700.000 kr.,14-12-2022Alm. Salg,112 m² 24.107 kr/m²,4,1975,-3%,Aktuel værdi
Rækkehus RRækkehus Skolevej 10B  2690 Karlslunde,3.300.000 kr.,14-12-2022Alm. Salg,147 m² 22.449 kr/m²,4,1933,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Søagerparken 1, 1. 10  2670 Greve",68.500 kr.,13-12-2022Alm. Salg,52 m² 1.317 kr/m²,2,1972,,Aktuel værdi
Villa VVilla Hovgårdsparken 135  2670 Greve,3.380.000 kr.,13-12-2022Alm. Salg,143 m² 23.636 kr/m²,3,1980,-9%,Aktuel værdi
