Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Kålundsvej 25  3520 Farum,9.100.000 kr.,30-12-2022Alm. Salg,212 m² 42.925 kr/m²,7,1909,-9%,Aktuel værdi
Rækkehus RRækkehus Birkegården 98D  3500 Værløse,4.500.000 kr.,28-12-2022Alm. Salg,145 m² 31.034 kr/m²,5,1962,-25%,Aktuel værdi
Rækkehus RRækkehus Birkegården 98C  3500 Værløse,4.500.000 kr.,28-12-2022Alm. Salg,132 m² 34.091 kr/m²,4,1962,-25%,Aktuel værdi
Villa VVilla Mølledalen 17  3500 Værløse,6.190.000 kr.,28-12-2022Alm. Salg,204 m² 30.343 kr/m²,5,1971,-8%,Aktuel værdi
Villa VVilla Birkegården 98B  3500 Værløse,1.500.000 kr.,28-12-2022Alm. Salg,182 m² 8.242 kr/m²,5,0,-57%,Aktuel værdi
Villa VVilla Poppel Alle 70  3500 Værløse,7.995.000 kr.,22-12-2022Alm. Salg,155 m² 51.581 kr/m²,5,1971,,Aktuel værdi
Villa VVilla Anemonevej 25B  3500 Værløse,7.510.000 kr.,22-12-2022Alm. Salg,173 m² 43.410 kr/m²,5,1980,-6%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Bymidten 56, 2. r  3500 Værløse",1.265.000 kr.,21-12-2022Fam. Salg,71 m² 17.817 kr/m²,3,1959,,Aktuel værdi
Villa VVilla Højdevej 22  3500 Værløse,7.350.000 kr.,21-12-2022Alm. Salg,145 m² 50.690 kr/m²,5,1967,,Aktuel værdi
Villa VVilla Åsevej 4  3500 Værløse,5.600.000 kr.,20-12-2022Alm. Salg,174 m² 32.184 kr/m²,5,1965,-5%,Aktuel værdi
Villa VVilla Toftegårdsvej 32  3500 Værløse,2.900.000 kr.,20-12-2022Alm. Salg,109 m² 26.606 kr/m²,4,1962,-17%,Aktuel værdi
Villa VVilla Toftegårdsvej 32  3500 Værløse,2.900.000 kr.,20-12-2022Alm. Salg,170 m² 17.059 kr/m²,6,2023,-17%,Aktuel værdi
Rækkehus RRækkehus Skråplanet 23  3500 Værløse,4.400.000 kr.,19-12-2022Alm. Salg,156 m² 28.205 kr/m²,6,1974,,Aktuel værdi
Rækkehus RRækkehus Lærkehaven 52  3500 Værløse,3.725.000 kr.,18-12-2022Alm. Salg,85 m² 43.824 kr/m²,3,2001,,Aktuel værdi
