Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Knolden 3  5900 Rudkøbing,1.760.000 kr.,30-12-2022Alm. Salg,129 m² 13.643 kr/m²,5,1994,,Aktuel værdi
Villa VVilla Høgevej 6  5932 Humble,300.000 kr.,28-12-2022Alm. Salg,98 m² 3.061 kr/m²,5,1986,-39%,Aktuel værdi
Villa VVilla Østergade 87  5953 Tranekær,1.000.000 kr.,25-12-2022Fam. Salg,110 m² 9.091 kr/m²,5,1850,,Aktuel værdi
Villa VVilla Fæbækvej 1  5953 Tranekær,1.200.000 kr.,24-12-2022Alm. Salg,175 m² 6.857 kr/m²,7,1872,,Aktuel værdi
Villa VVilla Spodsbjergvej 349  5900 Rudkøbing,1.925.000 kr.,21-12-2022Alm. Salg,157 m² 12.261 kr/m²,5,1934,-12%,Aktuel værdi
Villa VVilla Hovedgaden 47  5932 Humble,475.000 kr.,21-12-2022Alm. Salg,106 m² 4.481 kr/m²,5,1939,-4%,Aktuel værdi
Villa VVilla Aasøvej 1  5953 Tranekær,200.000 kr.,20-12-2022Andet,155 m² 1.290 kr/m²,5,1916,,Aktuel værdi
Villa VVilla Skolegade 11  5935 Bagenkop,290.000 kr.,15-12-2022Alm. Salg,86 m² 3.372 kr/m²,4,1949,-32%,Aktuel værdi
Rækkehus RRækkehus Humblevej 51  5900 Rudkøbing,587.896 kr.,13-12-2022Fam. Salg,121 m² 4.859 kr/m²,5,1790,,Aktuel værdi
Villa VVilla Hine Møllevej 5  5900 Rudkøbing,1.325.000 kr.,12-12-2022Alm. Salg,130 m² 10.192 kr/m²,4,1978,-5%,Aktuel værdi
Rækkehus RRækkehus Nørrebro 131  5900 Rudkøbing,705.000 kr.,08-12-2022Alm. Salg,94 m² 7.500 kr/m²,3,1900,1%,Aktuel værdi
Villa VVilla Østerskovvej 39  5932 Humble,400.000 kr.,08-12-2022Alm. Salg,62 m² 6.452 kr/m²,3,1850,-33%,Aktuel værdi
Villa VVilla Fredensvej 20  5953 Tranekær,515.000 kr.,08-12-2022Alm. Salg,147 m² 3.503 kr/m²,4,1924,-17%,Aktuel værdi
Villa VVilla Strynø Brovej 3  5943 Strynø,1.025.000 kr.,07-12-2022Alm. Salg,110 m² 9.318 kr/m²,5,1900,-14%,Aktuel værdi
Villa VVilla Kibshavevej 10  5900 Rudkøbing,850.000 kr.,06-12-2022Alm. Salg,163 m² 5.215 kr/m²,5,1965,-19%,Aktuel værdi
Villa VVilla Vesterbyvej 1  5900 Rudkøbing,1.025.000 kr.,05-12-2022Alm. Salg,199 m² 5.151 kr/m²,8,1856,-27%,Aktuel værdi
