Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Rækkehus RRækkehus Falstersvej 42  5500 Middelfart,1.150.000 kr.,29-12-2022Alm. Salg,85 m² 13.529 kr/m²,3,1946,,Aktuel værdi
Villa VVilla Teglværksgade 14  5500 Middelfart,2.650.000 kr.,29-12-2022Alm. Salg,133 m² 19.925 kr/m²,5,1905,-5%,Aktuel værdi
Rækkehus RRækkehus Gl Vestergade 45  5500 Middelfart,2.300.000 kr.,26-12-2022Alm. Salg,114 m² 20.175 kr/m²,3,1900,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Gl Vestergade 28, st. tv  5500 Middelfart",1.850.000 kr.,21-12-2022Alm. Salg,91 m² 20.330 kr/m²,3,1999,-7%,Aktuel værdi
Villa VVilla Storebæltsvænget 3  5500 Middelfart,825.000 kr.,21-12-2022Andet,107 m² 7.710 kr/m²,4,1987,,Aktuel værdi
Villa VVilla Nørregade 2  5592 Ejby,700.000 kr.,21-12-2022Alm. Salg,122 m² 3.743 kr/m²,6,1903,,Aktuel værdi
Villa VVilla Skovsvinget 6  5500 Middelfart,1.625.000 kr.,20-12-2022Andet,164 m² 9.909 kr/m²,5,1936,-57%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Algade 4A, 1. th  5592 Ejby",36.125.000 kr.,19-12-2022Andet,69 m² 523.551 kr/m²,2,1957,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Algade 4A, 1. tv  5592 Ejby",36.125.000 kr.,19-12-2022Andet,70 m² 516.071 kr/m²,2,1957,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Algade 4C, st. tv-1  5592 Ejby",36.125.000 kr.,19-12-2022Andet,51 m² 708.333 kr/m²,2,1957,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Algade 4C, st. tv-2  5592 Ejby",36.125.000 kr.,19-12-2022Andet,67 m² 539.179 kr/m²,3,1957,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Algade 2A, 1. mf/1  5592 Ejby",36.125.000 kr.,19-12-2022Andet,109 m² 331.422 kr/m²,2,1957,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Algade 4C, st. th  5592 Ejby",36.125.000 kr.,19-12-2022Andet,79 m² 457.278 kr/m²,3,1957,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Algade 4B, 1. mf-2  5592 Ejby",36.125.000 kr.,19-12-2022Andet,87 m² 415.230 kr/m²,4,1957,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Algade 4C, 1  5592 Ejby",36.125.000 kr.,19-12-2022Andet,95 m² 380.263 kr/m²,4,1957,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Algade 4B, 1. tv  5592 Ejby",36.125.000 kr.,19-12-2022Andet,97 m² 372.423 kr/m²,3,1957,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Algade 2A, 1. th  5592 Ejby",36.125.000 kr.,19-12-2022Andet,108 m² 334.491 kr/m²,3,1957,,Aktuel værdi
