Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Stien 4  3230 Græsted,6.300.000 kr.,23-12-2022Alm. Salg,196 m² 32.143 kr/m²,9,1860,-10%,Aktuel værdi
Villa VVilla Skovhøjen 27  3230 Græsted,1.950.000 kr.,21-12-2022Alm. Salg,135 m² 14.444 kr/m²,5,1974,-15%,Aktuel værdi
Villa VVilla Dønnevældevej 9  3230 Græsted,1.700.000 kr.,21-12-2022Alm. Salg,112 m² 15.179 kr/m²,4,1961,-5%,Aktuel værdi
Villa VVilla Munkerup Have 2  3120 Dronningmølle,3.600.000 kr.,21-12-2022Alm. Salg,170 m² 21.176 kr/m²,5,2001,,Aktuel værdi
Villa VVilla Kornbakken 39  3230 Græsted,2.693.000 kr.,20-12-2022Alm. Salg,217 m² 12.410 kr/m²,6,1970,0%,Aktuel værdi
Villa VVilla Platanvej 9  3200 Helsinge,1.430.000 kr.,20-12-2022Fam. Salg,90 m² 15.889 kr/m²,4,1961,,Aktuel værdi
Rækkehus RRækkehus Rostgårdsvej 5B. 2  3250 Gilleleje,117.300.000 kr.,19-12-2022Andet,72 m² 1.629.167 kr/m²,3,1971,,Aktuel værdi
Rækkehus RRækkehus Rostgårdsvej 5B. 1  3250 Gilleleje,117.300.000 kr.,19-12-2022Andet,72 m² 1.629.167 kr/m²,3,1971,,Aktuel værdi
Rækkehus RRækkehus Ahornstien 4B  3250 Gilleleje,1.895.000 kr.,19-12-2022Alm. Salg,88 m² 21.534 kr/m²,2,1990,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Gydevej 15A. 1  3230 Græsted,26.775.000 kr.,19-12-2022Andet,75 m² 357.000 kr/m²,3,1964,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Gydevej 15A. 8  3230 Græsted,26.775.000 kr.,19-12-2022Andet,64 m² 418.359 kr/m²,2,1964,,Aktuel værdi
