Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Jasminvej 41  7700 Thisted,2.795.000 kr.,26-12-2022Alm. Salg,181 m² 15.442 kr/m²,5,2000,-6%,Aktuel værdi
Villa VVilla Rosvangvej 9A  7700 Thisted,55.000 kr.,23-12-2022Fam. Salg,251 m² 181 kr/m²,9,2008,,Aktuel værdi
Villa VVilla Vestergade 62  7741 Frøstrup,165.000 kr.,22-12-2022Fam. Salg,104 m² 1.587 kr/m²,1,1961,,Aktuel værdi
Villa VVilla Landlystparken 3  7700 Thisted,3.100.000 kr.,22-12-2022Alm. Salg,196 m² 15.816 kr/m²,5,2006,-11%,Aktuel værdi
Rækkehus RRækkehus Møllevej 76  7700 Thisted,2.090.000 kr.,21-12-2022Alm. Salg,172 m² 12.151 kr/m²,7,1918,,Aktuel værdi
Villa VVilla Snedstedvej 65  7752 Snedsted,1.195.000 kr.,20-12-2022Alm. Salg,168 m² 7.113 kr/m²,7,1918,,Aktuel værdi
Villa VVilla Hovedgaden 174  7752 Snedsted,850.000 kr.,20-12-2022Alm. Salg,149 m² 5.705 kr/m²,7,1925,-15%,Aktuel værdi
Villa VVilla Rævegade 4  7742 Vesløs,185.000 kr.,20-12-2022Alm. Salg,84 m² 2.202 kr/m²,2,1935,-5%,Aktuel værdi
Rækkehus RRækkehus Atriumvej 32  7752 Snedsted,200.000 kr.,19-12-2022Alm. Salg,65 m² 3.077 kr/m²,3,1977,,Aktuel værdi
Villa VVilla Arupvej 1  7742 Vesløs,2 kr.,19-12-2022Alm. Salg,90 m² 0 kr/m²,2,1850,,Aktuel værdi
Villa VVilla Jacobsvej 1  7700 Thisted,729.735 kr.,19-12-2022Andet,152 m² 4.801 kr/m²,5,1964,,Aktuel værdi
