Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Nordenhusevej 2  5800 Nyborg,1.025.000 kr.,29-12-2022Andet,204 m² 3.741 kr/m²,8,1927,,Aktuel værdi
Villa VVilla Fjordparken 61  5800 Nyborg,1.370.000 kr.,29-12-2022Alm. Salg,110 m² 12.455 kr/m²,4,1981,-2%,Aktuel værdi
Villa VVilla Skalkendrupvej 90  5800 Nyborg,551.250 kr.,29-12-2022Andet,117 m² 4.712 kr/m²,3,2018,,Aktuel værdi
Villa VVilla Harevænget 153  5800 Nyborg,2.825.000 kr.,21-12-2022Alm. Salg,164 m² 17.226 kr/m²,5,1974,-6%,Aktuel værdi
Villa VVilla Åløkkevej 20  5800 Nyborg,558.265 kr.,20-12-2022Fam. Salg,132 m² 4.229 kr/m²,4,1966,,Aktuel værdi
Villa VVilla Nymarksvej 9  5800 Nyborg,2.300.000 kr.,19-12-2022Alm. Salg,140 m² 16.429 kr/m²,6,1928,-4%,Aktuel værdi
Villa VVilla Urupvej 2  5540 Ullerslev,500.000 kr.,18-12-2022Fam. Salg,158 m² 3.165 kr/m²,5,1961,,Aktuel værdi
Villa VVilla Skovgyden 22  5540 Ullerslev,355.000 kr.,15-12-2022Alm. Salg,91 m² 3.901 kr/m²,3,1827,-10%,Aktuel værdi
Villa VVilla Pilsgårdvænget 10  5800 Nyborg,1.475.000 kr.,14-12-2022Alm. Salg,113 m² 13.053 kr/m²,3,1977,-1%,Aktuel værdi
Rækkehus RRækkehus Risvej 82  5800 Nyborg,600.000 kr.,13-12-2022Alm. Salg,84 m² 7.143 kr/m²,4,1972,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Stationsvej 1, st  5853 Ørbæk",1.000.000 kr.,13-12-2022Alm. Salg,100 m² 10.000 kr/m²,2,1913,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Stationsvej 1, 1  5853 Ørbæk",1.000.000 kr.,13-12-2022Alm. Salg,93 m² 10.753 kr/m²,3,1913,,Aktuel værdi
Villa VVilla Øksendrupvej 43  5871 Frørup,260.000 kr.,13-12-2022Auktion,52 m² 5.000 kr/m²,2,1879,-47%,Aktuel værdi
Villa VVilla Bøjdenvej 88  5800 Nyborg,2.652.000 kr.,13-12-2022Alm. Salg,211 m² 12.569 kr/m²,5,1940,,Aktuel værdi
Rækkehus RRækkehus Majsvej 3  5800 Nyborg,864.000 kr.,12-12-2022Alm. Salg,85 m² 10.165 kr/m²,3,1972,,Aktuel værdi
Rækkehus RRækkehus Grævlingevænget 66  5800 Nyborg,1.075.000 kr.,12-12-2022Alm. Salg,93 m² 11.559 kr/m²,4,1979,,Aktuel værdi
Villa VVilla Korkendrupvej 25  5540 Ullerslev,900.000 kr.,12-12-2022Fam. Salg,262 m² 3.435 kr/m²,10,1972,,Aktuel værdi
Villa VVilla Drosselvej 2  5540 Ullerslev,1.300.000 kr.,12-12-2022Alm. Salg,143 m² 9.091 kr/m²,5,1972,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Ved Engen 10  5800 Nyborg,2.150.000 kr.,11-12-2022Alm. Salg,90 m² 23.889 kr/m²,2,2023,,Aktuel værdi
Villa VVilla Kogsbøllevej 55  5800 Nyborg,1.325.000 kr.,11-12-2022Alm. Salg,124 m² 10.685 kr/m²,6,1800,-5%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Mellemgade 16, 1  5800 Nyborg",3.500.000 kr.,08-12-2022Alm. Salg,107 m² 32.710 kr/m²,3,1800,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Skellerup Byvej 31B  5540 Ullerslev,626.531 kr.,08-12-2022Alm. Salg,170 m² 3.685 kr/m²,3,1903,,Aktuel værdi
Villa VVilla Lamdrupvej 30  5853 Ørbæk,1.400.000 kr.,08-12-2022Alm. Salg,200 m² 7.000 kr/m²,6,1966,,Aktuel værdi
Villa VVilla Østervoldgade 62  5800 Nyborg,1.125.139 kr.,07-12-2022Fam. Salg,147 m² 7.654 kr/m²,4,1893,,Aktuel værdi
Villa VVilla Fjordparken 55  5800 Nyborg,2.375.000 kr.,07-12-2022Alm. Salg,145 m² 16.379 kr/m²,5,1980,-4%,Aktuel værdi
Villa VVilla Gudrunvej 5  5800 Nyborg,679.000 kr.,05-12-2022Fam. Salg,110 m² 6.173 kr/m²,4,1951,,Aktuel værdi
Villa VVilla Engvej 11  5540 Ullerslev,625.000 kr.,05-12-2022Fam. Salg,159 m² 3.931 kr/m²,6,1963,,Aktuel værdi
Villa VVilla Mågevænget 10  5540 Ullerslev,1.370.000 kr.,05-12-2022Alm. Salg,120 m² 11.417 kr/m²,4,1972,-8%,Aktuel værdi
Rækkehus RRækkehus Grævlingevænget 26  5800 Nyborg,799.000 kr.,04-12-2022Fam. Salg,95 m² 8.411 kr/m²,4,1978,,Aktuel værdi
Villa VVilla Strandparken 61  5800 Nyborg,750.000 kr.,02-12-2022Fam. Salg,150 m² 5.000 kr/m²,4,1971,,Aktuel værdi
Rækkehus RRækkehus Nørrevoldgade 3  5800 Nyborg,3.050.000 kr.,29-11-2022Alm. Salg,160 m² 19.063 kr/m²,4,1893,-5%,Aktuel værdi
Villa VVilla Degneløkken 107  5540 Ullerslev,1.940.000 kr.,28-11-2022Alm. Salg,169 m² 11.479 kr/m²,5,1997,-3%,Aktuel værdi
Villa VVilla L. Kr. Larsensvej 28  5540 Ullerslev,650.000 kr.,27-11-2022Alm. Salg,96 m² 6.771 kr/m²,3,1961,,Aktuel værdi
Rækkehus RRækkehus Risvej 93  5800 Nyborg,1.100.000 kr.,26-11-2022Alm. Salg,100 m² 11.000 kr/m²,4,1970,-8%,Aktuel værdi
Villa VVilla Pilevej 9  5800 Nyborg,3.125.000 kr.,24-11-2022Alm. Salg,158 m² 19.778 kr/m²,5,1932,,Aktuel værdi
Rækkehus RRækkehus Risvej 6  5800 Nyborg,1.265.000 kr.,23-11-2022Alm. Salg,114 m² 11.096 kr/m²,4,1968,-2%,Aktuel værdi
Ejerlejlighed EEjerlejlighed Ved Engen 22  5800 Nyborg,1.895.000 kr.,22-11-2022Alm. Salg,90 m² 21.056 kr/m²,2,2023,,Aktuel værdi
Villa VVilla Toften 50  5853 Ørbæk,925.000 kr.,22-11-2022Alm. Salg,97 m² 9.536 kr/m²,3,2005,-7%,Aktuel værdi
Villa VVilla Slåenvænget 4  5800 Nyborg,1.450.000 kr.,22-11-2022Alm. Salg,96 m² 15.104 kr/m²,4,1968,,Aktuel værdi
Villa VVilla Mårvænget 10  5800 Nyborg,2.350.000 kr.,21-11-2022Alm. Salg,158 m² 14.873 kr/m²,3,1980,-2%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Ved Engen 27, 1  5800 Nyborg",4.695.000 kr.,20-11-2022Alm. Salg,150 m² 31.300 kr/m²,4,2023,,Aktuel værdi
Villa VVilla Nymarksvej 96  5800 Nyborg,1.345.000 kr.,20-11-2022Alm. Salg,113 m² 11.903 kr/m²,4,1971,-4%,Aktuel værdi
Villa VVilla Bøjdenvej 32  5800 Nyborg,1.675.000 kr.,18-11-2022Alm. Salg,113 m² 14.823 kr/m²,5,1935,-4%,Aktuel værdi
Rækkehus RRækkehus Nørrevoldgade 2  5800 Nyborg,1.455.000 kr.,17-11-2022Alm. Salg,94 m² 15.479 kr/m²,3,1774,,Aktuel værdi
Villa VVilla Christianslundsvej 25  5800 Nyborg,2.600.000 kr.,17-11-2022Alm. Salg,151 m² 17.219 kr/m²,7,1936,-7%,Aktuel værdi
Villa VVilla Vognmandsvej 1  5800 Nyborg,806.241 kr.,17-11-2022Fam. Salg,190 m² 4.243 kr/m²,4,1925,,Aktuel værdi
Villa VVilla Christianslundsvej 74  5800 Nyborg,1.300.500 kr.,17-11-2022Alm. Salg,104 m² 12.505 kr/m²,5,1922,4%,Aktuel værdi
Villa VVilla Rygårdsvej 1  5874 Hesselager,475.000 kr.,17-11-2022Alm. Salg,131 m² 3.626 kr/m²,6,1863,-13%,Aktuel værdi
