Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Søgade 4  9340 Asaa,2.000.000 kr.,28-12-2022Alm. Salg,152 m² 8.969 kr/m²,9,1891,,Aktuel værdi
Villa VVilla Vedbendvej 12  9700 Brønderslev,775.000 kr.,28-12-2022Fam. Salg,160 m² 4.844 kr/m²,5,2008,,Aktuel værdi
Villa VVilla Olufsgade 28  9700 Brønderslev,1.325.000 kr.,27-12-2022Alm. Salg,141 m² 9.397 kr/m²,4,1971,-5%,Aktuel værdi
Rækkehus RRækkehus Bundgårdsvej 8B  9700 Brønderslev,670.000 kr.,26-12-2022Alm. Salg,104 m² 6.442 kr/m²,4,0,,Aktuel værdi
Rækkehus RRækkehus Bundgårdsvej 8A  9700 Brønderslev,670.000 kr.,26-12-2022Alm. Salg,104 m² 6.442 kr/m²,4,0,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Hedelundsgade 12. 1  9700 Brønderslev,2.100.000 kr.,21-12-2022Alm. Salg,63 m² 33.333 kr/m²,2,1918,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Hedelundsgade 12. 2  9700 Brønderslev,2.100.000 kr.,21-12-2022Alm. Salg,79 m² 26.582 kr/m²,2,1918,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Hedelundsgade 12. 3  9700 Brønderslev,2.100.000 kr.,21-12-2022Alm. Salg,61 m² 34.426 kr/m²,2,1918,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Hedelundsgade 12. 4  9700 Brønderslev,2.100.000 kr.,21-12-2022Alm. Salg,76 m² 27.632 kr/m²,2,1918,,Aktuel værdi
Villa VVilla Margrethevej 4  9320 Hjallerup,1.740.000 kr.,21-12-2022Alm. Salg,151 m² 11.523 kr/m²,6,1991,,Aktuel værdi
Villa VVilla Vestskoven 16  9700 Brønderslev,2.875.000 kr.,21-12-2022Alm. Salg,189 m² 15.212 kr/m²,5,2000,-4%,Aktuel værdi
"Rækkehus RRækkehus Tolstrupvej 52B, st. mf  9700 Brønderslev",3.300.000 kr.,20-12-2022Alm. Salg,24 m² 137.500 kr/m²,1,1969,,Aktuel værdi
"Rækkehus RRækkehus Tolstrupvej 52B, st. th  9700 Brønderslev",3.300.000 kr.,20-12-2022Alm. Salg,36 m² 91.667 kr/m²,2,1969,,Aktuel værdi
"Rækkehus RRækkehus Tolstrupvej 52A, st. mf  9700 Brønderslev",3.300.000 kr.,20-12-2022Alm. Salg,24 m² 137.500 kr/m²,1,1969,,Aktuel værdi
"Rækkehus RRækkehus Tolstrupvej 52A, st. tv  9700 Brønderslev",3.300.000 kr.,20-12-2022Alm. Salg,36 m² 91.667 kr/m²,2,1969,,Aktuel værdi
"Rækkehus RRækkehus Tolstrupvej 52A, st. th  9700 Brønderslev",3.300.000 kr.,20-12-2022Alm. Salg,36 m² 91.667 kr/m²,2,1969,,Aktuel værdi
"Rækkehus RRækkehus Tolstrupvej 52C, st. mf  9700 Brønderslev",3.300.000 kr.,20-12-2022Alm. Salg,24 m² 137.500 kr/m²,1,1969,,Aktuel værdi
"Rækkehus RRækkehus Tolstrupvej 52C, st. tv  9700 Brønderslev",3.300.000 kr.,20-12-2022Alm. Salg,36 m² 91.667 kr/m²,2,1969,,Aktuel værdi
"Rækkehus RRækkehus Tolstrupvej 52C, st. th  9700 Brønderslev",3.300.000 kr.,20-12-2022Alm. Salg,36 m² 91.667 kr/m²,2,1969,,Aktuel værdi
"Rækkehus RRækkehus Tolstrupvej 52B, st. tv  9700 Brønderslev",3.300.000 kr.,20-12-2022Alm. Salg,36 m² 91.667 kr/m²,2,1969,,Aktuel værdi
Villa VVilla Vinkelvej 5  9700 Brønderslev,650.000 kr.,20-12-2022Alm. Salg,170 m² 3.824 kr/m²,4,0,-23%,Aktuel værdi
Villa VVilla Vinkelvej 5  9700 Brønderslev,650.000 kr.,20-12-2022Alm. Salg,131 m² 4.962 kr/m²,5,1959,-23%,Aktuel værdi
Villa VVilla Knudsgade 60  9700 Brønderslev,1.850.000 kr.,19-12-2022Andet,122 m² 15.164 kr/m²,4,1947,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Skolegade 6, st  9320 Hjallerup",1.300.000 kr.,18-12-2022Fam. Salg,92 m² 14.130 kr/m²,3,1957,,Aktuel værdi
