Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
"Ejerlejlighed EEjerlejlighed Vejlebrovej 79, 2. 230  2635 Ishøj",2.150.000 kr.,30-12-2022Alm. Salg,97 m² 22.165 kr/m²,3,1977,-6%,Aktuel værdi
Rækkehus RRækkehus Elmelunden 19  2635 Ishøj,2.900.000 kr.,28-12-2022Alm. Salg,117 m² 24.786 kr/m²,4,1972,-6%,Aktuel værdi
Rækkehus RRækkehus Vejledalen 256  2635 Ishøj,2.000.000 kr.,28-12-2022Alm. Salg,76 m² 26.316 kr/m²,3,1978,-13%,Aktuel værdi
Rækkehus RRækkehus Egelunden 32  2635 Ishøj,2.600.000 kr.,20-12-2022Alm. Salg,117 m² 22.222 kr/m²,4,1972,-9%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Vejlebrovej 84, 4. 3  2635 Ishøj",750.000 kr.,20-12-2022Alm. Salg,34 m² 22.059 kr/m²,1,1970,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Vejlebrovej 114, 1. th  2635 Ishøj",1.750.000 kr.,20-12-2022Alm. Salg,76 m² 23.026 kr/m²,2,1969,-3%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Vejledalen 56, 1. th  2635 Ishøj",1.525.000 kr.,15-12-2022Alm. Salg,63 m² 24.206 kr/m²,2,1974,-4%,Aktuel værdi
Villa VVilla Vibeholms Vænge 119  2635 Ishøj,3.225.000 kr.,15-12-2022Alm. Salg,129 m² 25.000 kr/m²,4,1971,-8%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Gildbrovej 41, 3. 323  2635 Ishøj",900.000 kr.,13-12-2022Alm. Salg,46 m² 19.565 kr/m²,2,1977,,Aktuel værdi
Villa VVilla Tranegilde Bygade 34C  2635 Ishøj,2.400.000 kr.,12-12-2022Alm. Salg,139 m² 17.266 kr/m²,5,1939,-56%,Aktuel værdi
Villa VVilla Ørnekærs Vænge 34  2635 Ishøj,1.313.598 kr.,11-12-2022Fam. Salg,143 m² 9.186 kr/m²,3,1972,,Aktuel værdi
Villa VVilla Pilegårds Vænge 109  2635 Ishøj,3.900.000 kr.,08-12-2022Alm. Salg,167 m² 23.353 kr/m²,5,1972,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Vejlebrovej 40, 2. th  2635 Ishøj",2.500.000 kr.,07-12-2022Alm. Salg,80 m² 31.250 kr/m²,3,1970,0%,Aktuel værdi
