Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Rækkehus RRækkehus Ternevej 4B  9610 Nørager,900.000 kr.,29-12-2022Alm. Salg,126 m² 7.143 kr/m²,3,0,,Aktuel værdi
Rækkehus RRækkehus Ternevej 4A  9610 Nørager,900.000 kr.,29-12-2022Alm. Salg,126 m² 7.143 kr/m²,3,0,,Aktuel værdi
Villa VVilla Østergade 9  9574 Bælum,300.000 kr.,27-12-2022Alm. Salg,261 m² 1.149 kr/m²,8,1912,,Aktuel værdi
Villa VVilla Stensgaardsvej 7  9530 Støvring,2.325.000 kr.,27-12-2022Alm. Salg,138 m² 16.848 kr/m²,5,1963,-5%,Aktuel værdi
Villa VVilla Stadionvej 10  9541 Suldrup,460.000 kr.,27-12-2022Alm. Salg,118 m² 3.898 kr/m²,3,1933,,Aktuel værdi
Villa VVilla Haverslevvej 77  9520 Skørping,1.100.000 kr.,26-12-2022Alm. Salg,120 m² 9.167 kr/m²,5,1948,-12%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Jernbanegade 12, 2. tv  9530 Støvring",1.572.500 kr.,22-12-2022Fam. Salg,142 m² 11.074 kr/m²,4,2005,,Aktuel værdi
Villa VVilla Mastruphøj 85  9530 Støvring,3.180.000 kr.,22-12-2022Alm. Salg,168 m² 18.929 kr/m²,5,1978,,Aktuel værdi
Villa VVilla Borgergade 23  9500 Hobro,70.000 kr.,22-12-2022Alm. Salg,105 m² 667 kr/m²,4,1800,,Aktuel værdi
Villa VVilla Industriparken 9  9610 Nørager,1.350.000 kr.,22-12-2022Alm. Salg,155 m² 8.710 kr/m²,6,1989,-16%,Aktuel værdi
Villa VVilla Abildgårdsvej 21  9240 Nibe,1.500.000 kr.,21-12-2022Alm. Salg,160 m² 9.375 kr/m²,5,1951,-3%,Aktuel værdi
Villa VVilla Estrupvej 24  9530 Støvring,1.128.709 kr.,21-12-2022Alm. Salg,172 m² 6.562 kr/m²,5,1971,,Aktuel værdi
Villa VVilla Gammel Skørpingvej 106  9520 Skørping,2.666.000 kr.,21-12-2022Andet,205 m² 13.005 kr/m²,4,1990,,Aktuel værdi
Villa VVilla Ilderen 9  9530 Støvring,1.050.000 kr.,21-12-2022Alm. Salg,180 m² 5.833 kr/m²,6,2023,,Aktuel værdi
Villa VVilla Stentoften 51  9520 Skørping,2.640.000 kr.,20-12-2022Alm. Salg,155 m² 17.032 kr/m²,7,1976,-7%,Aktuel værdi
Rækkehus RRækkehus Bælumvej 1B  9575 Terndrup,675.000 kr.,19-12-2022Alm. Salg,90 m² 7.500 kr/m²,3,1984,-9%,Aktuel værdi
Villa VVilla Solfryd 2  9530 Støvring,1.998.000 kr.,19-12-2022Alm. Salg,150 m² 13.320 kr/m²,6,1982,-5%,Aktuel værdi
Villa VVilla Birkekrogen 12  9574 Bælum,760.000 kr.,19-12-2022Alm. Salg,132 m² 5.758 kr/m²,4,1973,-4%,Aktuel værdi
Villa VVilla Kirkevej 1  9530 Støvring,900.000 kr.,18-12-2022Andet,140 m² 6.429 kr/m²,6,1953,,Aktuel værdi
Villa VVilla Fredensgade 5  9530 Støvring,1.006.645 kr.,18-12-2022Andet,107 m² 9.408 kr/m²,4,1924,,Aktuel værdi
Villa VVilla Rosenvænget 2  9520 Skørping,1.450.000 kr.,15-12-2022Alm. Salg,107 m² 13.551 kr/m²,4,1969,-3%,Aktuel værdi
Villa VVilla Hasselvej 14  9530 Støvring,1.375.500 kr.,14-12-2022Fam. Salg,160 m² 8.597 kr/m²,5,1991,,Aktuel værdi
Villa VVilla Mejlbyvej 126  9610 Nørager,379.997 kr.,14-12-2022Alm. Salg,153 m² 2.484 kr/m²,4,1975,-65%,Aktuel værdi
Villa VVilla Anlægsvej 33  9610 Nørager,615.000 kr.,13-12-2022Alm. Salg,112 m² 5.491 kr/m²,4,1968,-17%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Haases Gaard 10, st  9530 Støvring",1.225.000 kr.,12-12-2022Alm. Salg,96 m² 12.760 kr/m²,4,1942,-12%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Haases Gaard 10, 1  9530 Støvring",1.225.000 kr.,12-12-2022Alm. Salg,67 m² 18.284 kr/m²,3,1942,-12%,Aktuel værdi
Villa VVilla Skaarupvej 13  9610 Nørager,5.000 kr.,05-12-2022Alm. Salg,115 m² 43 kr/m²,4,1943,-100%,Aktuel værdi
Villa VVilla Linalyst 41  9610 Nørager,1.075.000 kr.,04-12-2022Alm. Salg,130 m² 8.269 kr/m²,4,1985,-10%,Aktuel værdi
Villa VVilla Dalumvej 19  9541 Suldrup,1.500.000 kr.,04-12-2022Fam. Salg,269 m² 5.576 kr/m²,4,2022,,Aktuel værdi
Villa VVilla Volbjerg 17  9520 Skørping,2.540.000 kr.,04-12-2022Alm. Salg,117 m² 21.709 kr/m²,3,2011,-9%,Aktuel værdi
Rækkehus RRækkehus Højdedraget 3G  9530 Støvring,2.950.000 kr.,30-11-2022Alm. Salg,139 m² 21.223 kr/m²,6,2018,-2%,Aktuel værdi
Villa VVilla Frugthaven 8  9520 Skørping,1.100.000 kr.,30-11-2022Andet,144 m² 7.639 kr/m²,5,1980,,Aktuel værdi
Villa VVilla Bækkedalsvej 10  9520 Skørping,1.675.000 kr.,30-11-2022Alm. Salg,149 m² 11.242 kr/m²,4,1998,-6%,Aktuel værdi
Rækkehus RRækkehus Hanehøjvej 11B  9520 Skørping,2.830.000 kr.,28-11-2022Alm. Salg,119 m² 23.782 kr/m²,4,2023,,Aktuel værdi
Villa VVilla Stentoften 8  9520 Skørping,3.150.000 kr.,28-11-2022Alm. Salg,183 m² 17.213 kr/m²,6,1986,-4%,Aktuel værdi
Villa VVilla Porsborgvej 2  9530 Støvring,1.370.000 kr.,28-11-2022Fam. Salg,109 m² 12.569 kr/m²,4,1976,,Aktuel værdi
Rækkehus RRækkehus Gartnervej 13  9530 Støvring,1.850.000 kr.,22-11-2022Alm. Salg,110 m² 16.818 kr/m²,3,2000,,Aktuel værdi
Villa VVilla Møllegårdsvej 9  9530 Støvring,1.600.000 kr.,21-11-2022Alm. Salg,270 m² 5.926 kr/m²,6,1976,,Aktuel værdi
Villa VVilla Cirkelslaget 50  9530 Støvring,3.245.000 kr.,21-11-2022Alm. Salg,160 m² 20.281 kr/m²,4,2020,-2%,Aktuel værdi
Villa VVilla Mastruphøj 38  9530 Støvring,2.595.000 kr.,20-11-2022Alm. Salg,171 m² 15.175 kr/m²,4,1979,,Aktuel værdi
Villa VVilla Møllevej 38  9520 Skørping,1.050.000 kr.,15-11-2022Alm. Salg,100 m² 10.500 kr/m²,3,1963,,Aktuel værdi
Villa VVilla Døstrupvej 167  9500 Hobro,1.100.000 kr.,13-11-2022Alm. Salg,172 m² 6.395 kr/m²,7,1960,,Aktuel værdi
Villa VVilla Hanebakken 3  9520 Skørping,2.435.000 kr.,13-11-2022Alm. Salg,70 m² 34.786 kr/m²,3,1959,-2%,Aktuel værdi
Villa VVilla Torvet 9  9574 Bælum,155.000 kr.,10-11-2022Alm. Salg,116 m² 1.336 kr/m²,5,1874,-37%,Aktuel værdi
Villa VVilla Hobrovej 217  9520 Skørping,7.000.000 kr.,09-11-2022Alm. Salg,230 m² 30.435 kr/m²,4,1931,-7%,Aktuel værdi
Villa VVilla Præstegårdsheden 4  9520 Skørping,1.900.000 kr.,09-11-2022Alm. Salg,191 m² 9.948 kr/m²,5,2009,,Aktuel værdi
Villa VVilla Ledvogtervej 105  9530 Støvring,4.295.000 kr.,02-11-2022Alm. Salg,171 m² 25.117 kr/m²,4,2008,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Støvringparken 15, st. tv  9530 Støvring",1.075.000 kr.,01-11-2022Alm. Salg,74 m² 14.527 kr/m²,3,1976,-7%,Aktuel værdi
Villa VVilla Mølleparken 1  9520 Skørping,825.000 kr.,01-11-2022Alm. Salg,110 m² 7.500 kr/m²,3,1967,,Aktuel værdi
Villa VVilla Rosenvangen 60  9520 Skørping,687.500 kr.,01-11-2022Alm. Salg,174 m² 3.951 kr/m²,6,1974,,Aktuel værdi
Villa VVilla Mastruphøj 1  9530 Støvring,2.630.000 kr.,30-10-2022Alm. Salg,124 m² 21.210 kr/m²,4,1978,-2%,Aktuel værdi
Villa VVilla Odderen 7  9530 Støvring,4.700.000 kr.,30-10-2022Alm. Salg,187 m² 25.134 kr/m²,5,2017,,Aktuel værdi
Villa VVilla Højvang 22  9530 Støvring,2.287.500 kr.,29-10-2022Alm. Salg,200 m² 11.438 kr/m²,6,1974,-4%,Aktuel værdi
Villa VVilla Borshøjvej 10  9610 Nørager,2.150.000 kr.,25-10-2022Alm. Salg,172 m² 12.500 kr/m²,6,1936,-4%,Aktuel værdi
Villa VVilla Valmuevej 12  9520 Skørping,2.300.000 kr.,25-10-2022Alm. Salg,150 m² 15.333 kr/m²,3,1968,,Aktuel værdi
Villa VVilla Hulvejen 129  9530 Støvring,4.025.000 kr.,24-10-2022Alm. Salg,171 m² 23.538 kr/m²,5,2000,-4%,Aktuel værdi
Villa VVilla Sætervej 24  9520 Skørping,1.500.000 kr.,23-10-2022Fam. Salg,172 m² 8.721 kr/m²,7,1987,,Aktuel værdi
Villa VVilla Rugmarken 7  9530 Støvring,2.097.500 kr.,22-10-2022Alm. Salg,185 m² 11.338 kr/m²,4,1986,-12%,Aktuel værdi
Villa VVilla Estrupvej 12  9530 Støvring,378.500 kr.,20-10-2022Alm. Salg,98 m² 3.862 kr/m²,3,1960,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Støvring Bytorv 6, 1. 1  9530 Støvring",3.095.000 kr.,19-10-2022Alm. Salg,144 m² 21.493 kr/m²,4,2017,,Aktuel værdi
Villa VVilla Lyngbyvej 15  9520 Skørping,630.000 kr.,16-10-2022Alm. Salg,142 m² 4.437 kr/m²,7,1900,-9%,Aktuel værdi
Villa VVilla Kronhjorten 200  9530 Støvring,3.650.000 kr.,16-10-2022Alm. Salg,150 m² 24.333 kr/m²,5,2017,-4%,Aktuel værdi
Villa VVilla Nørredamsvej 1  9500 Hobro,300.000 kr.,12-10-2022Andet,155 m² 1.935 kr/m²,6,1965,,Aktuel værdi
Villa VVilla Kronhjorten 37  9530 Støvring,5.125.000 kr.,12-10-2022Alm. Salg,205 m² 25.000 kr/m²,6,2017,,Aktuel værdi
Villa VVilla Aalbjergvej 8  9610 Nørager,4.500.000 kr.,11-10-2022Alm. Salg,80 m² 56.250 kr/m²,2,1940,,Aktuel værdi
Villa VVilla Birkeholmvej 6  9520 Skørping,400.000 kr.,10-10-2022Andet,140 m² 2.857 kr/m²,5,1890,-33%,Aktuel værdi
Villa VVilla Møllevej 32  9520 Skørping,1.498.000 kr.,10-10-2022Alm. Salg,105 m² 14.267 kr/m²,4,1965,,Aktuel værdi
Villa VVilla Snorupgårdsvej 38  9240 Nibe,571.444 kr.,09-10-2022Andet,170 m² 3.361 kr/m²,5,1910,,Aktuel værdi
Villa VVilla Gammel Landevej 3  9610 Nørager,345.000 kr.,06-10-2022Alm. Salg,120 m² 2.875 kr/m²,4,1966,,Aktuel værdi
Villa VVilla Lundegårdsvej 2  9520 Skørping,1.350.000 kr.,06-10-2022Alm. Salg,170 m² 7.941 kr/m²,5,1968,-10%,Aktuel værdi
Villa VVilla Mølhøjvangen 46  9610 Nørager,932.586 kr.,06-10-2022Fam. Salg,190 m² 4.908 kr/m²,6,2016,,Aktuel værdi
Villa VVilla Bymarken 20  9530 Støvring,2.090.000 kr.,04-10-2022Alm. Salg,155 m² 13.484 kr/m²,4,1974,-9%,Aktuel værdi
Villa VVilla Jyllandsgade 39  9610 Nørager,500.000 kr.,04-10-2022Alm. Salg,150 m² 3.333 kr/m²,7,1843,,Aktuel værdi
Villa VVilla Strandvejen 16  9610 Nørager,950.000 kr.,02-10-2022Alm. Salg,135 m² 7.037 kr/m²,4,1905,,Aktuel værdi
Villa VVilla Abildgårdsvej 26  9240 Nibe,1.585.000 kr.,01-10-2022Alm. Salg,116 m² 13.664 kr/m²,4,1912,-1%,Aktuel værdi
Villa VVilla Jyllandsgade 25  9610 Nørager,530.000 kr.,29-09-2022Alm. Salg,150 m² 3.533 kr/m²,7,1911,,Aktuel værdi
Villa VVilla Elmesvinget 10  9574 Bælum,2.200.000 kr.,29-09-2022Alm. Salg,175 m² 12.571 kr/m²,6,1999,,Aktuel værdi
Villa VVilla Røjdrup Hede 6  9500 Hobro,600.000 kr.,28-09-2022Alm. Salg,160 m² 3.750 kr/m²,5,0,,Aktuel værdi
Villa VVilla Toften 25  9530 Støvring,1.095.000 kr.,27-09-2022Alm. Salg,96 m² 11.406 kr/m²,4,1988,-15%,Aktuel værdi
Villa VVilla Brombærvej 39  9530 Støvring,2.800.000 kr.,27-09-2022Alm. Salg,149 m² 18.792 kr/m²,5,1978,-7%,Aktuel værdi
Villa VVilla Søndermarksvej 14  9500 Hobro,500.000 kr.,26-09-2022Alm. Salg,149 m² 3.356 kr/m²,6,1968,,Aktuel værdi
Villa VVilla Engtoften 2  9530 Støvring,1.750.000 kr.,26-09-2022Alm. Salg,122 m² 14.344 kr/m²,5,1964,-3%,Aktuel værdi
Villa VVilla Bredgade 47  9610 Nørager,663.000 kr.,26-09-2022Fam. Salg,166 m² 3.994 kr/m²,5,1930,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Jernbanegade 7A, 1. 3  9530 Støvring",1.200.000 kr.,24-09-2022Alm. Salg,87 m² 13.793 kr/m²,3,2003,,Aktuel værdi
Villa VVilla Borupsalle 3  9530 Støvring,1.100.000 kr.,24-09-2022Alm. Salg,90 m² 12.222 kr/m²,2,1947,,Aktuel værdi
Villa VVilla Præstegårdsheden 26  9520 Skørping,3.595.000 kr.,24-09-2022Alm. Salg,172 m² 20.901 kr/m²,5,2007,,Aktuel værdi
Rækkehus RRækkehus Grangårdsvej 41  9530 Støvring,2.285.000 kr.,23-09-2022Alm. Salg,116 m² 19.698 kr/m²,4,1978,,Aktuel værdi
Villa VVilla Hyldalsvej 3  9520 Skørping,5.000.000 kr.,22-09-2022Alm. Salg,214 m² 23.364 kr/m²,7,1914,,Aktuel værdi
Villa VVilla Syrenvej 2  9530 Støvring,1.300.000 kr.,22-09-2022Alm. Salg,178 m² 7.303 kr/m²,6,1963,,Aktuel værdi
Villa VVilla Toften 13  9530 Støvring,975.000 kr.,21-09-2022Alm. Salg,110 m² 8.864 kr/m²,3,1986,-2%,Aktuel værdi
Villa VVilla Rosenvænget 1  9520 Skørping,1.530.000 kr.,21-09-2022Alm. Salg,166 m² 9.217 kr/m²,7,1967,-10%,Aktuel værdi
Villa VVilla Birkedammen 15  9520 Skørping,1.275.000 kr.,20-09-2022Alm. Salg,136 m² 9.375 kr/m²,5,1942,,Aktuel værdi
Rækkehus RRækkehus Linalyst 11B  9610 Nørager,687.500 kr.,19-09-2022Alm. Salg,115 m² 5.978 kr/m²,3,2022,,Aktuel værdi
Rækkehus RRækkehus Linalyst 11A  9610 Nørager,687.500 kr.,19-09-2022Alm. Salg,115 m² 5.978 kr/m²,3,2022,,Aktuel værdi
Rækkehus RRækkehus Linalyst 11C  9610 Nørager,687.500 kr.,19-09-2022Alm. Salg,115 m² 5.978 kr/m²,3,2022,,Aktuel værdi
Villa VVilla Lyngbyvej 44  9520 Skørping,475.000 kr.,19-09-2022Alm. Salg,95 m² 5.000 kr/m²,4,1959,-13%,Aktuel værdi
Villa VVilla Mastruphøj 37  9530 Støvring,3.400.000 kr.,19-09-2022Alm. Salg,187 m² 18.182 kr/m²,7,1977,,Aktuel værdi
Villa VVilla Halvøen 24  9530 Støvring,2.295.000 kr.,18-09-2022Alm. Salg,178 m² 12.893 kr/m²,5,1978,,Aktuel værdi
Villa VVilla Grangårdsvej 62  9530 Støvring,2.360.000 kr.,17-09-2022Alm. Salg,136 m² 17.353 kr/m²,3,1969,-5%,Aktuel værdi
Villa VVilla Enghavevej 10  9530 Støvring,3.095.000 kr.,16-09-2022Alm. Salg,196 m² 15.791 kr/m²,6,1966,,Aktuel værdi
Villa VVilla Skovhusevej 37  9574 Bælum,875.000 kr.,16-09-2022Alm. Salg,207 m² 4.227 kr/m²,5,1901,-12%,Aktuel værdi
Villa VVilla Ærtebjergvej 46  9230 Svenstrup J,800.000 kr.,14-09-2022Alm. Salg,110 m² 7.273 kr/m²,4,1962,,Aktuel værdi
Villa VVilla Bentevej 40  9520 Skørping,2.475.000 kr.,13-09-2022Alm. Salg,135 m² 18.333 kr/m²,5,1977,-1%,Aktuel værdi
Villa VVilla Veggerbyvej 6  9541 Suldrup,1.830.000 kr.,12-09-2022Alm. Salg,190 m² 9.632 kr/m²,6,1923,-3%,Aktuel værdi
Villa VVilla Skørpingvej 2  9575 Terndrup,645.000 kr.,11-09-2022Alm. Salg,138 m² 4.674 kr/m²,5,1960,,Aktuel værdi
Villa VVilla Hougaardsvej 7  9500 Hobro,1.170.000 kr.,11-09-2022Alm. Salg,185 m² 6.324 kr/m²,4,1877,-6%,Aktuel værdi
Villa VVilla Nordhøj 6  9520 Skørping,1.265.000 kr.,09-09-2022Alm. Salg,218 m² 5.803 kr/m²,5,2023,,Aktuel værdi
Villa VVilla Degnevænget 10  9520 Skørping,3.400.000 kr.,08-09-2022Alm. Salg,142 m² 23.944 kr/m²,6,1998,-3%,Aktuel værdi
