Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Myhlenbergvej 17  9510 Arden,650.000 kr.,29-12-2022Alm. Salg,114 m² 5.702 kr/m²,4,1978,-13%,Aktuel værdi
Villa VVilla Ndr Truevej 37  9500 Hobro,700.000 kr.,26-12-2022Fam. Salg,112 m² 6.250 kr/m²,4,1910,,Aktuel værdi
Villa VVilla Hadsundvej 37  9560 Hadsund,225.000 kr.,23-12-2022Alm. Salg,70 m² 3.214 kr/m²,3,1908,,Aktuel værdi
Villa VVilla Bymarken 35  9510 Arden,1.625.000 kr.,22-12-2022Alm. Salg,158 m² 10.285 kr/m²,5,1973,-9%,Aktuel værdi
Villa VVilla Høndrupvej 4  9500 Hobro,1.700.000 kr.,22-12-2022Alm. Salg,266 m² 6.391 kr/m²,6,1930,-15%,Aktuel værdi
Villa VVilla Løgstørvej 95A  9500 Hobro,615.000 kr.,22-12-2022Fam. Salg,113 m² 5.442 kr/m²,6,1827,,Aktuel værdi
Villa VVilla Markedsgade 17  9560 Hadsund,1.520.000 kr.,22-12-2022Alm. Salg,146 m² 10.411 kr/m²,6,1936,-5%,Aktuel værdi
Villa VVilla Randersvej 76  9500 Hobro,715.000 kr.,22-12-2022Fam. Salg,96 m² 7.448 kr/m²,4,1940,,Aktuel værdi
Rækkehus RRækkehus Hostrupvej 97G  9500 Hobro,9.875.000 kr.,21-12-2022Alm. Salg,116 m² 85.129 kr/m²,3,2019,,Aktuel værdi
Rækkehus RRækkehus Hostrupvej 97A  9500 Hobro,9.875.000 kr.,21-12-2022Alm. Salg,116 m² 85.129 kr/m²,3,2019,,Aktuel værdi
Villa VVilla Kystvejen 77  9560 Hadsund,545.000 kr.,21-12-2022Fam. Salg,125 m² 4.360 kr/m²,3,1912,,Aktuel værdi
Villa VVilla Uglevej 11  9500 Hobro,2.250.000 kr.,21-12-2022Alm. Salg,315 m² 7.143 kr/m²,7,1972,-10%,Aktuel værdi
Villa VVilla Klejtrupvej 30  9500 Hobro,678.500 kr.,21-12-2022Andet,195 m² 3.479 kr/m²,6,1968,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Højdevej 28, 1. mf  9500 Hobro",800.000 kr.,20-12-2022Alm. Salg,78 m² 10.256 kr/m²,2,1987,,Aktuel værdi
Villa VVilla Grøndalsvej 12  9560 Hadsund,1.420.000 kr.,20-12-2022Alm. Salg,140 m² 10.143 kr/m²,5,1973,-2%,Aktuel værdi
Villa VVilla Fasanvej 2  9550 Mariager,450.000 kr.,20-12-2022Alm. Salg,150 m² 3.000 kr/m²,5,1925,,Aktuel værdi
Villa VVilla Mariagervej 14  9560 Hadsund,1.935.800 kr.,20-12-2022Alm. Salg,139 m² 13.927 kr/m²,3,1954,,Aktuel værdi
Villa VVilla Havnepladsen 13  9560 Hadsund,1.520.000 kr.,19-12-2022Alm. Salg,110 m² 13.818 kr/m²,2,1949,,Aktuel værdi
Villa VVilla Novovej 9  9560 Hadsund,900.000 kr.,19-12-2022Alm. Salg,105 m² 8.571 kr/m²,3,1963,-10%,Aktuel værdi
Villa VVilla Ved Søen 17  9500 Hobro,550.000 kr.,19-12-2022Fam. Salg,185 m² 2.973 kr/m²,5,1969,,Aktuel værdi
Villa VVilla Syrenvej 12  9500 Hobro,825.000 kr.,19-12-2022Alm. Salg,146 m² 5.651 kr/m²,4,1963,,Aktuel værdi
Villa VVilla Violvej 6  9500 Hobro,1.750.000 kr.,19-12-2022Alm. Salg,206 m² 8.495 kr/m²,7,1975,-12%,Aktuel værdi
Villa VVilla Hobrovej 19  9510 Arden,597.000 kr.,18-12-2022Alm. Salg,124 m² 4.815 kr/m²,4,1927,,Aktuel værdi
Villa VVilla Nysumvej 1B  9510 Arden,325.750 kr.,18-12-2022Fam. Salg,177 m² 1.840 kr/m²,5,1910,,Aktuel værdi
Villa VVilla Grøndalsvej 12  9500 Hobro,475.000 kr.,15-12-2022Fam. Salg,81 m² 5.864 kr/m²,2,1900,,Aktuel værdi
Rækkehus RRækkehus Fjordgade 2C  9550 Mariager,550.000 kr.,14-12-2022Alm. Salg,58 m² 9.483 kr/m²,2,1976,,Aktuel værdi
Villa VVilla Storemosevej 11  9510 Arden,550.000 kr.,13-12-2022Fam. Salg,138 m² 3.986 kr/m²,5,1892,,Aktuel værdi
Villa VVilla Bakken 10  9560 Hadsund,507.898 kr.,13-12-2022Fam. Salg,170 m² 2.988 kr/m²,5,1929,,Aktuel værdi
Villa VVilla Døstrupvej 150  9500 Hobro,1.295.019 kr.,13-12-2022Andet,184 m² 7.038 kr/m²,8,1891,-13%,Aktuel værdi
Villa VVilla Buddumvej 24  9560 Hadsund,750.000 kr.,13-12-2022Alm. Salg,234 m² 3.205 kr/m²,9,1890,-6%,Aktuel værdi
