Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Vestgrønningen 32  2791 Dragør,1.951.264 kr.,28-12-2022Fam. Salg,170 m² 11.478 kr/m²,6,1915,,Aktuel værdi
Villa VVilla Strandbakken 9  2791 Dragør,5.000.000 kr.,26-12-2022Alm. Salg,187 m² 26.738 kr/m²,5,1960,-9%,Aktuel værdi
Villa VVilla Ulspilsager 65  2791 Dragør,2.835.000 kr.,26-12-2022Fam. Salg,161 m² 17.609 kr/m²,5,1974,,Aktuel værdi
Rækkehus RRækkehus Køjevænget 73  2791 Dragør,2.270.000 kr.,24-12-2022Fam. Salg,118 m² 19.237 kr/m²,4,1974,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Lodsgården 5B, st. th  2791 Dragør",2.000.000 kr.,21-12-2022Alm. Salg,75 m² 26.667 kr/m²,3,1973,-13%,Aktuel værdi
Villa VVilla Militærvej 12  2791 Dragør,5.146.501 kr.,21-12-2022Alm. Salg,145 m² 35.493 kr/m²,5,1971,,Aktuel værdi
Villa VVilla Søvej 29  2791 Dragør,1.100.000 kr.,21-12-2022Alm. Salg,127 m² 8.661 kr/m²,5,1976,,Aktuel værdi
Villa VVilla Ndr Strandvej 43  2791 Dragør,5.000.000 kr.,20-12-2022Alm. Salg,249 m² 20.080 kr/m²,6,0,-4%,Aktuel værdi
Villa VVilla Jægervej 41A  2791 Dragør,4.000.000 kr.,20-12-2022Alm. Salg,113 m² 35.398 kr/m²,4,1960,-11%,Aktuel værdi
Villa VVilla Nordstrands Alle 3  2791 Dragør,1.200.000 kr.,14-12-2022Fam. Salg,135 m² 8.889 kr/m²,5,1968,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Lodsgården 1A, 1. 110  2791 Dragør",1.699.000 kr.,13-12-2022Alm. Salg,43 m² 39.512 kr/m²,1,1973,,Aktuel værdi
Villa VVilla Kalvebodvej 243  2791 Dragør,1.131.000 kr.,12-12-2022Alm. Salg,131 m² 8.634 kr/m²,3,1935,,Aktuel værdi
Villa VVilla Nordvænget 4  2791 Dragør,8.050.000 kr.,11-12-2022Alm. Salg,155 m² 51.935 kr/m²,6,1969,-5%,Aktuel værdi
Villa VVilla Poppelvej 3A  2791 Dragør,6.000.000 kr.,05-12-2022Alm. Salg,180 m² 33.333 kr/m²,6,1984,-8%,Aktuel værdi
Villa VVilla Søvej 70  2791 Dragør,3.650.000 kr.,01-12-2022Alm. Salg,147 m² 24.830 kr/m²,5,1973,-9%,Aktuel værdi
Villa VVilla Mågevænget 8  2791 Dragør,4.100.000 kr.,29-11-2022Alm. Salg,157 m² 26.115 kr/m²,5,1957,-5%,Aktuel værdi
Villa VVilla Ternevænget 22  2791 Dragør,3.023.000 kr.,28-11-2022Alm. Salg,125 m² 24.184 kr/m²,4,1964,-2%,Aktuel værdi
Villa VVilla Gærdevænget 27  2791 Dragør,1.062.014 kr.,24-11-2022Fam. Salg,210 m² 5.057 kr/m²,7,1958,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Krudttårnsvej 13, 2. th  2791 Dragør",2.500.000 kr.,23-11-2022Alm. Salg,76 m² 32.895 kr/m²,3,1954,-7%,Aktuel værdi
Villa VVilla Agthsvej 8  2791 Dragør,5.750.000 kr.,16-11-2022Alm. Salg,149 m² 38.591 kr/m²,4,1962,-11%,Aktuel værdi
Villa VVilla Øresunds Alle 23  2791 Dragør,13.000.000 kr.,15-11-2022Alm. Salg,189 m² 68.783 kr/m²,5,1971,,Aktuel værdi
Rækkehus RRækkehus Vierdiget 84  2791 Dragør,7.100.000 kr.,13-11-2022Andet,141 m² 50.355 kr/m²,4,2019,,Aktuel værdi
"Rækkehus RRækkehus Bodestræde 1, 1  2791 Dragør",5.500.000 kr.,08-11-2022Alm. Salg,130 m² 42.308 kr/m²,5,1825,,Aktuel værdi
Villa VVilla F J Madsensvej 1  2791 Dragør,5.100.000 kr.,02-11-2022Alm. Salg,188 m² 27.128 kr/m²,5,0,-4%,Aktuel værdi
Villa VVilla F J Madsensvej 1  2791 Dragør,5.100.000 kr.,02-11-2022Alm. Salg,167 m² 30.539 kr/m²,4,1986,-4%,Aktuel værdi
Rækkehus RRækkehus Nordre Kinkelgade 12  2791 Dragør,3.000.000 kr.,27-10-2022Alm. Salg,90 m² 33.333 kr/m²,4,1888,-6%,Aktuel værdi
Villa VVilla Jægervej 38  2791 Dragør,5.300.000 kr.,26-10-2022Alm. Salg,148 m² 35.811 kr/m²,4,1958,-4%,Aktuel værdi
Rækkehus RRækkehus Vierdiget 84  2791 Dragør,3.550.000 kr.,25-10-2022Alm. Salg,141 m² 25.177 kr/m²,4,2019,,Aktuel værdi
Villa VVilla Hollændervænget 24  2791 Dragør,3.500.000 kr.,22-10-2022Alm. Salg,143 m² 24.476 kr/m²,4,0,-12%,Aktuel værdi
Villa VVilla Søvej 3  2791 Dragør,8.150.000 kr.,18-10-2022Alm. Salg,184 m² 44.293 kr/m²,5,1974,-9%,Aktuel værdi
Rækkehus RRækkehus Lybækstræde 2  2791 Dragør,10.000.000 kr.,11-10-2022Alm. Salg,141 m² 70.922 kr/m²,3,1775,-5%,Aktuel værdi
Villa VVilla Wiedersvej 1A  2791 Dragør,13.900.000 kr.,06-10-2022Alm. Salg,255 m² 54.510 kr/m²,6,2020,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Lodsgården 3B, st. tv  2791 Dragør",2.400.000 kr.,05-10-2022Alm. Salg,78 m² 30.769 kr/m²,3,1973,-4%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Kongevejen 1B, 1  2791 Dragør",4.000.000 kr.,04-10-2022Alm. Salg,83 m² 48.193 kr/m²,6,1881,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Lillegade 2, 2  2791 Dragør",4.000.000 kr.,04-10-2022Alm. Salg,50 m² 80.000 kr/m²,2,1881,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Lodsgården 5C, 2. th  2791 Dragør",3.000.000 kr.,02-10-2022Alm. Salg,75 m² 40.000 kr/m²,3,1973,0%,Aktuel værdi
Rækkehus RRækkehus Sydstrandsvej 1E  2791 Dragør,1.150.000 kr.,29-09-2022Alm. Salg,25 m² 46.000 kr/m²,1,1966,-11%,Aktuel værdi
Villa VVilla Wiedersvej 12  2791 Dragør,1.785.000 kr.,28-09-2022Fam. Salg,198 m² 9.015 kr/m²,7,1962,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Lodsstræde 4B, st. tv  2791 Dragør",9.995.000 kr.,26-09-2022Alm. Salg,197 m² 50.736 kr/m²,5,1935,,Aktuel værdi
Rækkehus RRækkehus Bylaugsvænget 4  2791 Dragør,1.865.000 kr.,20-09-2022Fam. Salg,139 m² 13.417 kr/m²,4,1975,,Aktuel værdi
Rækkehus RRækkehus Vierdiget 94  2791 Dragør,6.500.000 kr.,15-09-2022Alm. Salg,135 m² 48.148 kr/m²,4,2019,-7%,Aktuel værdi
Villa VVilla Hollændervej 42  2791 Dragør,3.400.000 kr.,15-09-2022Fam. Salg,165 m² 20.606 kr/m²,6,1977,,Aktuel værdi
Rækkehus RRækkehus Bymandsgade 16  2791 Dragør,4.300.000 kr.,14-09-2022Alm. Salg,90 m² 47.778 kr/m²,3,1798,-14%,Aktuel værdi
Villa VVilla Engvej 21  2791 Dragør,1.650.000 kr.,14-09-2022Fam. Salg,199 m² 8.291 kr/m²,7,1977,,Aktuel værdi
Villa VVilla Agervænget 4  2791 Dragør,4.425.000 kr.,14-09-2022Alm. Salg,100 m² 44.250 kr/m²,3,1964,-7%,Aktuel værdi
Rækkehus RRækkehus Thimandsvænget 86  2791 Dragør,4.025.000 kr.,11-09-2022Alm. Salg,137 m² 29.380 kr/m²,5,1976,-2%,Aktuel værdi
Villa VVilla Ndr Dragørvej 173  2791 Dragør,2.875.000 kr.,06-09-2022Alm. Salg,76 m² 37.829 kr/m²,4,1915,,Aktuel værdi
Villa VVilla Gerdsvej 10A  2791 Dragør,1.500.000 kr.,06-09-2022Fam. Salg,240 m² 6.250 kr/m²,6,2015,,Aktuel værdi
Villa VVilla Rytterager 60  2791 Dragør,2.650.000 kr.,28-08-2022Andet,158 m² 16.772 kr/m²,5,1974,,Aktuel værdi
Villa VVilla Kastanievej 17  2791 Dragør,6.600.000 kr.,25-08-2022Alm. Salg,233 m² 28.326 kr/m²,9,1975,-4%,Aktuel værdi
Villa VVilla Kirkevej 146A  2791 Dragør,4.200.000 kr.,24-08-2022Alm. Salg,123 m² 34.146 kr/m²,5,1958,,Aktuel værdi
Villa VVilla Møllevej 49A  2791 Dragør,4.495.000 kr.,24-08-2022Alm. Salg,117 m² 38.419 kr/m²,4,1927,,Aktuel værdi
Villa VVilla Kastanievej 7  2791 Dragør,4.400.000 kr.,24-08-2022Alm. Salg,154 m² 28.571 kr/m²,6,1977,-2%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Engvej 60, st. tv  2791 Dragør",4.175.000 kr.,22-08-2022Alm. Salg,86 m² 48.547 kr/m²,3,2000,-2%,Aktuel værdi
Villa VVilla Øresunds Alle 33  2791 Dragør,25.500.000 kr.,22-08-2022Andet,240 m² 106.250 kr/m²,6,2018,,Aktuel værdi
Villa VVilla Ndr Strandvej 12  2791 Dragør,8.900.000 kr.,22-08-2022Alm. Salg,243 m² 36.626 kr/m²,8,2001,-6%,Aktuel værdi
Rækkehus RRækkehus Jægervej 91  2791 Dragør,4.300.000 kr.,17-08-2022Alm. Salg,90 m² 47.778 kr/m²,4,1957,-6%,Aktuel værdi
Villa VVilla Thimandsvænget 5  2791 Dragør,4.900.000 kr.,14-08-2022Alm. Salg,120 m² 40.833 kr/m²,5,1975,-2%,Aktuel værdi
Villa VVilla Wiedersvej 13  2791 Dragør,6.045.000 kr.,13-08-2022Alm. Salg,130 m² 46.500 kr/m²,4,1958,1%,Aktuel værdi
Rækkehus RRækkehus Engløkken 58  2791 Dragør,2.127.500 kr.,09-08-2022Andet,82 m² 25.945 kr/m²,3,2007,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Lundevej 150B  2791 Dragør,2.000.000 kr.,08-08-2022Alm. Salg,121 m² 16.529 kr/m²,4,1954,,Aktuel værdi
Villa VVilla Poppelvej 84B  2791 Dragør,3.150.000 kr.,08-08-2022Alm. Salg,176 m² 17.898 kr/m²,5,1976,,Aktuel værdi
Villa VVilla Hollandsfed 10  2791 Dragør,9.000.000 kr.,03-08-2022Alm. Salg,104 m² 86.538 kr/m²,3,1725,-5%,Aktuel værdi
Villa VVilla Harevænget 17  2791 Dragør,4.000.000 kr.,31-07-2022Alm. Salg,102 m² 39.216 kr/m²,4,1959,0%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Lodsgården 1A, st. 5  2791 Dragør",1.395.000 kr.,28-07-2022Alm. Salg,43 m² 32.442 kr/m²,1,1973,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Støbervænget 7, 1. mf  2791 Dragør",3.395.000 kr.,26-07-2022Alm. Salg,56 m² 60.625 kr/m²,2,1979,,Aktuel værdi
Rækkehus RRækkehus Søvej 49B  2791 Dragør,6.750.000 kr.,25-07-2022Alm. Salg,135 m² 50.000 kr/m²,3,2013,-4%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Krudttårnsvej 27, st. th  2791 Dragør",2.925.000 kr.,22-07-2022Alm. Salg,80 m² 36.563 kr/m²,3,1954,-2%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed E C Hammersvej 11, st. th  2791 Dragør",3.405.000 kr.,18-07-2022Alm. Salg,56 m² 60.804 kr/m²,2,1947,0%,Aktuel værdi
