Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Langagervej 24  4100 Ringsted,350.000 kr.,30-12-2022Fam. Salg,77 m² 4.545 kr/m²,3,1911,,Aktuel værdi
Villa VVilla Smålodsvej 7  4100 Ringsted,1.445.000 kr.,30-12-2022Alm. Salg,110 m² 13.136 kr/m²,4,1965,,Aktuel værdi
Villa VVilla Holbækvej 7  4100 Ringsted,550.000 kr.,30-12-2022Alm. Salg,74 m² 7.432 kr/m²,3,1875,-8%,Aktuel værdi
Villa VVilla Torpetvej 43  4100 Ringsted,800.000 kr.,28-12-2022Fam. Salg,118 m² 6.780 kr/m²,3,1930,,Aktuel værdi
Villa VVilla Provstegården 5  4100 Ringsted,447.083 kr.,22-12-2022Fam. Salg,145 m² 3.083 kr/m²,5,2001,,Aktuel værdi
Rækkehus RRækkehus Tofteåsvej 14K  4100 Ringsted,951.250 kr.,21-12-2022Alm. Salg,67 m² 14.198 kr/m²,3,1970,-4%,Aktuel værdi
Villa VVilla Haslevvej 187  4100 Ringsted,1.201.000 kr.,21-12-2022Alm. Salg,112 m² 10.723 kr/m²,4,1974,21%,Aktuel værdi
Villa VVilla Skjoldenæsvej 122  4174 Jystrup Midtsj,1.550.000 kr.,21-12-2022Alm. Salg,169 m² 9.172 kr/m²,3,1862,,Aktuel værdi
Rækkehus RRækkehus Kildemosevej 9  4100 Ringsted,1.320.000 kr.,19-12-2022Alm. Salg,62 m² 21.290 kr/m²,2,1984,-3%,Aktuel værdi
Villa VVilla Fjellebrovang 5  4100 Ringsted,1.350.000 kr.,10-12-2022Alm. Salg,135 m² 10.000 kr/m²,3,1961,-10%,Aktuel værdi
Rækkehus RRækkehus Eriksvej 3  4100 Ringsted,1.025.000 kr.,07-12-2022Fam. Salg,129 m² 7.946 kr/m²,4,1980,,Aktuel værdi
Villa VVilla Almstoftevej 37  4100 Ringsted,1.250.000 kr.,05-12-2022Alm. Salg,114 m² 10.965 kr/m²,4,1954,-11%,Aktuel værdi
