Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
"Ejerlejlighed EEjerlejlighed Gammel Køge Landevej 266, 2. a  2650 Hvidovre",1.045.000 kr.,29-12-2022Alm. Salg,47 m² 22.234 kr/m²,1,1966,,Aktuel værdi
Villa VVilla Kettevej 61B  2650 Hvidovre,3.292.826 kr.,29-12-2022Alm. Salg,79 m² 41.681 kr/m²,2,1920,,Aktuel værdi
Rækkehus RRækkehus Bredkær 37  2650 Hvidovre,4.250.000 kr.,28-12-2022Alm. Salg,144 m² 29.514 kr/m²,4,1998,-2%,Aktuel værdi
Villa VVilla Ærtebjergvej 7  2650 Hvidovre,1.657.500 kr.,28-12-2022Fam. Salg,108 m² 15.347 kr/m²,4,1963,,Aktuel værdi
Rækkehus RRækkehus Grundkær 26  2650 Hvidovre,2.100.000 kr.,27-12-2022Fam. Salg,148 m² 14.189 kr/m²,5,1982,,Aktuel værdi
Villa VVilla Idrætsvej 71  2650 Hvidovre,4.800.000 kr.,27-12-2022Alm. Salg,144 m² 33.333 kr/m²,5,1964,-4%,Aktuel værdi
Villa VVilla M Bechs Alle 39  2650 Hvidovre,2.850.000 kr.,26-12-2022Alm. Salg,198 m² 14.394 kr/m²,5,0,2%,Aktuel værdi
Villa VVilla Søbyvej 38  2650 Hvidovre,956.248 kr.,25-12-2022Fam. Salg,88 m² 10.866 kr/m²,3,1962,,Aktuel værdi
Villa VVilla Strandholms Alle 46  2650 Hvidovre,4.400.000 kr.,22-12-2022Alm. Salg,120 m² 36.667 kr/m²,2,1967,-4%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Brostykkevej 123, st. 2  2650 Hvidovre",603.500 kr.,20-12-2022Fam. Salg,51 m² 11.833 kr/m²,1,1976,,Aktuel værdi
Villa VVilla Achilles Alle 12  2650 Hvidovre,2.600.000 kr.,19-12-2022Andet,109 m² 23.853 kr/m²,3,1948,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Rebæk Søpark 3, 10. 1004  2650 Hvidovre",1.525.000 kr.,18-12-2022Alm. Salg,61 m² 25.000 kr/m²,2,1972,-7%,Aktuel værdi
Villa VVilla Rebæk Alle 77  2650 Hvidovre,3.875.000 kr.,18-12-2022Alm. Salg,97 m² 39.948 kr/m²,3,1953,-1%,Aktuel værdi
Villa VVilla Kløverprisvej 107  2650 Hvidovre,4.290.000 kr.,18-12-2022Alm. Salg,106 m² 40.472 kr/m²,4,1959,-5%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Strandbovej 67A, st  2650 Hvidovre",4.200.000 kr.,15-12-2022Alm. Salg,103 m² 40.777 kr/m²,4,1964,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Rebæk Søpark 3, 2. 209  2650 Hvidovre",1.580.000 kr.,14-12-2022Fam. Salg,61 m² 25.902 kr/m²,2,1972,,Aktuel værdi
Rækkehus RRækkehus Præstemosen 50  2650 Hvidovre,4.590.000 kr.,13-12-2022Alm. Salg,119 m² 38.571 kr/m²,5,1950,-6%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Bolystvej 1B, 1. th  2650 Hvidovre",1.105.000 kr.,13-12-2022Fam. Salg,88 m² 12.557 kr/m²,3,1987,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Gammel Køge Landevej 266F, 1. tv  2650 Hvidovre",2.200.000 kr.,12-12-2022Alm. Salg,91 m² 24.176 kr/m²,3,1951,-2%,Aktuel værdi
Villa VVilla Ladefyldvej 2  2650 Hvidovre,3.650.000 kr.,11-12-2022Alm. Salg,90 m² 40.556 kr/m²,3,1964,2%,Aktuel værdi
Villa VVilla Hellbergsvej 28  2650 Hvidovre,3.830.000 kr.,09-12-2022Alm. Salg,84 m² 45.595 kr/m²,3,1925,-9%,Aktuel værdi
Rækkehus RRækkehus Enghøjparken 54  2650 Hvidovre,3.400.000 kr.,07-12-2022Fam. Salg,120 m² 28.333 kr/m²,5,1977,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Landlystvej 53, 2. th  2650 Hvidovre",1.845.000 kr.,07-12-2022Alm. Salg,55 m² 33.545 kr/m²,2,1987,-3%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Rebæk Søpark 3, 8. 817  2650 Hvidovre",2.000.000 kr.,06-12-2022Alm. Salg,79 m² 25.316 kr/m²,3,1972,-8%,Aktuel værdi
Villa VVilla Ege Alle 3  2650 Hvidovre,5.750.000 kr.,06-12-2022Alm. Salg,175 m² 32.857 kr/m²,5,1988,-9%,Aktuel værdi
Rækkehus RRækkehus Engkær 42  2650 Hvidovre,3.500.000 kr.,05-12-2022Alm. Salg,140 m² 25.000 kr/m²,5,1985,-10%,Aktuel værdi
Rækkehus RRækkehus Byvej 313  2650 Hvidovre,3.200.000 kr.,04-12-2022Alm. Salg,130 m² 24.615 kr/m²,5,1976,-3%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Konstabelgade 11A, st  2650 Hvidovre",3.455.000 kr.,04-12-2022Alm. Salg,88 m² 39.261 kr/m²,4,1958,-1%,Aktuel værdi
Villa VVilla Engvænget 11  2650 Hvidovre,2.272.805 kr.,04-12-2022Alm. Salg,153 m² 14.855 kr/m²,4,1971,,Aktuel værdi
Villa VVilla Homers Alle 18  2650 Hvidovre,5.500.000 kr.,04-12-2022Alm. Salg,176 m² 31.250 kr/m²,6,1931,-8%,Aktuel værdi
Ejerlejlighed EEjerlejlighed Planteheldvej 1F  2650 Hvidovre,3.225.000 kr.,01-12-2022Alm. Salg,77 m² 41.883 kr/m²,3,1986,-2%,Aktuel værdi
Villa VVilla Søstjernevej 10  2650 Hvidovre,3.200.000 kr.,30-11-2022Alm. Salg,145 m² 22.069 kr/m²,4,0,-8%,Aktuel værdi
Villa VVilla Søstjernevej 10  2650 Hvidovre,3.200.000 kr.,30-11-2022Alm. Salg,114 m² 28.070 kr/m²,4,1939,-8%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Hvidovrevej 91, 1. th  2650 Hvidovre",2.625.000 kr.,29-11-2022Alm. Salg,79 m² 33.228 kr/m²,3,1938,-3%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Rebæk Søpark 25, 2. mf  2650 Hvidovre",1.825.000 kr.,29-11-2022Alm. Salg,70 m² 26.071 kr/m²,2,1966,-4%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Rebæk Søpark 3, 13. 1314  2650 Hvidovre",1.200.000 kr.,29-11-2022Alm. Salg,44 m² 27.273 kr/m²,1,1972,-6%,Aktuel værdi
Villa VVilla Langerødvej 3  2650 Hvidovre,7.450.000 kr.,29-11-2022Alm. Salg,165 m² 45.152 kr/m²,6,2020,-7%,Aktuel værdi
Villa VVilla Klardam 27  2650 Hvidovre,3.400.000 kr.,28-11-2022Alm. Salg,120 m² 28.333 kr/m²,4,1975,-15%,Aktuel værdi
Rækkehus RRækkehus Brostykkevej 93  2650 Hvidovre,3.100.000 kr.,27-11-2022Alm. Salg,105 m² 29.524 kr/m²,5,1961,-11%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Gammel Køge Landevej 235A, 1  2650 Hvidovre",1.775.000 kr.,27-11-2022Alm. Salg,64 m² 27.734 kr/m²,2,1956,-11%,Aktuel værdi
Rækkehus RRækkehus Ketteholm 121  2650 Hvidovre,3.295.000 kr.,21-11-2022Alm. Salg,123 m² 26.789 kr/m²,4,1980,-6%,Aktuel værdi
Villa VVilla Ejstrupvej 2  2650 Hvidovre,6.500.000 kr.,18-11-2022Alm. Salg,149 m² 43.624 kr/m²,5,2016,-7%,Aktuel værdi
Villa VVilla Strandhavevej 47  2650 Hvidovre,9.995.000 kr.,16-11-2022Alm. Salg,228 m² 43.838 kr/m²,5,1960,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Sydkærsvej 92, 1  2650 Hvidovre",4.775.000 kr.,15-11-2022Alm. Salg,96 m² 49.740 kr/m²,4,1935,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Sydkærsvej 92, st  2650 Hvidovre",4.775.000 kr.,15-11-2022Alm. Salg,101 m² 47.277 kr/m²,4,1935,,Aktuel værdi
Villa VVilla Kløverprisvej 117  2650 Hvidovre,5.500.000 kr.,15-11-2022Alm. Salg,126 m² 43.651 kr/m²,5,1951,-11%,Aktuel værdi
Villa VVilla Borrisvej 32  2650 Hvidovre,3.200.000 kr.,14-11-2022Alm. Salg,117 m² 27.350 kr/m²,4,1960,-8%,Aktuel værdi
Villa VVilla Brostykkevej 163  2650 Hvidovre,3.600.000 kr.,14-11-2022Alm. Salg,102 m² 35.294 kr/m²,2,1925,-4%,Aktuel værdi
Villa VVilla Pagteroldvej 43  2650 Hvidovre,6.075.000 kr.,13-11-2022Alm. Salg,157 m² 38.694 kr/m²,5,1955,-6%,Aktuel værdi
Villa VVilla Doktor Willesvej 6  2650 Hvidovre,6.000.000 kr.,10-11-2022Alm. Salg,136 m² 44.118 kr/m²,4,1934,-4%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Gammel Køge Landevej 220A, 2. th  2650 Hvidovre",1.645.000 kr.,09-11-2022Alm. Salg,61 m² 26.967 kr/m²,2,1961,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Rebæk Søpark 3, 12. 1214  2650 Hvidovre",1.225.000 kr.,07-11-2022Alm. Salg,44 m² 27.841 kr/m²,1,1972,-2%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Landlystvej 57B, 2. tv  2650 Hvidovre",2.100.000 kr.,07-11-2022Alm. Salg,69 m² 30.435 kr/m²,3,1987,-16%,Aktuel værdi
Villa VVilla Holmelundsvej 4  2650 Hvidovre,5.850.000 kr.,06-11-2022Alm. Salg,181 m² 32.320 kr/m²,5,1995,-2%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Gammel Køge Landevej 328, st. th  2650 Hvidovre",19.600.000 kr.,02-11-2022Alm. Salg,81 m² 241.975 kr/m²,2,2022,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Gammel Køge Landevej 328, st. tv  2650 Hvidovre",19.600.000 kr.,02-11-2022Alm. Salg,87 m² 225.287 kr/m²,2,2022,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Gammel Køge Landevej 328, 1. tv  2650 Hvidovre",19.600.000 kr.,02-11-2022Alm. Salg,87 m² 225.287 kr/m²,2,2022,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Gammel Køge Landevej 328, 1. th  2650 Hvidovre",19.600.000 kr.,02-11-2022Alm. Salg,87 m² 225.287 kr/m²,2,2022,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Gammel Køge Landevej 328, 2. mf  2650 Hvidovre",19.600.000 kr.,02-11-2022Alm. Salg,56 m² 350.000 kr/m²,1,2022,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Gammel Køge Landevej 328, st. mf  2650 Hvidovre",19.600.000 kr.,02-11-2022Alm. Salg,56 m² 350.000 kr/m²,1,2022,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Gammel Køge Landevej 328, 2. tv  2650 Hvidovre",19.600.000 kr.,02-11-2022Alm. Salg,87 m² 225.287 kr/m²,2,2022,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Gammel Køge Landevej 328, 1. mf  2650 Hvidovre",19.600.000 kr.,02-11-2022Alm. Salg,56 m² 350.000 kr/m²,1,2022,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Gammel Køge Landevej 328, 2. th  2650 Hvidovre",19.600.000 kr.,02-11-2022Alm. Salg,87 m² 225.287 kr/m²,2,2022,,Aktuel værdi
