Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Assens Landevej 62  5560 Aarup,4.300.000 kr.,29-12-2022Alm. Salg,92 m² 46.739 kr/m²,3,1909,-10%,Aktuel værdi
Villa VVilla Havreløkken 42  5450 Otterup,2.250.000 kr.,26-12-2022Alm. Salg,145 m² 15.517 kr/m²,5,1972,,Aktuel værdi
Villa VVilla Overballe 11  5400 Bogense,400.000 kr.,20-12-2022Alm. Salg,108 m² 3.704 kr/m²,2,1780,-19%,Aktuel værdi
Villa VVilla Lindøhoved 1  5400 Bogense,278.214 kr.,20-12-2022Alm. Salg,188 m² 1.480 kr/m²,8,1982,,Aktuel værdi
Villa VVilla Havesvinget 26  5450 Otterup,1.900.000 kr.,20-12-2022Alm. Salg,133 m² 14.286 kr/m²,5,1998,-5%,Aktuel værdi
Villa VVilla Brøndstrupvej 48  5485 Skamby,350.000 kr.,19-12-2022Alm. Salg,188 m² 1.862 kr/m²,8,1820,,Aktuel værdi
Villa VVilla Abildrovej 47  5400 Bogense,865.000 kr.,16-12-2022Alm. Salg,123 m² 7.033 kr/m²,5,1877,,Aktuel værdi
Villa VVilla Nørregade 39  5450 Otterup,710.000 kr.,12-12-2022Alm. Salg,122 m² 5.820 kr/m²,4,1963,,Aktuel værdi
Villa VVilla Bodøparken 40  5400 Bogense,2.670.000 kr.,12-12-2022Alm. Salg,184 m² 14.511 kr/m²,5,1999,-4%,Aktuel værdi
Villa VVilla Lærkevej 3  5450 Otterup,1.515.000 kr.,11-12-2022Alm. Salg,165 m² 9.182 kr/m²,4,1967,-4%,Aktuel værdi
Rækkehus RRækkehus Østergade 7  5400 Bogense,1.425.000 kr.,10-12-2022Alm. Salg,118 m² 12.076 kr/m²,4,1860,-5%,Aktuel værdi
