Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Kertinge Bygade 57  5300 Kerteminde,209.310 kr.,29-12-2022Alm. Salg,166 m² 1.261 kr/m²,4,2008,,Aktuel værdi
Villa VVilla Elmevej 6  5300 Kerteminde,1.700.000 kr.,27-12-2022Alm. Salg,108 m² 15.741 kr/m²,4,1963,-5%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Andresens Købmandsgård 4, 1. th  5300 Kerteminde",1.150.000 kr.,21-12-2022Alm. Salg,95 m² 12.105 kr/m²,2,1835,-10%,Aktuel værdi
Villa VVilla Hundslevvej 6  5350 Rynkeby,365.000 kr.,21-12-2022Alm. Salg,100 m² 3.650 kr/m²,4,1953,,Aktuel værdi
Villa VVilla Birkevej 2  5550 Langeskov,420.000 kr.,20-12-2022Alm. Salg,148 m² 2.838 kr/m²,4,1877,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Grønvej 13B. 3  5550 Langeskov,37.910.000 kr.,19-12-2022Andet,82 m² 462.317 kr/m²,3,2001,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Grønvej 11B. 6  5550 Langeskov,37.910.000 kr.,19-12-2022Andet,67 m² 565.821 kr/m²,2,1977,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Grønvej 11K  5550 Langeskov,37.910.000 kr.,19-12-2022Andet,49 m² 773.674 kr/m²,2,1977,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Grønvej 11G  5550 Langeskov,37.910.000 kr.,19-12-2022Andet,69 m² 549.420 kr/m²,3,1977,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Grønvej 11L. 4  5550 Langeskov,37.910.000 kr.,19-12-2022Andet,93 m² 407.634 kr/m²,3,1977,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Grønvej 11L. 3  5550 Langeskov,37.910.000 kr.,19-12-2022Andet,92 m² 412.065 kr/m²,2,1977,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Grønvej 11A. 3  5550 Langeskov,37.910.000 kr.,19-12-2022Andet,87 m² 435.747 kr/m²,4,1977,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Grønvej 13B. 2  5550 Langeskov,37.910.000 kr.,19-12-2022Andet,91 m² 416.593 kr/m²,4,2001,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Grønvej 11B. 5  5550 Langeskov,37.910.000 kr.,19-12-2022Andet,72 m² 526.528 kr/m²,3,1977,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Grønvej 11E  5550 Langeskov,37.910.000 kr.,19-12-2022Andet,49 m² 773.674 kr/m²,2,1977,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Grønvej 13B. 5  5550 Langeskov,37.910.000 kr.,19-12-2022Andet,82 m² 462.317 kr/m²,2,2001,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Grønvej 11L. 1  5550 Langeskov,37.910.000 kr.,19-12-2022Andet,53 m² 715.283 kr/m²,2,1977,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Grønvej 11A. 1  5550 Langeskov,37.910.000 kr.,19-12-2022Andet,83 m² 456.747 kr/m²,2,1977,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Grønvej 13A. 3  5550 Langeskov,37.910.000 kr.,19-12-2022Andet,74 m² 512.297 kr/m²,2,2001,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Grønvej 11B. 1  5550 Langeskov,37.910.000 kr.,19-12-2022Andet,59 m² 642.542 kr/m²,2,1977,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Grønvej 11A. 2  5550 Langeskov,37.910.000 kr.,19-12-2022Andet,94 m² 403.298 kr/m²,4,1977,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Grønvej 13B. 1  5550 Langeskov,37.910.000 kr.,19-12-2022Andet,93 m² 407.634 kr/m²,4,2001,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Grønvej 11B. 2  5550 Langeskov,37.910.000 kr.,19-12-2022Andet,55 m² 689.273 kr/m²,2,1977,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Grønvej 11H  5550 Langeskov,37.910.000 kr.,19-12-2022Andet,73 m² 519.315 kr/m²,3,1977,,Aktuel værdi
