Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Lyngtoften 7  7430 Ikast,930.400 kr.,29-12-2022Fam. Salg,134 m² 6.943 kr/m²,5,1968,,Aktuel værdi
Villa VVilla Karen Blixens Vej 53  7430 Ikast,2.100.000 kr.,25-12-2022Alm. Salg,240 m² 8.750 kr/m²,6,1900,,Aktuel værdi
Villa VVilla Bornholmsgade 11  7430 Ikast,1.375.000 kr.,25-12-2022Alm. Salg,157 m² 8.758 kr/m²,6,1966,,Aktuel værdi
Rækkehus RRækkehus Søbjergvej 29A  7430 Ikast,860.000 kr.,23-12-2022Alm. Salg,71 m² 12.113 kr/m²,2,1985,,Aktuel værdi
Rækkehus RRækkehus Enghavevej 14  7361 Ejstrupholm,625.000 kr.,21-12-2022Alm. Salg,97 m² 6.443 kr/m²,3,1968,,Aktuel værdi
Villa VVilla Sønderkærvej 11  7330 Brande,1.530.500 kr.,21-12-2022Fam. Salg,174 m² 8.796 kr/m²,7,1910,,Aktuel værdi
Villa VVilla Møllebakken 12  7330 Brande,400.000 kr.,21-12-2022Fam. Salg,85 m² 4.706 kr/m²,4,1912,,Aktuel værdi
Villa VVilla Vestergade 13  7361 Ejstrupholm,840.000 kr.,21-12-2022Andet,129 m² 6.512 kr/m²,4,1917,,Aktuel værdi
Villa VVilla Ege Alle 18A  8766 Nørre Snede,900.000 kr.,20-12-2022Alm. Salg,96 m² 9.375 kr/m²,4,1987,-10%,Aktuel værdi
Villa VVilla Valmuevej 14  8766 Nørre Snede,1.450.000 kr.,19-12-2022Alm. Salg,167 m² 8.683 kr/m²,7,1970,-9%,Aktuel værdi
Rækkehus RRækkehus Skolegade 6  8766 Nørre Snede,500.000 kr.,18-12-2022Andet,95 m² 5.263 kr/m²,4,1956,,Aktuel værdi
Villa VVilla Vibevej 26  8766 Nørre Snede,750.000 kr.,18-12-2022Alm. Salg,127 m² 5.906 kr/m²,5,1968,-6%,Aktuel værdi
Villa VVilla Toften 6  7441 Bording,895.000 kr.,18-12-2022Alm. Salg,163 m² 5.491 kr/m²,6,1946,-18%,Aktuel værdi
Villa VVilla Birkelyst 147  7430 Ikast,2.400.000 kr.,18-12-2022Fam. Salg,220 m² 10.909 kr/m²,6,2020,,Aktuel værdi
Villa VVilla Vibevej 70  7330 Brande,3.200.000 kr.,17-12-2022Alm. Salg,178 m² 17.978 kr/m²,5,2008,,Aktuel værdi
