Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Højtoftevej 16  7900 Nykøbing M,1.150.000 kr.,27-12-2022Alm. Salg,166 m² 6.928 kr/m²,5,1987,,Aktuel værdi
Rækkehus RRækkehus Vittrupvej 17  7900 Nykøbing M,148.939 kr.,25-12-2022Andet,117 m² 1.273 kr/m²,4,1941,,Aktuel værdi
Villa VVilla Glentevej 3  7900 Nykøbing M,737.500 kr.,21-12-2022Alm. Salg,111 m² 6.644 kr/m²,4,1964,-13%,Aktuel værdi
Rækkehus RRækkehus Gasværksvej 21  7900 Nykøbing M,300.000 kr.,20-12-2022Alm. Salg,73 m² 4.110 kr/m²,3,1920,,Aktuel værdi
Villa VVilla Enghavevej 31  7900 Nykøbing M,530.000 kr.,19-12-2022Alm. Salg,126 m² 4.206 kr/m²,5,1946,,Aktuel værdi
Villa VVilla Degnestræde 8  7900 Nykøbing M,1.100.000 kr.,18-12-2022Alm. Salg,141 m² 7.801 kr/m²,3,1959,,Aktuel værdi
Villa VVilla Elsøvej 150  7900 Nykøbing M,1.000.000 kr.,18-12-2022Fam. Salg,140 m² 5.263 kr/m²,6,1870,,Aktuel værdi
Villa VVilla Elsøvej 150  7900 Nykøbing M,1.000.000 kr.,18-12-2022Fam. Salg,205 m² 4.878 kr/m²,9,1923,,Aktuel værdi
Villa VVilla Tidselkærvej 8  7900 Nykøbing M,260.000 kr.,18-12-2022Fam. Salg,153 m² 1.699 kr/m²,3,1931,,Aktuel værdi
Villa VVilla Violvej 6  7900 Nykøbing M,740.000 kr.,16-12-2022Alm. Salg,124 m² 5.968 kr/m²,4,1977,-12%,Aktuel værdi
Villa VVilla Blåborgvej 13  7960 Karby,50.000 kr.,13-12-2022Alm. Salg,156 m² 321 kr/m²,6,1927,,Aktuel værdi
Villa VVilla Stadionvej 12  7990 Øster Assels,200.000 kr.,13-12-2022Fam. Salg,108 m² 1.307 kr/m²,4,1964,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Skovgade 17, 1. tv  7900 Nykøbing M",1.350.000 kr.,12-12-2022Alm. Salg,100 m² 13.500 kr/m²,3,1917,,Aktuel værdi
Villa VVilla Bårupvej 48  7950 Erslev,154.000 kr.,12-12-2022Auktion,128 m² 1.203 kr/m²,3,1877,,Aktuel værdi
Villa VVilla Jernbanevej 18  7900 Nykøbing M,990.000 kr.,12-12-2022Alm. Salg,52 m² 19.038 kr/m²,2,1943,,Aktuel værdi
