Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Søllestedvej 25  5620 Glamsbjerg,300.000 kr.,28-12-2022Alm. Salg,118 m² 2.542 kr/m²,4,1750,-24%,Aktuel værdi
Villa VVilla Kirkevej 12  5683 Haarby,200.000 kr.,26-12-2022Fam. Salg,100 m² 2.000 kr/m²,4,1900,,Aktuel værdi
Villa VVilla Saltoftevej 36  5610 Assens,150.000 kr.,26-12-2022Alm. Salg,68 m² 2.206 kr/m²,3,1770,-50%,Aktuel værdi
Villa VVilla Hesmoselundsvej 7  5560 Aarup,925.000 kr.,23-12-2022Alm. Salg,92 m² 10.054 kr/m²,4,1986,-7%,Aktuel værdi
Villa VVilla Nellemosevej 47  5683 Haarby,575.000 kr.,21-12-2022Andet,210 m² 2.738 kr/m²,7,1859,,Aktuel værdi
Villa VVilla Roligheden 2  5610 Assens,254.200 kr.,21-12-2022Fam. Salg,195 m² 1.304 kr/m²,7,1770,,Aktuel værdi
Villa VVilla Middelfartvej 157  5492 Vissenbjerg,575.000 kr.,21-12-2022Alm. Salg,100 m² 5.750 kr/m²,4,1965,,Aktuel værdi
Villa VVilla Drosselvej 27  5560 Aarup,2.275.000 kr.,18-12-2022Alm. Salg,176 m² 12.926 kr/m²,6,1974,-1%,Aktuel værdi
Villa VVilla Ternevej 66  5690 Tommerup,1.960.000 kr.,18-12-2022Alm. Salg,159 m² 12.327 kr/m²,3,1977,-2%,Aktuel værdi
Rækkehus RRækkehus Pilehaven 16  5610 Assens,1.025.000 kr.,15-12-2022Alm. Salg,97 m² 10.567 kr/m²,3,1960,-6%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Odensevej 21B, 2  5610 Assens",1.750.000 kr.,15-12-2022Alm. Salg,70 m² 25.000 kr/m²,3,1900,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Odensevej 21B, 1  5610 Assens",1.750.000 kr.,15-12-2022Alm. Salg,90 m² 19.444 kr/m²,3,1900,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Odensevej 21A, st  5610 Assens",1.750.000 kr.,15-12-2022Alm. Salg,77 m² 22.727 kr/m²,3,1900,,Aktuel værdi
Villa VVilla Vestergade 30  5560 Aarup,1.425.000 kr.,15-12-2022Alm. Salg,151 m² 9.437 kr/m²,4,1961,-3%,Aktuel værdi
Villa VVilla Assensvej 30  5560 Aarup,50.000 kr.,15-12-2022Alm. Salg,237 m² 211 kr/m²,7,1912,,Aktuel værdi
Villa VVilla Kaslundvej 46  5560 Aarup,300.000 kr.,15-12-2022Alm. Salg,177 m² 1.695 kr/m²,7,1886,-14%,Aktuel værdi
Villa VVilla Langgade 19  5620 Glamsbjerg,638.831 kr.,14-12-2022Alm. Salg,117 m² 5.460 kr/m²,5,1957,,Aktuel værdi
Villa VVilla Vinkelvej 2  5610 Assens,1.000.000 kr.,14-12-2022Alm. Salg,120 m² 8.333 kr/m²,5,1967,-28%,Aktuel værdi
Villa VVilla Lindealle 31  5690 Tommerup,1.800.000 kr.,14-12-2022Alm. Salg,156 m² 11.538 kr/m²,6,1973,-3%,Aktuel værdi
Villa VVilla Skovvangsvej 49  5610 Assens,180.000 kr.,14-12-2022Alm. Salg,120 m² 1.500 kr/m²,4,1900,,Aktuel værdi
Villa VVilla Bakkehusene 11  5560 Aarup,655.016 kr.,14-12-2022Alm. Salg,157 m² 4.172 kr/m²,5,2023,,Aktuel værdi
Rækkehus RRækkehus Lille Kirkestræde 2  5610 Assens,1.075.000 kr.,13-12-2022Alm. Salg,100 m² 10.750 kr/m²,4,1725,-9%,Aktuel værdi
Villa VVilla Lerbjergvej 20  5610 Assens,860.000 kr.,13-12-2022Alm. Salg,130 m² 6.615 kr/m²,4,1880,-4%,Aktuel værdi
Villa VVilla Stærmosevej 118  5690 Tommerup,1.050.000 kr.,13-12-2022Alm. Salg,154 m² 6.818 kr/m²,6,1930,-12%,Aktuel værdi
Villa VVilla Skovvangen 3  5683 Haarby,1.200.000 kr.,12-12-2022Alm. Salg,112 m² 10.714 kr/m²,4,1967,-7%,Aktuel værdi
Villa VVilla Kildevej 1  5492 Vissenbjerg,1.095.000 kr.,12-12-2022Alm. Salg,93 m² 11.774 kr/m²,3,1963,,Aktuel værdi
Villa VVilla Lindholmvænget 11  5610 Assens,2.400.000 kr.,11-12-2022Alm. Salg,166 m² 14.458 kr/m²,4,2006,-14%,Aktuel værdi
Ejerlejlighed EEjerlejlighed Ladegårdsgade 35  5610 Assens,800.000 kr.,08-12-2022Alm. Salg,137 m² 5.839 kr/m²,4,1850,,Aktuel værdi
Rækkehus RRækkehus Drosselvænget 10  5610 Assens,8.000.000 kr.,07-12-2022Alm. Salg,60 m² 133.333 kr/m²,2,1976,,Aktuel værdi
Villa VVilla Lindealle 5  5690 Tommerup,1.500.000 kr.,06-12-2022Fam. Salg,100 m² 15.000 kr/m²,4,1924,,Aktuel værdi
Villa VVilla Søvangen 7  5631 Ebberup,1.300.000 kr.,05-12-2022Alm. Salg,170 m² 7.647 kr/m²,5,1770,-13%,Aktuel værdi
Villa VVilla Lunddalsvej 6  5690 Tommerup,1.750.000 kr.,02-12-2022Alm. Salg,151 m² 11.589 kr/m²,4,2008,-5%,Aktuel værdi
Villa VVilla Bredgade 19  5492 Vissenbjerg,220.000 kr.,01-12-2022Alm. Salg,134 m² 1.642 kr/m²,5,1900,,Aktuel værdi
Villa VVilla Lindealle 27  5690 Tommerup,2.550.000 kr.,01-12-2022Alm. Salg,173 m² 14.740 kr/m²,6,1973,-6%,Aktuel værdi
Villa VVilla Nørregade 70  5620 Glamsbjerg,655.000 kr.,30-11-2022Fam. Salg,85 m² 7.706 kr/m²,3,1953,,Aktuel værdi
Villa VVilla Gamtoftevej 34  5610 Assens,700.000 kr.,30-11-2022Alm. Salg,295 m² 2.373 kr/m²,8,1700,,Aktuel værdi
Villa VVilla Maevej 45  5690 Tommerup,792.500 kr.,29-11-2022Fam. Salg,195 m² 4.064 kr/m²,6,1877,,Aktuel værdi
Villa VVilla Skovvej 4  5690 Tommerup,1.480.000 kr.,29-11-2022Alm. Salg,182 m² 8.132 kr/m²,7,1962,-7%,Aktuel værdi
Villa VVilla Teglværksvej 3  5690 Tommerup,410.000 kr.,27-11-2022Fam. Salg,88 m² 4.659 kr/m²,3,1966,,Aktuel værdi
Villa VVilla Nørregade 59  5620 Glamsbjerg,500.000 kr.,25-11-2022Alm. Salg,87 m² 5.747 kr/m²,3,1960,-16%,Aktuel værdi
Rækkehus RRækkehus Valmuevænget 7D  5560 Aarup,382.500 kr.,24-11-2022Fam. Salg,68 m² 5.625 kr/m²,2,1977,,Aktuel værdi
Villa VVilla Landevejen 90  5683 Haarby,750.000 kr.,24-11-2022Alm. Salg,158 m² 4.747 kr/m²,7,1900,-14%,Aktuel værdi
Villa VVilla Kærmarksvej 7  5610 Assens,580.000 kr.,23-11-2022Alm. Salg,110 m² 5.273 kr/m²,4,1827,-22%,Aktuel værdi
Villa VVilla Øxnebjergvej 3  5610 Assens,495.000 kr.,23-11-2022Alm. Salg,118 m² 4.195 kr/m²,4,1900,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Græsholmvænget 8, st  5610 Assens",1.700.000 kr.,22-11-2022Alm. Salg,121 m² 14.050 kr/m²,4,2007,-5%,Aktuel værdi
Villa VVilla Korsvang 11  5610 Assens,1.775.000 kr.,22-11-2022Alm. Salg,225 m² 7.889 kr/m²,10,1972,-6%,Aktuel værdi
Villa VVilla Fåborgvej 27  5610 Assens,895.000 kr.,22-11-2022Alm. Salg,110 m² 8.136 kr/m²,5,1949,,Aktuel værdi
Villa VVilla Ebberupvej 10  5631 Ebberup,1.275.000 kr.,21-11-2022Alm. Salg,171 m² 7.456 kr/m²,6,1948,,Aktuel værdi
Rækkehus RRækkehus Ny Adelgade 3  5610 Assens,450.000 kr.,20-11-2022Alm. Salg,75 m² 6.000 kr/m²,3,1880,-24%,Aktuel værdi
Rækkehus RRækkehus Ramsherred 34A  5610 Assens,1.120.000 kr.,19-11-2022Alm. Salg,158 m² 7.089 kr/m²,5,1791,-2%,Aktuel værdi
Villa VVilla Berildsvej 33  5610 Assens,945.000 kr.,18-11-2022Alm. Salg,122 m² 7.746 kr/m²,5,1964,,Aktuel værdi
Villa VVilla Skovsbovej 47  5690 Tommerup,2.300.000 kr.,17-11-2022Alm. Salg,168 m² 13.690 kr/m²,4,1932,-8%,Aktuel værdi
Villa VVilla Assensvej 82  5620 Glamsbjerg,1.795.000 kr.,15-11-2022Alm. Salg,256 m² 7.012 kr/m²,11,1920,,Aktuel værdi
Villa VVilla Ved Stranden 44  5610 Assens,1.150.000 kr.,15-11-2022Fam. Salg,254 m² 4.528 kr/m²,5,1917,,Aktuel værdi
Villa VVilla Bjergevej 10  5560 Aarup,725.000 kr.,15-11-2022Alm. Salg,85 m² 8.529 kr/m²,2,1877,-9%,Aktuel værdi
Villa VVilla Lundegårdsvej 4  5492 Vissenbjerg,1.200.000 kr.,15-11-2022Alm. Salg,94 m² 12.766 kr/m²,3,1946,-7%,Aktuel værdi
Villa VVilla Ålsbovej 44  5560 Aarup,2.450.000 kr.,14-11-2022Alm. Salg,306 m² 8.007 kr/m²,12,1884,-2%,Aktuel værdi
Villa VVilla Vesterlaugsvej 12  5690 Tommerup,3.250.000 kr.,14-11-2022Alm. Salg,260 m² 12.500 kr/m²,5,1900,,Aktuel værdi
Villa VVilla Vibevej 7  5560 Aarup,3.300.000 kr.,13-11-2022Alm. Salg,206 m² 16.019 kr/m²,7,1971,-6%,Aktuel værdi
Villa VVilla Topshøj 4A  5631 Ebberup,600.000 kr.,13-11-2022Alm. Salg,68 m² 8.824 kr/m²,2,1979,-14%,Aktuel værdi
Rækkehus RRækkehus Ny Adelgade 89  5610 Assens,1.550.000 kr.,11-11-2022Alm. Salg,142 m² 10.915 kr/m²,7,1841,-9%,Aktuel værdi
