Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Stadionvej 8  4895 Errindlev,1.140.000 kr.,29-12-2022Alm. Salg,175 m² 6.514 kr/m²,6,1927,,Aktuel værdi
Villa VVilla Spurvevej 3  4970 Rødby,525.000 kr.,29-12-2022Alm. Salg,90 m² 5.833 kr/m²,3,1963,-12%,Aktuel værdi
Rækkehus RRækkehus Rydsmarken 7  4930 Maribo,460.000 kr.,27-12-2022Alm. Salg,100 m² 4.600 kr/m²,5,1912,-16%,Aktuel værdi
Rækkehus RRækkehus Nørrebrogade 2  4930 Maribo,765.000 kr.,27-12-2022Fam. Salg,129 m² 5.930 kr/m²,5,1888,,Aktuel værdi
Villa VVilla Hovedgaden 62  4920 Søllested,338.000 kr.,27-12-2022Alm. Salg,103 m² 3.282 kr/m²,2,1922,,Aktuel værdi
Villa VVilla Vesternæsvej 60  4900 Nakskov,1.500.000 kr.,26-12-2022Alm. Salg,266 m² 5.639 kr/m²,6,1907,,Aktuel værdi
Villa VVilla Mågevej 11  4900 Nakskov,1.500.000 kr.,22-12-2022Alm. Salg,197 m² 7.614 kr/m²,6,1973,-6%,Aktuel værdi
Villa VVilla Riddersborgvej 16  4900 Nakskov,1.150.000 kr.,22-12-2022Alm. Salg,135 m² 8.519 kr/m²,5,1972,,Aktuel værdi
Rækkehus RRækkehus Østergade 42C  4930 Maribo,1.565.000 kr.,21-12-2022Alm. Salg,91 m² 17.198 kr/m²,3,2004,,Aktuel værdi
Villa VVilla Skovstrædet 5  4912 Harpelunde,100.000 kr.,21-12-2022Alm. Salg,94 m² 1.064 kr/m²,3,1900,,Aktuel værdi
Villa VVilla Skørringe Kirkevej 4  4930 Maribo,385.000 kr.,21-12-2022Alm. Salg,119 m² 3.235 kr/m²,3,1950,-12%,Aktuel værdi
Villa VVilla Dybvigvej 24  4944 Fejø,100.000 kr.,21-12-2022Alm. Salg,60 m² 1.667 kr/m²,3,1912,,Aktuel værdi
Villa VVilla Issemosevej 2  4945 Femø,120.000 kr.,21-12-2022Alm. Salg,32 m² 3.750 kr/m²,1,0,,Aktuel værdi
Villa VVilla Møllemarksvej 4  4900 Nakskov,500.000 kr.,20-12-2022Alm. Salg,151 m² 3.311 kr/m²,4,1965,,Aktuel værdi
Villa VVilla Monrads Vej 20  4930 Maribo,750.000 kr.,20-12-2022Alm. Salg,110 m² 6.818 kr/m²,3,1959,-6%,Aktuel værdi
Villa VVilla Bregnevej 10  4930 Maribo,1.500.000 kr.,20-12-2022Alm. Salg,161 m² 9.317 kr/m²,4,1972,,Aktuel værdi
Villa VVilla Kristianssædevej 7  4930 Maribo,1.000.000 kr.,20-12-2022Alm. Salg,109 m² 9.174 kr/m²,4,1966,,Aktuel værdi
Villa VVilla Fælledvej 10  4970 Rødby,336.000 kr.,19-12-2022Alm. Salg,125 m² 2.688 kr/m²,4,1934,,Aktuel værdi
Villa VVilla Bregnevej 15  4900 Nakskov,1.275.000 kr.,19-12-2022Alm. Salg,118 m² 10.805 kr/m²,5,1952,,Aktuel værdi
Villa VVilla Rødbyvej 35  4930 Maribo,525.000 kr.,19-12-2022Alm. Salg,149 m² 3.523 kr/m²,5,1930,-5%,Aktuel værdi
