Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Rækkehus RRækkehus Frugtlunden 81  3450 Allerød,4.300.000 kr.,27-12-2022Alm. Salg,108 m² 39.815 kr/m²,3,2019,-4%,Aktuel værdi
Villa VVilla Perlestensvej 12  3540 Lynge,4.866.750 kr.,24-12-2022Alm. Salg,162 m² 30.042 kr/m²,5,2003,-7%,Aktuel værdi
Villa VVilla V Heisesvej 4  3450 Allerød,4.125.000 kr.,20-12-2022Alm. Salg,88 m² 46.875 kr/m²,3,1948,-7%,Aktuel værdi
Villa VVilla Anemonevej 15  3450 Allerød,5.500.000 kr.,20-12-2022Fam. Salg,136 m² 27.228 kr/m²,6,1963,,Aktuel værdi
Villa VVilla Hillerødvej 51  3540 Lynge,750.000 kr.,20-12-2022Alm. Salg,123 m² 6.098 kr/m²,6,1920,,Aktuel værdi
Villa VVilla Prunusvej 25  3450 Allerød,2.550.000 kr.,20-12-2022Fam. Salg,160 m² 15.938 kr/m²,5,1971,,Aktuel værdi
Villa VVilla Kløvermarken 8  3540 Lynge,2.435.000 kr.,20-12-2022Alm. Salg,123 m² 19.797 kr/m²,4,1968,-19%,Aktuel værdi
Rækkehus RRækkehus Mosevej 2A  3450 Allerød,7.250.000 kr.,19-12-2022Alm. Salg,188 m² 38.564 kr/m²,5,1910,-5%,Aktuel værdi
Villa VVilla Birkholmvej 2  3540 Lynge,3.900.000 kr.,17-12-2022Alm. Salg,140 m² 27.857 kr/m²,5,1969,-20%,Aktuel værdi
Villa VVilla Kollerødvej 53  3450 Allerød,677.315 kr.,17-12-2022Alm. Salg,130 m² 4.130 kr/m²,6,1974,,Aktuel værdi
Villa VVilla Solskrænten 21  3540 Lynge,3.250.000 kr.,13-12-2022Alm. Salg,159 m² 20.440 kr/m²,4,1966,-7%,Aktuel værdi
Villa VVilla Frederiksborgvej 172  3450 Allerød,2.150.000 kr.,12-12-2022Alm. Salg,120 m² 17.917 kr/m²,4,1949,-4%,Aktuel værdi
Villa VVilla Platanhaven 1  3450 Allerød,3.950.000 kr.,12-12-2022Alm. Salg,131 m² 30.153 kr/m²,5,1975,-8%,Aktuel værdi
Rækkehus RRækkehus Blovstrød Byvej 10D  3450 Allerød,2.500.000 kr.,11-12-2022Alm. Salg,90 m² 27.778 kr/m²,4,1961,-17%,Aktuel værdi
Villa VVilla Søtoften 13  3450 Allerød,3.850.000 kr.,08-12-2022Alm. Salg,138 m² 27.899 kr/m²,4,1971,-9%,Aktuel værdi
Villa VVilla Høveltsbjergvej 14  3450 Allerød,2.995.000 kr.,06-12-2022Alm. Salg,98 m² 30.561 kr/m²,3,1953,,Aktuel værdi
Villa VVilla Vejgårdsparken 13  3450 Allerød,2.650.000 kr.,05-12-2022Alm. Salg,163 m² 16.258 kr/m²,7,1980,,Aktuel værdi
Rækkehus RRækkehus Kildebakken 14  3450 Allerød,1.792.500 kr.,04-12-2022Fam. Salg,151 m² 11.871 kr/m²,5,1970,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Lilledal 20, 1. 5  3450 Allerød",3.995.000 kr.,29-11-2022Alm. Salg,109 m² 36.651 kr/m²,4,2014,,Aktuel værdi
Villa VVilla Moselundsvej 26  3540 Lynge,3.000.000 kr.,29-11-2022Fam. Salg,203 m² 14.778 kr/m²,5,1979,,Aktuel værdi
Villa VVilla Rønnealle 29  3450 Allerød,3.900.000 kr.,25-11-2022Alm. Salg,178 m² 21.910 kr/m²,7,1957,-18%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Ørnevang 26, 2. tv  3450 Allerød",1.850.000 kr.,24-11-2022Alm. Salg,80 m² 23.125 kr/m²,3,1965,-6%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Allerød Park 8, st. th  3450 Allerød",3.995.000 kr.,22-11-2022Alm. Salg,100 m² 39.950 kr/m²,3,2008,,Aktuel værdi
Villa VVilla Bakkevej 10  3450 Allerød,4.500.000 kr.,22-11-2022Alm. Salg,149 m² 30.201 kr/m²,4,1987,-7%,Aktuel værdi
Villa VVilla Carinavej 5  3460 Birkerød,6.400.000 kr.,20-11-2022Alm. Salg,195 m² 32.821 kr/m²,5,1999,-9%,Aktuel værdi
Villa VVilla Kratbjergvej 11B  3450 Allerød,6.600.000 kr.,20-11-2022Alm. Salg,152 m² 43.421 kr/m²,5,1977,-3%,Aktuel værdi
