Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
"Ejerlejlighed EEjerlejlighed Tåstrupvej 42, 1  8370 Hadsten",395.000 kr.,29-12-2022Alm. Salg,69 m² 5.725 kr/m²,2,1935,,Aktuel værdi
Villa VVilla Venusvej 13  8382 Hinnerup,1.422.500 kr.,29-12-2022Fam. Salg,134 m² 10.616 kr/m²,6,1970,,Aktuel værdi
Villa VVilla Båstrupvej 12  8382 Hinnerup,1.500.000 kr.,29-12-2022Alm. Salg,106 m² 14.151 kr/m²,5,1987,-9%,Aktuel værdi
Villa VVilla Korsagervej 25  8382 Hinnerup,3.675.000 kr.,29-12-2022Alm. Salg,176 m² 20.881 kr/m²,7,2017,-3%,Aktuel værdi
Villa VVilla Højvangsvej 16  8471 Sabro,7.500.000 kr.,28-12-2022Alm. Salg,104 m² 72.115 kr/m²,4,1964,,Aktuel værdi
Villa VVilla Højvangsvej 10  8471 Sabro,7.500.000 kr.,28-12-2022Alm. Salg,146 m² 51.370 kr/m²,6,1967,,Aktuel værdi
Villa VVilla Gl Hammelvej 18  8450 Hammel,750.000 kr.,26-12-2022Alm. Salg,102 m² 7.353 kr/m²,4,1777,-6%,Aktuel værdi
Villa VVilla Sognevej 10  8870 Langå,913.750 kr.,24-12-2022Fam. Salg,475 m² 1.924 kr/m²,14,1877,,Aktuel værdi
Villa VVilla Jernaldervej 22  8382 Hinnerup,1.475.000 kr.,22-12-2022Fam. Salg,124 m² 11.895 kr/m²,5,1996,,Aktuel værdi
Rækkehus RRækkehus Rønnehaven 11  8370 Hadsten,2.600.000 kr.,21-12-2022Alm. Salg,117 m² 22.222 kr/m²,4,2004,-4%,Aktuel værdi
Villa VVilla Blåmunkevej 10  8450 Hammel,848.592 kr.,20-12-2022Andet,230 m² 3.690 kr/m²,7,1970,,Aktuel værdi
Villa VVilla Borgergade 28  8450 Hammel,275.000 kr.,20-12-2022Alm. Salg,86 m² 3.198 kr/m²,3,1896,-54%,Aktuel værdi
Villa VVilla Viborgvej 249  8450 Hammel,213.600 kr.,20-12-2022Auktion,141 m² 1.515 kr/m²,4,1898,-53%,Aktuel værdi
Villa VVilla Østergade 32  8860 Ulstrup,820.000 kr.,20-12-2022Auktion,122 m² 6.721 kr/m²,5,1953,,Aktuel værdi
Villa VVilla Nørregade 5  8870 Langå,560.000 kr.,20-12-2022Alm. Salg,148 m² 3.784 kr/m²,3,1899,,Aktuel værdi
Rækkehus RRækkehus Ranunkelvej 2B  8370 Hadsten,2.500.000 kr.,19-12-2022Alm. Salg,109 m² 22.936 kr/m²,4,2017,,Aktuel værdi
Villa VVilla Nattergalevej 3  8370 Hadsten,1.075.000 kr.,19-12-2022Alm. Salg,104 m² 10.337 kr/m²,4,1971,-10%,Aktuel værdi
Villa VVilla Bellisvej 18  8450 Hammel,2.200.000 kr.,19-12-2022Fam. Salg,180 m² 12.222 kr/m²,6,1971,,Aktuel værdi
Villa VVilla Bekkasinvej 9  8382 Hinnerup,4.450.000 kr.,19-12-2022Alm. Salg,256 m² 17.383 kr/m²,7,1930,-3%,Aktuel værdi
Villa VVilla Bøgehaven 5  8370 Hadsten,2.470.000 kr.,18-12-2022Alm. Salg,180 m² 13.722 kr/m²,6,1930,-5%,Aktuel værdi
Villa VVilla Bøgehaven 5A  8370 Hadsten,2.470.000 kr.,18-12-2022Alm. Salg,145 m² 17.034 kr/m²,3,1970,-5%,Aktuel værdi
Villa VVilla Anneksvej 17  8382 Hinnerup,1.600.000 kr.,15-12-2022Alm. Salg,180 m² 8.889 kr/m²,5,0,,Aktuel værdi
Villa VVilla Teglhusvej 17  8450 Hammel,1.950.000 kr.,14-12-2022Fam. Salg,183 m² 10.656 kr/m²,5,1880,,Aktuel værdi
Villa VVilla Gl Skanderborgvej 110  8472 Sporup,8.200.000 kr.,13-12-2022Alm. Salg,250 m² 32.800 kr/m²,7,1900,,Aktuel værdi
Villa VVilla Jernbanegade 4  8881 Thorsø,370.000 kr.,13-12-2022Fam. Salg,160 m² 2.313 kr/m²,4,1911,,Aktuel værdi
Villa VVilla Søndergade 54  8370 Hadsten,3.900.000 kr.,12-12-2022Alm. Salg,160 m² 24.375 kr/m²,7,1927,,Aktuel værdi
