Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Bostrupvej 5  7870 Roslev,2.500.000 kr.,28-12-2022Andet,324 m² 7.716 kr/m²,11,1976,0%,Aktuel værdi
Rækkehus RRækkehus Hovedgaden 6  7870 Roslev,425.000 kr.,27-12-2022Alm. Salg,122 m² 3.484 kr/m²,3,1885,,Aktuel værdi
Villa VVilla Bette Jenses Vej 2  7884 Fur,310.865 kr.,26-12-2022Alm. Salg,100 m² 3.109 kr/m²,4,1943,,Aktuel værdi
Villa VVilla Rugbakken 4  7840 Højslev,1.100.000 kr.,22-12-2022Alm. Salg,134 m² 8.209 kr/m²,4,1968,-8%,Aktuel værdi
Villa VVilla Brøndumvej 49  7800 Skive,250.000 kr.,22-12-2022Alm. Salg,124 m² 2.016 kr/m²,4,1960,-49%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Østergade 4B, 2. 2  7800 Skive",850.000 kr.,21-12-2022Alm. Salg,95 m² 8.947 kr/m²,2,1919,-5%,Aktuel værdi
Villa VVilla Brønddal 1  7860 Spøttrup,9.605.000 kr.,21-12-2022Fam. Salg,187 m² 51.364 kr/m²,7,1927,,Aktuel værdi
Villa VVilla Boagervej 2  7884 Fur,300.000 kr.,21-12-2022Alm. Salg,124 m² 2.419 kr/m²,3,1902,,Aktuel værdi
Villa VVilla Bystedvej 28  7870 Roslev,80.000 kr.,21-12-2022Alm. Salg,111 m² 721 kr/m²,3,1932,-27%,Aktuel værdi
Villa VVilla Viborgvej 73  7800 Skive,425.000 kr.,21-12-2022Alm. Salg,122 m² 3.484 kr/m²,4,1939,-12%,Aktuel værdi
Villa VVilla V. Lybyvej 19  7800 Skive,160.000 kr.,21-12-2022Alm. Salg,125 m² 1.280 kr/m²,4,1956,,Aktuel værdi
Villa VVilla Ørumvej 75  7840 Højslev,572.500 kr.,20-12-2022Alm. Salg,127 m² 4.508 kr/m²,5,1913,,Aktuel værdi
Villa VVilla Alsevej 6  7870 Roslev,250.000 kr.,20-12-2022Auktion,120 m² 2.083 kr/m²,6,1942,,Aktuel værdi
Villa VVilla Lyngtoften 65  7800 Skive,400.000 kr.,20-12-2022Alm. Salg,83 m² 4.819 kr/m²,4,1960,-20%,Aktuel værdi
Villa VVilla Ginnerupvej 11  7860 Spøttrup,47.500 kr.,20-12-2022Alm. Salg,75 m² 633 kr/m²,3,1902,,Aktuel værdi
Villa VVilla Ahornvænget 67B  7800 Skive,2.270.000 kr.,20-12-2022Alm. Salg,241 m² 9.419 kr/m²,6,1970,,Aktuel værdi
Villa VVilla Pilevænget 57  7800 Skive,1.700.000 kr.,19-12-2022Alm. Salg,151 m² 11.258 kr/m²,4,1976,-5%,Aktuel værdi
Villa VVilla Nøddevej 29  7800 Skive,2.300.000 kr.,18-12-2022Alm. Salg,166 m² 13.855 kr/m²,5,1978,-4%,Aktuel værdi
Villa VVilla Niels Juels Vej 6  7870 Roslev,474.500 kr.,18-12-2022Fam. Salg,205 m² 2.315 kr/m²,7,1973,,Aktuel værdi
Villa VVilla Anders Sørensens Vej 15  7884 Fur,25.000 kr.,17-12-2022Alm. Salg,183 m² 137 kr/m²,5,1913,,Aktuel værdi
Villa VVilla Udmarken 5  7860 Spøttrup,500.000 kr.,16-12-2022Alm. Salg,53 m² 9.434 kr/m²,1,1880,-8%,Aktuel værdi
Villa VVilla Lyby Strandvej 37  7870 Roslev,1.100.000 kr.,15-12-2022Fam. Salg,161 m² 6.832 kr/m²,5,1940,,Aktuel værdi
Villa VVilla Åstedvej 30  7870 Roslev,350.000 kr.,15-12-2022Alm. Salg,123 m² 2.846 kr/m²,4,1962,-29%,Aktuel værdi
Villa VVilla Vadumvej 14  7860 Spøttrup,109.095 kr.,14-12-2022Andet,169 m² 646 kr/m²,5,2017,,Aktuel værdi
Villa VVilla Petravej 77A  7800 Skive,1.575.000 kr.,14-12-2022Alm. Salg,143 m² 11.014 kr/m²,7,1985,-7%,Aktuel værdi
Villa VVilla Borgergade 8  7800 Skive,775.000 kr.,13-12-2022Alm. Salg,76 m² 10.197 kr/m²,2,1904,,Aktuel værdi
Villa VVilla Østergade 24A  7870 Roslev,261.500 kr.,13-12-2022Alm. Salg,77 m² 3.396 kr/m²,4,1964,,Aktuel værdi
Villa VVilla Agertoften 5  7860 Spøttrup,1.195.000 kr.,13-12-2022Alm. Salg,170 m² 7.029 kr/m²,6,1973,,Aktuel værdi
Villa VVilla Ydunsvej 45  7800 Skive,1.500.000 kr.,13-12-2022Andet,189 m² 7.937 kr/m²,5,2008,,Aktuel værdi
Villa VVilla Ydunsvej 60  7800 Skive,492.123 kr.,13-12-2022Alm. Salg,147 m² 3.348 kr/m²,4,0,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Nordbanevej 20B, 1. tv  7800 Skive",3.243.000 kr.,12-12-2022Fam. Salg,53 m² 61.189 kr/m²,2,1972,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Nordbanevej 20B, st. tv  7800 Skive",3.243.000 kr.,12-12-2022Fam. Salg,56 m² 57.911 kr/m²,4,1972,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Nordbanevej 20C, kl  7800 Skive",3.243.000 kr.,12-12-2022Fam. Salg,35 m² 92.657 kr/m²,1,1972,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Nordbanevej 20B, st. th  7800 Skive",3.243.000 kr.,12-12-2022Fam. Salg,162 m² 20.019 kr/m²,2,1972,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Nordbanevej 20A, 1. tv  7800 Skive",3.243.000 kr.,12-12-2022Fam. Salg,84 m² 38.607 kr/m²,3,1972,,Aktuel værdi
Villa VVilla Granvænget 43  7800 Skive,875.000 kr.,08-12-2022Alm. Salg,135 m² 6.481 kr/m²,4,1968,-12%,Aktuel værdi
Villa VVilla Torvet 4  7860 Spøttrup,145.000 kr.,08-12-2022Alm. Salg,150 m² 967 kr/m²,6,1892,,Aktuel værdi
Villa VVilla Østervang 28  7800 Skive,600.000 kr.,07-12-2022Alm. Salg,121 m² 4.959 kr/m²,4,1969,-25%,Aktuel værdi
Villa VVilla Vesterbrogade 2  7860 Spøttrup,1.250.000 kr.,06-12-2022Alm. Salg,180 m² 6.944 kr/m²,3,1934,-3%,Aktuel værdi
Villa VVilla Irisvej 7  7870 Roslev,220.000 kr.,06-12-2022Alm. Salg,103 m² 2.136 kr/m²,5,1967,-20%,Aktuel værdi
