Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Pilealle 12  7200 Grindsted,900.000 kr.,29-12-2022Fam. Salg,113 m² 7.500 kr/m²,5,1964,,Aktuel værdi
Villa VVilla Søllingdalvej 32  7250 Hejnsvig,900.000 kr.,29-12-2022Fam. Salg,146 m² 6.164 kr/m²,4,1979,,Aktuel værdi
Villa VVilla Fittingvej 6  6623 Vorbasse,799.000 kr.,29-12-2022Alm. Salg,133 m² 6.008 kr/m²,4,1965,,Aktuel værdi
Villa VVilla Storegade 60  7200 Grindsted,500.000 kr.,28-12-2022Alm. Salg,91 m² 5.495 kr/m²,5,1936,-35%,Aktuel værdi
Villa VVilla Østergade 20  7200 Grindsted,1.025.000 kr.,27-12-2022Alm. Salg,123 m² 8.333 kr/m²,4,1916,-6%,Aktuel værdi
Villa VVilla Storegade 30  7200 Grindsted,950.000 kr.,21-12-2022Alm. Salg,188 m² 5.053 kr/m²,5,1922,-27%,Aktuel værdi
Villa VVilla Irisvej 2  7200 Grindsted,605.000 kr.,21-12-2022Alm. Salg,116 m² 5.216 kr/m²,4,1972,-13%,Aktuel værdi
Rækkehus RRækkehus Æblerosen 6  7190 Billund,7.377.000 kr.,20-12-2022Alm. Salg,98 m² 75.276 kr/m²,4,0,,Aktuel værdi
Rækkehus RRækkehus Æblerosen 3  7190 Billund,7.377.000 kr.,20-12-2022Alm. Salg,91 m² 81.066 kr/m²,3,0,,Aktuel værdi
Rækkehus RRækkehus Æblerosen 13  7190 Billund,7.377.000 kr.,20-12-2022Alm. Salg,91 m² 81.066 kr/m²,3,0,,Aktuel værdi
Rækkehus RRækkehus Æblerosen 23  7190 Billund,7.377.000 kr.,20-12-2022Alm. Salg,91 m² 81.066 kr/m²,3,0,,Aktuel værdi
Rækkehus RRækkehus Æblerosen 25  7190 Billund,7.377.000 kr.,20-12-2022Alm. Salg,91 m² 81.066 kr/m²,3,0,,Aktuel værdi
Rækkehus RRækkehus Æblerosen 39  7190 Billund,7.377.000 kr.,20-12-2022Alm. Salg,98 m² 75.276 kr/m²,4,0,,Aktuel værdi
Rækkehus RRækkehus Æblerosen 27  7190 Billund,7.377.000 kr.,20-12-2022Alm. Salg,91 m² 81.066 kr/m²,3,0,,Aktuel værdi
Rækkehus RRækkehus Æblerosen 4  7190 Billund,7.377.000 kr.,20-12-2022Alm. Salg,98 m² 75.276 kr/m²,4,0,,Aktuel værdi
Rækkehus RRækkehus Æblerosen 17  7190 Billund,7.377.000 kr.,20-12-2022Alm. Salg,91 m² 81.066 kr/m²,3,0,,Aktuel værdi
Rækkehus RRækkehus Æblerosen 21  7190 Billund,7.377.000 kr.,20-12-2022Alm. Salg,91 m² 81.066 kr/m²,3,0,,Aktuel værdi
Rækkehus RRækkehus Æblerosen 35  7190 Billund,7.377.000 kr.,20-12-2022Alm. Salg,98 m² 75.276 kr/m²,4,0,,Aktuel værdi
Rækkehus RRækkehus Æblerosen 20  7190 Billund,7.377.000 kr.,20-12-2022Alm. Salg,98 m² 75.276 kr/m²,4,0,,Aktuel værdi
Rækkehus RRækkehus Æblerosen 18  7190 Billund,7.377.000 kr.,20-12-2022Alm. Salg,98 m² 75.276 kr/m²,4,0,,Aktuel værdi
Rækkehus RRækkehus Æblerosen 9  7190 Billund,7.377.000 kr.,20-12-2022Alm. Salg,91 m² 81.066 kr/m²,3,0,,Aktuel værdi
Rækkehus RRækkehus Æblerosen 11  7190 Billund,7.377.000 kr.,20-12-2022Alm. Salg,91 m² 81.066 kr/m²,3,0,,Aktuel værdi
Rækkehus RRækkehus Æblerosen 31  7190 Billund,7.377.000 kr.,20-12-2022Alm. Salg,98 m² 75.276 kr/m²,4,0,,Aktuel værdi
Rækkehus RRækkehus Æblerosen 37  7190 Billund,7.377.000 kr.,20-12-2022Alm. Salg,98 m² 75.276 kr/m²,4,0,,Aktuel værdi
Rækkehus RRækkehus Æblerosen 33  7190 Billund,7.377.000 kr.,20-12-2022Alm. Salg,98 m² 75.276 kr/m²,4,0,,Aktuel værdi
Rækkehus RRækkehus Æblerosen 16  7190 Billund,7.377.000 kr.,20-12-2022Alm. Salg,98 m² 75.276 kr/m²,4,0,,Aktuel værdi
Rækkehus RRækkehus Æblerosen 19  7190 Billund,7.377.000 kr.,20-12-2022Alm. Salg,91 m² 81.066 kr/m²,3,0,,Aktuel værdi
Rækkehus RRækkehus Æblerosen 7  7190 Billund,7.377.000 kr.,20-12-2022Alm. Salg,91 m² 81.066 kr/m²,3,0,,Aktuel værdi
Rækkehus RRækkehus Æblerosen 10  7190 Billund,7.377.000 kr.,20-12-2022Alm. Salg,98 m² 75.276 kr/m²,4,0,,Aktuel værdi
Rækkehus RRækkehus Æblerosen 5  7190 Billund,7.377.000 kr.,20-12-2022Alm. Salg,91 m² 81.066 kr/m²,3,0,,Aktuel værdi
Rækkehus RRækkehus Æblerosen 8  7190 Billund,7.377.000 kr.,20-12-2022Alm. Salg,98 m² 75.276 kr/m²,4,0,,Aktuel værdi
Rækkehus RRækkehus Æblerosen 14  7190 Billund,7.377.000 kr.,20-12-2022Alm. Salg,98 m² 75.276 kr/m²,4,0,,Aktuel værdi
