Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Funchsvej 2  4600 Køge,6.250.000 kr.,30-12-2022Alm. Salg,158 m² 39.557 kr/m²,5,1946,-4%,Aktuel værdi
Ejerlejlighed EEjerlejlighed Morelhaven 89  4600 Køge,1.815.000 kr.,28-12-2022Alm. Salg,73 m² 24.863 kr/m²,1,2006,-4%,Aktuel værdi
Villa VVilla Nyportstræde 29  4600 Køge,5.400.000 kr.,28-12-2022Alm. Salg,92 m² 58.696 kr/m²,4,2006,-7%,Aktuel værdi
Villa VVilla Brombærvej 12  4600 Køge,3.400.000 kr.,28-12-2022Alm. Salg,158 m² 21.519 kr/m²,5,1968,-15%,Aktuel værdi
Villa VVilla Gummersmarkvej 4  4632 Bjæverskov,7.000.000 kr.,28-12-2022Alm. Salg,236 m² 29.661 kr/m²,7,1999,,Aktuel værdi
Villa VVilla Østergade 12  4623 Lille Skensved,4.400.000 kr.,27-12-2022Andet,115 m² 38.261 kr/m²,4,1914,,Aktuel værdi
Villa VVilla Duehusvej 73  4632 Bjæverskov,3.375.000 kr.,22-12-2022Alm. Salg,118 m² 28.602 kr/m²,4,2002,-3%,Aktuel værdi
Villa VVilla Mosevej 13  4623 Lille Skensved,1.540.000 kr.,22-12-2022Alm. Salg,118 m² 13.051 kr/m²,4,1969,-23%,Aktuel værdi
Villa VVilla Fyrrevej 50  4632 Bjæverskov,2.300.000 kr.,22-12-2022Alm. Salg,136 m² 16.912 kr/m²,4,1977,-8%,Aktuel værdi
Villa VVilla Svalevænget 4  4623 Lille Skensved,5.650.000 kr.,22-12-2022Alm. Salg,200 m² 28.250 kr/m²,5,2017,-4%,Aktuel værdi
Rækkehus RRækkehus Kastanjevej 56  4632 Bjæverskov,1.900.000 kr.,21-12-2022Alm. Salg,132 m² 14.394 kr/m²,4,1980,-5%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Astersvej 31, 2  4600 Køge",3.195.000 kr.,21-12-2022Alm. Salg,122 m² 26.189 kr/m²,5,1961,-13%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Søndre Badevej 6F, st. 1  4600 Køge",4.600.000 kr.,21-12-2022Alm. Salg,97 m² 47.423 kr/m²,3,2018,-2%,Aktuel værdi
Villa VVilla Jasminvej 15  4600 Køge,1.650.000 kr.,20-12-2022Andet,134 m² 12.313 kr/m²,5,1959,,Aktuel værdi
Villa VVilla Byvej 68  4682 Tureby,490.710 kr.,20-12-2022Fam. Salg,68 m² 7.216 kr/m²,2,1887,,Aktuel værdi
Villa VVilla Kibækvænge 6  4600 Køge,3.450.000 kr.,20-12-2022Alm. Salg,151 m² 22.848 kr/m²,5,1968,-1%,Aktuel værdi
Villa VVilla Industrivej 32  4632 Bjæverskov,3.850.000 kr.,18-12-2022Alm. Salg,141 m² 27.305 kr/m²,4,1996,,Aktuel værdi
Villa VVilla Anna Sophiesvej 1  4681 Herfølge,3.495.000 kr.,18-12-2022Alm. Salg,161 m² 21.708 kr/m²,6,1968,-4%,Aktuel værdi
Rækkehus RRækkehus Kastanjehaven 15  4681 Herfølge,2.850.000 kr.,14-12-2022Alm. Salg,134 m² 21.269 kr/m²,4,2019,-5%,Aktuel værdi
Villa VVilla Kildebanken 10  4681 Herfølge,3.200.000 kr.,14-12-2022Alm. Salg,136 m² 23.529 kr/m²,4,1980,-3%,Aktuel værdi
Villa VVilla Vollerslevvej 20  4632 Bjæverskov,2.450.000 kr.,14-12-2022Alm. Salg,206 m² 11.893 kr/m²,6,1930,-2%,Aktuel værdi
Villa VVilla Havbovej 1  4600 Køge,3.900.000 kr.,14-12-2022Alm. Salg,130 m² 30.000 kr/m²,4,1954,,Aktuel værdi
Villa VVilla Spættevænget 8  4623 Lille Skensved,6.042.000 kr.,14-12-2022Alm. Salg,205 m² 29.473 kr/m²,5,2017,,Aktuel værdi
Rækkehus RRækkehus Grønnevej 34B  4600 Køge,2.695.000 kr.,13-12-2022Alm. Salg,95 m² 28.368 kr/m²,3,1997,-4%,Aktuel værdi
Villa VVilla Industrivej 18  4632 Bjæverskov,2.750.000 kr.,13-12-2022Alm. Salg,155 m² 17.742 kr/m²,5,2001,-4%,Aktuel værdi
Rækkehus RRækkehus Valnøddehaven 8  4681 Herfølge,3.300.000 kr.,12-12-2022Alm. Salg,134 m² 24.627 kr/m²,4,2019,-3%,Aktuel værdi
Rækkehus RRækkehus Mølleskrænten 10  4140 Borup,2.450.000 kr.,12-12-2022Alm. Salg,87 m² 28.161 kr/m²,3,2006,0%,Aktuel værdi
Villa VVilla Glentevej 8  4600 Køge,3.025.000 kr.,12-12-2022Alm. Salg,108 m² 28.009 kr/m²,4,1938,-5%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Boholtevej 59, 1. th  4600 Køge",1.390.000 kr.,11-12-2022Alm. Salg,59 m² 23.559 kr/m²,2,1966,-4%,Aktuel værdi
Villa VVilla Tøxensvej 12  4600 Køge,2.337.920 kr.,11-12-2022Alm. Salg,135 m² 17.318 kr/m²,5,1927,,Aktuel værdi
