Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Rækkehus RRækkehus Ved Højmosen 134  2970 Hørsholm,4.950.000 kr.,30-12-2022Alm. Salg,169 m² 29.290 kr/m²,6,1974,-3%,Aktuel værdi
Rækkehus RRækkehus Nygårdsvænget 13  2970 Hørsholm,4.600.000 kr.,27-12-2022Alm. Salg,154 m² 29.870 kr/m²,5,1977,-2%,Aktuel værdi
Villa VVilla Alsvej 87  2970 Hørsholm,950.000 kr.,27-12-2022Fam. Salg,111 m² 8.559 kr/m²,4,1962,,Aktuel værdi
Villa VVilla Lærkevænget 12  2970 Hørsholm,4.300.000 kr.,22-12-2022Alm. Salg,140 m² 30.714 kr/m²,5,1970,-8%,Aktuel værdi
Rækkehus RRækkehus Slotsbakken 97  2970 Hørsholm,2.950.000 kr.,20-12-2022Alm. Salg,98 m² 30.102 kr/m²,3,1986,-8%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Gasværksvej 8, 3. tv  2970 Hørsholm",1.025.000 kr.,20-12-2022Fam. Salg,82 m² 12.500 kr/m²,3,1961,,Aktuel værdi
Villa VVilla Anemonevej 17  2970 Hørsholm,5.250.000 kr.,20-12-2022Alm. Salg,145 m² 36.207 kr/m²,5,1964,-3%,Aktuel værdi
Villa VVilla Hveensvej 3  2950 Vedbæk,20.500.000 kr.,20-12-2022Andet,637 m² 32.182 kr/m²,6,0,,Aktuel værdi
Villa VVilla Hveensvej 3  2950 Vedbæk,20.500.000 kr.,20-12-2022Andet,345 m² 59.420 kr/m²,10,1958,,Aktuel værdi
Rækkehus RRækkehus Lille Pennehave 3  2960 Rungsted Kyst,4.100.000 kr.,19-12-2022Alm. Salg,86 m² 47.674 kr/m²,3,1985,-9%,Aktuel værdi
Villa VVilla Alsvej 99  2970 Hørsholm,3.200.000 kr.,19-12-2022Alm. Salg,110 m² 29.091 kr/m²,3,1961,,Aktuel værdi
Villa VVilla Hasselvej 10  2970 Hørsholm,6.150.000 kr.,19-12-2022Alm. Salg,120 m² 51.250 kr/m²,3,1949,-12%,Aktuel værdi
Rækkehus RRækkehus Poppelvej 20  2970 Hørsholm,3.000.000 kr.,18-12-2022Alm. Salg,111 m² 27.027 kr/m²,4,1962,-14%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Ellevej 14B, 1. tv  2970 Hørsholm",2.150.000 kr.,17-12-2022Alm. Salg,90 m² 23.889 kr/m²,2,1979,-9%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Kammerrådensvej 23, kl. tv  2970 Hørsholm",1.795.000 kr.,17-12-2022Alm. Salg,53 m² 33.868 kr/m²,3,1949,,Aktuel værdi
Rækkehus RRækkehus Ørbækgårds Alle 729  2970 Hørsholm,4.550.000 kr.,15-12-2022Alm. Salg,160 m² 28.438 kr/m²,7,1999,-3%,Aktuel værdi
Villa VVilla Bakkealle 3  2970 Hørsholm,7.995.000 kr.,15-12-2022Alm. Salg,202 m² 39.579 kr/m²,6,1919,,Aktuel værdi
Rækkehus RRækkehus Ørbækgårds Alle 620  2970 Hørsholm,5.625.000 kr.,14-12-2022Alm. Salg,146 m² 38.527 kr/m²,5,1999,-11%,Aktuel værdi
Rækkehus RRækkehus Skovlyvænget 31  2970 Hørsholm,3.750.000 kr.,11-12-2022Alm. Salg,132 m² 28.409 kr/m²,4,1977,-6%,Aktuel værdi
Rækkehus RRækkehus Ved Stampedammen 7  2970 Hørsholm,2.082.500 kr.,11-12-2022Fam. Salg,125 m² 16.660 kr/m²,5,1963,,Aktuel værdi
Villa VVilla Gærdesmuttevej 3  2970 Hørsholm,3.850.000 kr.,11-12-2022Alm. Salg,137 m² 28.102 kr/m²,6,1970,-14%,Aktuel værdi
Villa VVilla Søvang 24  2970 Hørsholm,6.000.000 kr.,10-12-2022Alm. Salg,155 m² 38.710 kr/m²,5,1970,-4%,Aktuel værdi
Rækkehus RRækkehus Mellemvang 14B  2970 Hørsholm,6.500.000 kr.,06-12-2022Alm. Salg,161 m² 40.373 kr/m²,6,1930,-7%,Aktuel værdi
Rækkehus RRækkehus Georginevej 14  2970 Hørsholm,4.650.000 kr.,06-12-2022Alm. Salg,161 m² 28.882 kr/m²,5,1972,-3%,Aktuel værdi
Villa VVilla Hestehaven 11  2960 Rungsted Kyst,7.400.000 kr.,06-12-2022Alm. Salg,172 m² 43.023 kr/m²,6,1960,-7%,Aktuel værdi
Villa VVilla Smidstrupvang 7  2950 Vedbæk,8.000.000 kr.,05-12-2022Alm. Salg,163 m² 49.080 kr/m²,6,1977,-18%,Aktuel værdi
Villa VVilla Smidstrupvang 7  2950 Vedbæk,8.000.000 kr.,05-12-2022Alm. Salg,259 m² 30.888 kr/m²,8,0,-18%,Aktuel værdi
Rækkehus RRækkehus Ørbækgårds Alle 242  2970 Hørsholm,4.100.000 kr.,04-12-2022Alm. Salg,111 m² 36.937 kr/m²,4,2005,-9%,Aktuel værdi
Rækkehus RRækkehus Stenhave Vænge 1  2970 Hørsholm,3.400.000 kr.,04-12-2022Alm. Salg,121 m² 28.099 kr/m²,4,1982,-3%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Gl Hovedgade 22, 2. th  2970 Hørsholm",1.615.000 kr.,04-12-2022Fam. Salg,93 m² 17.366 kr/m²,3,2006,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Ellevej 8B, 1. th  2970 Hørsholm",1.985.000 kr.,30-11-2022Alm. Salg,87 m² 22.816 kr/m²,3,1979,-5%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Mikkelborg Park 5, 2. th  2970 Hørsholm",3.200.000 kr.,30-11-2022Alm. Salg,99 m² 32.323 kr/m²,3,1987,-13%,Aktuel værdi
Villa VVilla Svendsvej 6A  2960 Rungsted Kyst,1.250.000 kr.,29-11-2022Alm. Salg,173 m² 7.225 kr/m²,7,1925,,Aktuel værdi
Villa VVilla Bolbro Villavej 15  2960 Rungsted Kyst,18.950.000 kr.,28-11-2022Andet,252 m² 75.198 kr/m²,8,1907,,Aktuel værdi
Villa VVilla Møllevænget 24A  2970 Hørsholm,18.000.000 kr.,28-11-2022Alm. Salg,253 m² 71.146 kr/m²,5,2017,-3%,Aktuel værdi
Villa VVilla Lars Nielsens Vej 13  2970 Hørsholm,7.300.000 kr.,27-11-2022Alm. Salg,171 m² 42.690 kr/m²,6,1969,-6%,Aktuel værdi
Villa VVilla Vallerød Banevej 44  2960 Rungsted Kyst,12.250.000 kr.,27-11-2022Alm. Salg,293 m² 41.809 kr/m²,6,1926,-12%,Aktuel værdi
Rækkehus RRækkehus Klintevej 9  2970 Hørsholm,3.500.000 kr.,25-11-2022Alm. Salg,76 m² 38.889 kr/m²,5,1950,-9%,Aktuel værdi
Villa VVilla Havevej 18  2970 Hørsholm,4.150.000 kr.,23-11-2022Alm. Salg,101 m² 41.089 kr/m²,4,1962,-8%,Aktuel værdi
Villa VVilla Sophienberg Vænge 1  2960 Rungsted Kyst,6.375.000 kr.,22-11-2022Alm. Salg,111 m² 57.432 kr/m²,4,1952,-9%,Aktuel værdi
Villa VVilla Uldvejen 6  2970 Hørsholm,5.000.000 kr.,21-11-2022Alm. Salg,152 m² 32.895 kr/m²,4,2004,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Ellevej 10B, 2. tv  2970 Hørsholm",1.500.000 kr.,17-11-2022Fam. Salg,88 m² 17.045 kr/m²,2,1979,,Aktuel værdi
