Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Degnebakken 1  6535 Branderup J,500.000 kr.,29-12-2022Alm. Salg,172 m² 2.907 kr/m²,6,2001,,Aktuel værdi
Villa VVilla Hjemstedvej 25  6780 Skærbæk,775.000 kr.,27-12-2022Alm. Salg,188 m² 4.122 kr/m²,3,1840,-3%,Aktuel værdi
Rækkehus RRækkehus Pilevænget 1  6270 Tønder,911.000 kr.,22-12-2022Alm. Salg,79 m² 11.532 kr/m²,4,1964,-4%,Aktuel værdi
Villa VVilla Østergade 32  6240 Løgumkloster,1.600.000 kr.,22-12-2022Alm. Salg,224 m² 7.143 kr/m²,6,1974,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Lillegade 2, st  6270 Tønder",1.400.000 kr.,21-12-2022Alm. Salg,66 m² 21.212 kr/m²,2,1907,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Lillegade 2, 1  6270 Tønder",1.400.000 kr.,21-12-2022Alm. Salg,62 m² 22.581 kr/m²,3,1907,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Lillegade 2, 2  6270 Tønder",1.400.000 kr.,21-12-2022Alm. Salg,60 m² 23.333 kr/m²,1,1907,,Aktuel værdi
Villa VVilla Randerupvej 92  6780 Skærbæk,950.000 kr.,21-12-2022Alm. Salg,136 m² 6.985 kr/m²,4,1972,,Aktuel værdi
Villa VVilla Emmerskevej 17  6270 Tønder,500.000 kr.,21-12-2022Alm. Salg,111 m² 4.505 kr/m²,5,1937,,Aktuel værdi
Villa VVilla Vestervej 40  6792 Rømø,1.150.000 kr.,21-12-2022Fam. Salg,163 m² 7.055 kr/m²,4,1770,,Aktuel værdi
Villa VVilla Ryttervej 32  6270 Tønder,760.000 kr.,21-12-2022Andet,100 m² 7.600 kr/m²,4,1948,,Aktuel værdi
Villa VVilla Over Jerstalvej 224A  6534 Agerskov,650.000 kr.,21-12-2022Alm. Salg,117 m² 5.556 kr/m²,4,1971,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Vestergade 1B  6520 Toftlund,406.000 kr.,20-12-2022Alm. Salg,110 m² 3.691 kr/m²,3,1900,,Aktuel værdi
Villa VVilla Gaden 33  6261 Bredebro,560.000 kr.,20-12-2022Alm. Salg,102 m² 5.490 kr/m²,4,1970,-6%,Aktuel værdi
Villa VVilla Mølletoften 7  6240 Løgumkloster,1.250.000 kr.,19-12-2022Alm. Salg,146 m² 8.562 kr/m²,4,2002,-10%,Aktuel værdi
Villa VVilla Harres 22  6261 Bredebro,649.000 kr.,19-12-2022Alm. Salg,165 m² 3.933 kr/m²,5,1827,,Aktuel værdi
Rækkehus RRækkehus Svinget 7  6270 Tønder,250.000 kr.,18-12-2022Alm. Salg,60 m² 4.167 kr/m²,3,1942,-16%,Aktuel værdi
Villa VVilla Skast 16  6261 Bredebro,3.647.000 kr.,18-12-2022Andet,32 m² 113.969 kr/m²,1,2022,,Aktuel værdi
Villa VVilla Skast 16  6261 Bredebro,3.647.000 kr.,18-12-2022Andet,113 m² 32.274 kr/m²,2,2022,,Aktuel værdi
Villa VVilla Emmerskevej 1  6270 Tønder,880.000 kr.,18-12-2022Fam. Salg,118 m² 7.458 kr/m²,5,1927,,Aktuel værdi
Villa VVilla Sønderhedevej 44  6780 Skærbæk,1.350.000 kr.,18-12-2022Alm. Salg,229 m² 5.895 kr/m²,3,2006,-3%,Aktuel værdi
Villa VVilla Klostergade 21  6240 Løgumkloster,600.000 kr.,17-12-2022Alm. Salg,112 m² 5.357 kr/m²,3,1820,,Aktuel værdi
Villa VVilla Stormstræde 12  6792 Rømø,1.295.000 kr.,16-12-2022Alm. Salg,129 m² 10.039 kr/m²,4,1974,,Aktuel værdi
Villa VVilla Skibbrogade 13  6270 Tønder,1.815.000 kr.,15-12-2022Alm. Salg,129 m² 14.070 kr/m²,5,1984,-4%,Aktuel værdi
Villa VVilla Plantagevej 23  6240 Løgumkloster,695.000 kr.,15-12-2022Alm. Salg,167 m² 4.162 kr/m²,7,1913,,Aktuel værdi
Villa VVilla Trælborgvej 3  6261 Bredebro,400.000 kr.,15-12-2022Alm. Salg,84 m² 4.762 kr/m²,3,1941,,Aktuel værdi
Villa VVilla Havevej 24  6780 Skærbæk,935.000 kr.,14-12-2022Fam. Salg,112 m² 8.348 kr/m²,3,1952,,Aktuel værdi
Villa VVilla Randerupvej 120  6780 Skærbæk,140.000 kr.,14-12-2022Auktion,122 m² 1.148 kr/m²,5,1950,,Aktuel værdi
Villa VVilla Rugfennen 9  6270 Tønder,699.000 kr.,14-12-2022Alm. Salg,111 m² 6.297 kr/m²,3,1976,,Aktuel værdi
Villa VVilla Bredgade 15  6240 Løgumkloster,600.000 kr.,14-12-2022Alm. Salg,187 m² 3.209 kr/m²,6,1931,,Aktuel værdi
"Rækkehus RRækkehus Storegade 5, st  6240 Løgumkloster",835.000 kr.,13-12-2022Alm. Salg,113 m² 7.389 kr/m²,3,1870,-7%,Aktuel værdi
"Rækkehus RRækkehus Storegade 5, 1  6240 Løgumkloster",835.000 kr.,13-12-2022Alm. Salg,184 m² 4.538 kr/m²,5,1870,-7%,Aktuel værdi
Villa VVilla Tved 264  6270 Tønder,1.600.000 kr.,13-12-2022Alm. Salg,112 m² 14.286 kr/m²,3,2002,,Aktuel værdi
Villa VVilla Prilen 32  6280 Højer,550.000 kr.,12-12-2022Alm. Salg,145 m² 3.793 kr/m²,5,1970,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Sønderlandevej 5, st  6270 Tønder",1.750.000 kr.,11-12-2022Alm. Salg,96 m² 18.229 kr/m²,4,1935,-8%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Sønderlandevej 5, 1  6270 Tønder",1.750.000 kr.,11-12-2022Alm. Salg,96 m² 18.229 kr/m²,4,1935,-8%,Aktuel værdi
Villa VVilla Margrethevej 15  6520 Toftlund,300.000 kr.,11-12-2022Fam. Salg,128 m² 2.344 kr/m²,5,1958,,Aktuel værdi
Villa VVilla Egevænget 1  6270 Tønder,825.000 kr.,11-12-2022Alm. Salg,157 m² 5.255 kr/m²,5,1978,-2%,Aktuel værdi
Villa VVilla Danavej 1  6520 Toftlund,410.000 kr.,11-12-2022Alm. Salg,164 m² 2.500 kr/m²,5,1955,-17%,Aktuel værdi
Villa VVilla Skovroysvej 9  6270 Tønder,600.000 kr.,11-12-2022Andet,180 m² 3.333 kr/m²,6,1960,,Aktuel værdi
Villa VVilla Kilen 6  6520 Toftlund,600.000 kr.,08-12-2022Alm. Salg,115 m² 5.217 kr/m²,3,1942,-13%,Aktuel værdi
Villa VVilla Branderupvej 20  6534 Agerskov,225.000 kr.,08-12-2022Alm. Salg,72 m² 3.125 kr/m²,2,1947,-24%,Aktuel værdi
Villa VVilla Sivkrovej 12  6240 Løgumkloster,600.000 kr.,07-12-2022Alm. Salg,97 m² 6.186 kr/m²,3,1910,,Aktuel værdi
Villa VVilla Skast 65  6261 Bredebro,225.000 kr.,07-12-2022Alm. Salg,105 m² 2.143 kr/m²,3,1910,,Aktuel værdi
Villa VVilla Borgvej 5A  6261 Bredebro,1.100.000 kr.,07-12-2022Alm. Salg,180 m² 6.111 kr/m²,6,1970,,Aktuel værdi
Villa VVilla Lindevej 10  6240 Løgumkloster,525.000 kr.,06-12-2022Alm. Salg,126 m² 4.167 kr/m²,4,1978,-5%,Aktuel værdi
Villa VVilla Horupsgade 1  6270 Tønder,1.265.000 kr.,06-12-2022Alm. Salg,114 m² 11.096 kr/m²,5,1923,,Aktuel værdi
Villa VVilla Fasanvej 25  6240 Løgumkloster,1.100.000 kr.,05-12-2022Alm. Salg,172 m² 6.395 kr/m²,5,1978,-8%,Aktuel værdi
Villa VVilla Høllevang 149  6520 Toftlund,575.000 kr.,03-12-2022Alm. Salg,116 m² 4.957 kr/m²,4,1977,-11%,Aktuel værdi
Villa VVilla Granvænget 1  6535 Branderup J,230.000 kr.,03-12-2022Alm. Salg,78 m² 2.949 kr/m²,3,1981,,Aktuel værdi
Rækkehus RRækkehus Skolegade 3  6780 Skærbæk,780.000 kr.,01-12-2022Alm. Salg,96 m² 8.125 kr/m²,3,1990,,Aktuel værdi
Villa VVilla Lergravene 13  6780 Skærbæk,1.345.000 kr.,01-12-2022Alm. Salg,121 m² 11.116 kr/m²,4,1978,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Hellevadvej 7, st  6240 Løgumkloster",550.000 kr.,30-11-2022Alm. Salg,142 m² 3.873 kr/m²,4,1912,-8%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Hellevadvej 7, 1  6240 Løgumkloster",550.000 kr.,30-11-2022Alm. Salg,105 m² 5.238 kr/m²,4,1912,-8%,Aktuel værdi
Villa VVilla Mølleparken 125  6240 Løgumkloster,1.495.000 kr.,30-11-2022Alm. Salg,146 m² 10.240 kr/m²,4,1981,-5%,Aktuel værdi
Villa VVilla Markedsgade 1  6240 Løgumkloster,300.000 kr.,30-11-2022Alm. Salg,99 m² 3.030 kr/m²,3,1800,,Aktuel værdi
Villa VVilla Frifeltvej 4  6780 Skærbæk,520.000 kr.,28-11-2022Alm. Salg,125 m² 4.160 kr/m²,3,1937,-5%,Aktuel værdi
Villa VVilla Slotsgade 10  6240 Løgumkloster,275.000 kr.,28-11-2022Alm. Salg,95 m² 2.895 kr/m²,3,1827,-30%,Aktuel værdi
Villa VVilla Mellemgade 11  6780 Skærbæk,390.000 kr.,28-11-2022Alm. Salg,70 m² 5.571 kr/m²,2,1951,-15%,Aktuel værdi
Villa VVilla Falckvej 12  6780 Skærbæk,325.000 kr.,27-11-2022Alm. Salg,107 m² 3.037 kr/m²,2,1955,,Aktuel værdi
Villa VVilla Skast 45  6261 Bredebro,410.000 kr.,24-11-2022Alm. Salg,171 m² 2.398 kr/m²,5,1959,-9%,Aktuel værdi
Villa VVilla Skovfennen 26  6270 Tønder,550.000 kr.,24-11-2022Alm. Salg,77 m² 7.143 kr/m²,3,1955,,Aktuel værdi
Villa VVilla Koldingvej 10  6520 Toftlund,1.100.000 kr.,24-11-2022Alm. Salg,163 m² 6.748 kr/m²,6,1912,-8%,Aktuel værdi
Rækkehus RRækkehus Tingvej 17A  6780 Skærbæk,550.000 kr.,23-11-2022Alm. Salg,81 m² 6.790 kr/m²,4,1900,-21%,Aktuel værdi
Rækkehus RRækkehus Tingvej 17B  6780 Skærbæk,550.000 kr.,23-11-2022Alm. Salg,125 m² 4.400 kr/m²,3,1900,-21%,Aktuel værdi
