Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Degnevangen 20  2750 Ballerup,3.000.000 kr.,29-12-2022Alm. Salg,140 m² 21.429 kr/m²,4,1973,-6%,Aktuel værdi
Villa VVilla Sommerbuen 24  2750 Ballerup,3.950.000 kr.,28-12-2022Alm. Salg,144 m² 27.431 kr/m²,5,1971,-7%,Aktuel værdi
Villa VVilla Hasselvej 39  2740 Skovlunde,7.500.000 kr.,28-12-2022Alm. Salg,180 m² 41.667 kr/m²,5,2019,-4%,Aktuel værdi
Villa VVilla Lerholmvej 28  2750 Ballerup,3.900.000 kr.,28-12-2022Alm. Salg,128 m² 30.469 kr/m²,5,1965,-2%,Aktuel værdi
Villa VVilla Vibyvej 15  2740 Skovlunde,4.000.000 kr.,28-12-2022Alm. Salg,214 m² 18.692 kr/m²,6,1961,-6%,Aktuel værdi
Villa VVilla Brobyvej 2A  2740 Skovlunde,3.400.000 kr.,22-12-2022Fam. Salg,166 m² 20.482 kr/m²,5,2014,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Bydammen 21, st. tv  2750 Ballerup",9.776.000 kr.,21-12-2022Alm. Salg,75 m² 130.347 kr/m²,2,2021,263%,Aktuel værdi
Villa VVilla Nissedalen 56  2740 Skovlunde,3.700.000 kr.,21-12-2022Alm. Salg,123 m² 30.081 kr/m²,4,1961,-4%,Aktuel værdi
Villa VVilla Ellegårdsvej 13  2750 Ballerup,5.250.000 kr.,20-12-2022Alm. Salg,145 m² 36.207 kr/m²,5,2014,-4%,Aktuel værdi
Rækkehus RRækkehus Nyvangen 34  2750 Ballerup,3.725.000 kr.,19-12-2022Alm. Salg,153 m² 24.346 kr/m²,6,1965,-4%,Aktuel værdi
Villa VVilla Syvendehusvej 12  2750 Ballerup,5.000.000 kr.,19-12-2022Alm. Salg,145 m² 34.483 kr/m²,5,1970,-9%,Aktuel værdi
Rækkehus RRækkehus Kærlodden 7  2760 Måløv,3.450.000 kr.,14-12-2022Alm. Salg,111 m² 31.081 kr/m²,3,1981,,Aktuel værdi
Rækkehus RRækkehus Marbæk Park 32  2750 Ballerup,3.525.000 kr.,14-12-2022Alm. Salg,108 m² 32.639 kr/m²,4,2006,-3%,Aktuel værdi
Villa VVilla Lærkevangen 13  2750 Ballerup,3.850.000 kr.,13-12-2022Alm. Salg,120 m² 32.083 kr/m²,4,1959,-4%,Aktuel værdi
Ejerlejlighed EEjerlejlighed Kornvænget 2A  2750 Ballerup,1.000.000 kr.,12-12-2022Andet,106 m² 9.434 kr/m²,3,1923,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Kornvænget 2B  2750 Ballerup,1.000.000 kr.,12-12-2022Andet,86 m² 11.628 kr/m²,3,1923,,Aktuel værdi
Villa VVilla Nørreskovvej 15  2740 Skovlunde,4.565.000 kr.,12-12-2022Alm. Salg,125 m² 36.520 kr/m²,5,1957,,Aktuel værdi
Villa VVilla Fuglehavevej 54  2750 Ballerup,6.550.000 kr.,08-12-2022Alm. Salg,172 m² 38.081 kr/m²,4,1972,-3%,Aktuel værdi
Villa VVilla Dyrehegnet 22  2740 Skovlunde,3.000.000 kr.,08-12-2022Alm. Salg,94 m² 31.915 kr/m²,4,1972,-19%,Aktuel værdi
Rækkehus RRækkehus Birkeengen 40  2740 Skovlunde,3.300.000 kr.,06-12-2022Alm. Salg,110 m² 30.000 kr/m²,4,1960,-6%,Aktuel værdi
Villa VVilla Stensbyvej 12  2740 Skovlunde,3.800.000 kr.,06-12-2022Alm. Salg,194 m² 19.588 kr/m²,8,1967,-5%,Aktuel værdi
