Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Ballevej 199  8300 Odder,10.710.000 kr.,28-12-2022Fam. Salg,100 m² 107.100 kr/m²,4,1936,,Aktuel værdi
Rækkehus RRækkehus Houvej 6C  8300 Odder,1.525.000 kr.,21-12-2022Alm. Salg,93 m² 16.398 kr/m²,4,1986,-8%,Aktuel værdi
Villa VVilla Skolegade 92  8300 Odder,2.800.000 kr.,21-12-2022Alm. Salg,154 m² 18.182 kr/m²,5,1999,-3%,Aktuel værdi
Villa VVilla Jonasdalen 17  8300 Odder,2.475.000 kr.,20-12-2022Alm. Salg,115 m² 21.522 kr/m²,4,1966,,Aktuel værdi
Villa VVilla Lundevej 29  8300 Odder,2.725.000 kr.,19-12-2022Alm. Salg,214 m² 12.734 kr/m²,6,1976,-6%,Aktuel værdi
Villa VVilla Parkvej 28  8300 Odder,1.300.000 kr.,18-12-2022Fam. Salg,129 m² 10.078 kr/m²,4,1960,,Aktuel værdi
Villa VVilla Drammelstrupvej 135  8300 Odder,3.325.000 kr.,17-12-2022Alm. Salg,209 m² 15.909 kr/m²,6,1885,-5%,Aktuel værdi
Villa VVilla Høghus 46  8300 Odder,2.450.000 kr.,17-12-2022Fam. Salg,220 m² 11.136 kr/m²,5,2017,,Aktuel værdi
Villa VVilla Hou Strandpark 48  8300 Odder,2.810.556 kr.,13-12-2022Alm. Salg,117 m² 24.022 kr/m²,4,2022,1%,Aktuel værdi
Villa VVilla Halen 37  8300 Odder,1.950.000 kr.,13-12-2022Alm. Salg,126 m² 15.476 kr/m²,5,1850,-11%,Aktuel værdi
Villa VVilla Smedegade 105  8300 Odder,2.875.000 kr.,13-12-2022Alm. Salg,195 m² 14.744 kr/m²,6,2008,-7%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Rosensgade 68B, 2. th  8300 Odder",2.285.000 kr.,11-12-2022Alm. Salg,134 m² 17.052 kr/m²,3,1981,-4%,Aktuel værdi
Villa VVilla Hou Strandpark 7  8300 Odder,2.350.000 kr.,11-12-2022Andet,126 m² 18.651 kr/m²,4,2011,,Aktuel værdi
Villa VVilla Askelunden 9  8300 Odder,2.645.000 kr.,10-12-2022Fam. Salg,165 m² 16.030 kr/m²,5,1993,,Aktuel værdi
Villa VVilla Hou Strandpark 46A  8300 Odder,2.795.000 kr.,08-12-2022Alm. Salg,117 m² 23.889 kr/m²,4,2022,,Aktuel værdi
Villa VVilla Splidholmvej 11  8300 Odder,3.867.500 kr.,08-12-2022Fam. Salg,246 m² 15.722 kr/m²,4,0,,Aktuel værdi
Villa VVilla Skolegade 19  8300 Odder,1.400.000 kr.,06-12-2022Alm. Salg,109 m² 12.844 kr/m²,4,1952,,Aktuel værdi
Villa VVilla Egevej 1A  8300 Odder,1.300.000 kr.,06-12-2022Fam. Salg,137 m² 9.489 kr/m²,4,1974,,Aktuel værdi
Villa VVilla Bilsbækvej 147  8300 Odder,11.500.000 kr.,06-12-2022Alm. Salg,222 m² 51.802 kr/m²,5,1887,,Aktuel værdi
Villa VVilla Solbrinken 37  8300 Odder,1.750.000 kr.,04-12-2022Alm. Salg,197 m² 8.883 kr/m²,7,1978,-8%,Aktuel værdi
Villa VVilla Ankjær 331  8300 Odder,2.600.000 kr.,04-12-2022Alm. Salg,189 m² 13.757 kr/m²,6,1980,-4%,Aktuel værdi
Villa VVilla Rens Mark 8  8300 Odder,1.100.000 kr.,04-12-2022Alm. Salg,243 m² 4.527 kr/m²,5,0,,Aktuel værdi
Villa VVilla Rørthvej 47  8300 Odder,2.395.000 kr.,01-12-2022Alm. Salg,158 m² 15.158 kr/m²,6,1931,,Aktuel værdi
Villa VVilla Eriksmindevej 20  8300 Odder,743.750 kr.,30-11-2022Fam. Salg,153 m² 4.861 kr/m²,6,1875,,Aktuel værdi
Villa VVilla Eriksmindevej 20  8300 Odder,743.750 kr.,30-11-2022Fam. Salg,198 m² 3.756 kr/m²,5,0,,Aktuel værdi
Villa VVilla Overskov 14  8300 Odder,5.700.000 kr.,30-11-2022Alm. Salg,216 m² 26.389 kr/m²,4,2021,,Aktuel værdi
Villa VVilla Mejsevej 14  8300 Odder,2.200.000 kr.,27-11-2022Alm. Salg,135 m² 16.296 kr/m²,5,1964,,Aktuel værdi
Villa VVilla Borgbjergalle 16  8300 Odder,1.230.000 kr.,24-11-2022Alm. Salg,87 m² 14.138 kr/m²,2,1957,,Aktuel værdi
Villa VVilla Søkrogen 13  8300 Odder,2.225.000 kr.,23-11-2022Alm. Salg,118 m² 18.856 kr/m²,4,2001,-3%,Aktuel værdi
Villa VVilla Rens Mark 16  8300 Odder,1.400.150 kr.,23-11-2022Alm. Salg,241 m² 5.810 kr/m²,7,0,0%,Aktuel værdi
Villa VVilla Blichersvej 26  8300 Odder,1.217.500 kr.,17-11-2022Alm. Salg,137 m² 8.887 kr/m²,4,1852,-3%,Aktuel værdi
Villa VVilla Gl.Bygade 5  8300 Odder,800.000 kr.,17-11-2022Alm. Salg,141 m² 5.674 kr/m²,6,1900,-20%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Murervej 2, st  8300 Odder",1.200.000 kr.,15-11-2022Alm. Salg,110 m² 10.909 kr/m²,4,1907,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Murervej 2, 1  8300 Odder",1.200.000 kr.,15-11-2022Alm. Salg,78 m² 15.385 kr/m²,3,1907,,Aktuel værdi
Villa VVilla Aahavevej 1C  8300 Odder,1.750.000 kr.,14-11-2022Alm. Salg,112 m² 15.625 kr/m²,4,1987,-8%,Aktuel værdi
Villa VVilla Assedrupvej 111  8300 Odder,3.750.000 kr.,13-11-2022Andet,211 m² 17.773 kr/m²,7,1906,,Aktuel værdi
Villa VVilla Hou Strandpark 44A  8300 Odder,2.846.714 kr.,10-11-2022Alm. Salg,117 m² 24.331 kr/m²,4,2022,2%,Aktuel værdi
