Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Granvej 42A  4760 Vordingborg,1.700.000 kr.,30-12-2022Alm. Salg,132 m² 12.879 kr/m²,5,1969,-3%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Algade 86A, 1  4760 Vordingborg",1.725.000 kr.,29-12-2022Alm. Salg,60 m² 28.750 kr/m²,2,1890,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Algade 86C  4760 Vordingborg,1.725.000 kr.,29-12-2022Alm. Salg,61 m² 28.279 kr/m²,2,1960,,Aktuel værdi
Villa VVilla Købmagergade 23  4760 Vordingborg,660.000 kr.,28-12-2022Alm. Salg,61 m² 10.820 kr/m²,3,1878,,Aktuel værdi
Villa VVilla Dueurtvej 12  4750 Lundby,735.000 kr.,28-12-2022Fam. Salg,153 m² 4.804 kr/m²,5,1980,,Aktuel værdi
Villa VVilla Sct.Clemensvej 60  4760 Vordingborg,1.495.000 kr.,28-12-2022Alm. Salg,160 m² 9.344 kr/m²,5,1912,,Aktuel værdi
Villa VVilla Vordingborgvej 46  4773 Stensved,1.609.500 kr.,27-12-2022Fam. Salg,244 m² 6.596 kr/m²,9,1928,,Aktuel værdi
Villa VVilla Søtoftsvej 24  4720 Præstø,1.600.000 kr.,26-12-2022Fam. Salg,117 m² 13.675 kr/m²,4,1950,,Aktuel værdi
Villa VVilla Vibevej 5A  4773 Stensved,675.000 kr.,26-12-2022Alm. Salg,123 m² 5.488 kr/m²,3,1963,-15%,Aktuel værdi
Villa VVilla Søvænget 30  4780 Stege,637.500 kr.,24-12-2022Fam. Salg,145 m² 4.397 kr/m²,6,1968,,Aktuel værdi
Villa VVilla Ugledigevej 119  4760 Vordingborg,775.000 kr.,23-12-2022Alm. Salg,92 m² 8.424 kr/m²,4,1962,-13%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Skoleparken 4, 2. 3  4760 Vordingborg",330.000 kr.,22-12-2022Alm. Salg,34 m² 9.706 kr/m²,1,1971,,Aktuel værdi
Villa VVilla Østerskovvej 49  4793 Bogø By,146.666 kr.,22-12-2022Alm. Salg,112 m² 1.310 kr/m²,5,1875,,Aktuel værdi
Villa VVilla Ny Vordingborgvej 43  4771 Kalvehave,1.150.000 kr.,21-12-2022Alm. Salg,138 m² 8.333 kr/m²,3,1947,,Aktuel værdi
Villa VVilla Elmealle 33  4760 Vordingborg,600.000 kr.,21-12-2022Alm. Salg,106 m² 5.660 kr/m²,5,1943,,Aktuel værdi
Villa VVilla Kastrupvej 5  4760 Vordingborg,850.000 kr.,21-12-2022Alm. Salg,216 m² 3.935 kr/m²,5,1910,,Aktuel værdi
Villa VVilla Akacievænget 1  4780 Stege,1.100.000 kr.,20-12-2022Alm. Salg,135 m² 8.148 kr/m²,5,1979,-8%,Aktuel værdi
Villa VVilla Jungshovedvej 100  4720 Præstø,500.000 kr.,20-12-2022Alm. Salg,100 m² 5.000 kr/m²,3,1917,,Aktuel værdi
Villa VVilla Viemose Gade 56  4771 Kalvehave,2.350.000 kr.,20-12-2022Alm. Salg,290 m² 8.103 kr/m²,10,1878,-4%,Aktuel værdi
Villa VVilla Grumløsevej 78  4750 Lundby,1.100.000 kr.,20-12-2022Alm. Salg,165 m² 6.667 kr/m²,5,1906,-8%,Aktuel værdi
