Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Tigervej 5  8400 Ebeltoft,280.000 kr.,29-12-2022Alm. Salg,180 m² 1.556 kr/m²,8,2023,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Havnevej 10E, 1  8400 Ebeltoft",2.700.000 kr.,28-12-2022Alm. Salg,133 m² 20.301 kr/m²,3,2007,-7%,Aktuel værdi
Villa VVilla Park Alle 17  8550 Ryomgård,1.570.000 kr.,27-12-2022Alm. Salg,165 m² 9.515 kr/m²,10,1966,-8%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Byvej 2, 1. th  8543 Hornslet",6.300.000 kr.,26-12-2022Andet,95 m² 66.316 kr/m²,3,1962,,Aktuel værdi
Villa VVilla Holmbjergvej 81  8420 Knebel,1.450.000 kr.,22-12-2022Alm. Salg,137 m² 10.584 kr/m²,4,1970,-14%,Aktuel værdi
Villa VVilla Molsvej 78  8410 Rønde,700.000 kr.,22-12-2022Alm. Salg,191 m² 3.665 kr/m²,5,1937,-18%,Aktuel værdi
Rækkehus RRækkehus Baunehøjparken 64  8410 Rønde,800.000 kr.,21-12-2022Alm. Salg,153 m² 5.229 kr/m²,6,0,,Aktuel værdi
Villa VVilla Møllestedet 12  8543 Hornslet,7.100.000 kr.,21-12-2022Alm. Salg,281 m² 25.267 kr/m²,5,2011,-5%,Aktuel værdi
Villa VVilla Bakkedraget 3  8560 Kolind,1.000.000 kr.,20-12-2022Alm. Salg,160 m² 6.250 kr/m²,6,1964,-16%,Aktuel værdi
Villa VVilla Esby Bygade 11  8420 Knebel,420.108 kr.,20-12-2022Alm. Salg,80 m² 5.251 kr/m²,3,1927,,Aktuel værdi
Villa VVilla Østenfjeldvej 11  8581 Nimtofte,15.990.500 kr.,20-12-2022Fam. Salg,143 m² 111.822 kr/m²,6,1929,,Aktuel værdi
Villa VVilla Krogsbækvej 3  8543 Hornslet,200.000 kr.,19-12-2022Alm. Salg,93 m² 2.151 kr/m²,3,1857,,Aktuel værdi
Villa VVilla Egsmark Høje 12  8400 Ebeltoft,1.187.500 kr.,18-12-2022Fam. Salg,114 m² 10.417 kr/m²,4,2006,,Aktuel værdi
Villa VVilla Søparken 7  8550 Ryomgård,2.650.000 kr.,17-12-2022Alm. Salg,188 m² 14.096 kr/m²,4,2007,-5%,Aktuel værdi
Rækkehus RRækkehus Gåsesvinget 12  8410 Rønde,2.200.000 kr.,15-12-2022Alm. Salg,119 m² 18.487 kr/m²,3,2006,-4%,Aktuel værdi
Villa VVilla Mosesvinget 16  8400 Ebeltoft,1.250.000 kr.,14-12-2022Fam. Salg,127 m² 9.843 kr/m²,4,1997,,Aktuel værdi
Villa VVilla Solbrinken 8  8400 Ebeltoft,480.000 kr.,14-12-2022Fam. Salg,84 m² 5.714 kr/m²,3,1985,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Bakkehegnet 2, st. tv  8400 Ebeltoft",445.000 kr.,13-12-2022Alm. Salg,32 m² 13.906 kr/m²,1,1965,-4%,Aktuel værdi
