Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Lykkebrovej 1  4672 Klippinge,680.028 kr.,30-12-2022Andet,291 m² 2.337 kr/m²,6,1920,,Aktuel værdi
Villa VVilla Strøby Bygade 18  4671 Strøby,1.250.000 kr.,30-12-2022Alm. Salg,120 m² 10.417 kr/m²,4,1877,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Vestergade 6, 1. tv  4660 Store Heddinge",433.500 kr.,29-12-2022Fam. Salg,66 m² 6.568 kr/m²,2,1970,,Aktuel værdi
Villa VVilla Opalvej 22  4600 Køge,1.657.500 kr.,27-12-2022Fam. Salg,120 m² 13.813 kr/m²,4,1999,,Aktuel værdi
Villa VVilla Skovvangsvej 32  4600 Køge,2.200.000 kr.,27-12-2022Fam. Salg,143 m² 15.385 kr/m²,5,1964,,Aktuel værdi
Villa VVilla Bjælkerupvej 26  4660 Store Heddinge,975.000 kr.,27-12-2022Alm. Salg,98 m² 9.949 kr/m²,3,1945,-2%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Vestergade 19, st. tv  4660 Store Heddinge",1.600.000 kr.,26-12-2022Alm. Salg,90 m² 17.778 kr/m²,3,1857,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Vestergade 19, st. th  4660 Store Heddinge",1.600.000 kr.,26-12-2022Alm. Salg,230 m² 6.957 kr/m²,9,1857,,Aktuel værdi
Rækkehus RRækkehus Bredgade 14B  4652 Hårlev,900.000 kr.,21-12-2022Alm. Salg,69 m² 13.043 kr/m²,2,1983,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Elvervangen 1I, 1  4652 Hårlev",880.000 kr.,20-12-2022Alm. Salg,63 m² 13.968 kr/m²,2,2002,-2%,Aktuel værdi
Villa VVilla Pinjevej 47  4600 Køge,1.600.000 kr.,20-12-2022Fam. Salg,160 m² 10.000 kr/m²,5,1971,,Aktuel værdi
Villa VVilla Trykkervej 4  4660 Store Heddinge,4.300.000 kr.,20-12-2022Alm. Salg,155 m² 27.742 kr/m²,5,1989,,Aktuel værdi
Villa VVilla Kappelkærvej 2  4660 Store Heddinge,684.612 kr.,20-12-2022Andet,152 m² 4.504 kr/m²,6,1960,,Aktuel værdi
Villa VVilla Stevnsvej 74  4600 Køge,3.000.000 kr.,20-12-2022Alm. Salg,157 m² 13.825 kr/m²,5,1907,,Aktuel værdi
Villa VVilla Nygade 3  4672 Klippinge,770.000 kr.,19-12-2022Alm. Salg,117 m² 6.581 kr/m²,4,1935,-14%,Aktuel værdi
Villa VVilla Dyndledsvej 4  4652 Hårlev,1.000.000 kr.,15-12-2022Fam. Salg,162 m² 6.173 kr/m²,6,1897,,Aktuel værdi
Villa VVilla Blåklokkevej 33  4600 Køge,3.997.000 kr.,14-12-2022Alm. Salg,155 m² 25.787 kr/m²,5,2013,-7%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Algade 12A, 2. th  4660 Store Heddinge",690.000 kr.,13-12-2022Alm. Salg,62 m² 11.129 kr/m²,2,1849,-13%,Aktuel værdi
Villa VVilla Kirkebjergvej 19  4673 Rødvig Stevns,1.550.000 kr.,13-12-2022Alm. Salg,144 m² 10.764 kr/m²,5,1986,,Aktuel værdi
Villa VVilla Præstegårdsvej 4  4660 Store Heddinge,2.500.000 kr.,13-12-2022Alm. Salg,145 m² 17.241 kr/m²,5,1959,-5%,Aktuel værdi
Villa VVilla Lerskovvej 11  4652 Hårlev,1.600.000 kr.,12-12-2022Alm. Salg,151 m² 10.596 kr/m²,3,1877,-6%,Aktuel værdi
Villa VVilla Gåsemurevej 20  4600 Køge,4.943.000 kr.,06-12-2022Alm. Salg,184 m² 26.864 kr/m²,6,2017,-1%,Aktuel værdi
Villa VVilla Bovangen 38  4660 Store Heddinge,977.500 kr.,30-11-2022Fam. Salg,115 m² 8.500 kr/m²,4,1987,,Aktuel værdi
Villa VVilla Falkevej 4  4672 Klippinge,3.135.000 kr.,29-11-2022Alm. Salg,192 m² 16.328 kr/m²,5,1800,-4%,Aktuel værdi
Villa VVilla Brovej 4  4652 Hårlev,325.000 kr.,29-11-2022Fam. Salg,90 m² 3.611 kr/m²,2,1882,,Aktuel værdi
Villa VVilla Algade 40  4660 Store Heddinge,1.100.000 kr.,29-11-2022Alm. Salg,172 m² 6.395 kr/m²,7,1722,-21%,Aktuel værdi
Villa VVilla Sigerslevvej 59  4660 Store Heddinge,312.500 kr.,29-11-2022Alm. Salg,125 m² 1.953 kr/m²,5,1850,,Aktuel værdi
Rækkehus RRækkehus Bobakken 18  4652 Hårlev,2.600.000 kr.,28-11-2022Alm. Salg,122 m² 21.311 kr/m²,4,2018,-2%,Aktuel værdi
Villa VVilla Højgårdsvej 2  4660 Store Heddinge,923.270 kr.,28-11-2022Andet,138 m² 6.690 kr/m²,5,1902,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Lodsvej 17, st  4673 Rødvig Stevns",1.630.000 kr.,21-11-2022Alm. Salg,61 m² 26.721 kr/m²,2,1877,-1%,Aktuel værdi
Villa VVilla Rosenvangen 4  4660 Store Heddinge,1.445.000 kr.,21-11-2022Alm. Salg,104 m² 13.894 kr/m²,3,2003,-3%,Aktuel værdi
Rækkehus RRækkehus Høvdingegården 3  4652 Hårlev,2.450.000 kr.,20-11-2022Andet,115 m² 21.304 kr/m²,4,2018,,Aktuel værdi
Villa VVilla Holtug Strandvej 48  4660 Store Heddinge,323.167 kr.,20-11-2022Alm. Salg,107 m² 3.020 kr/m²,3,1911,,Aktuel værdi
Villa VVilla Vesterbro 15  4660 Store Heddinge,1.875.000 kr.,18-11-2022Alm. Salg,175 m² 10.714 kr/m²,3,1927,-6%,Aktuel værdi
Villa VVilla Skørengen Vest 17  4660 Store Heddinge,1.420.000 kr.,17-11-2022Alm. Salg,84 m² 16.905 kr/m²,2,1800,-5%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Jernbanegade 9, st. tv  4660 Store Heddinge",550.000 kr.,15-11-2022Alm. Salg,75 m² 7.333 kr/m²,2,1885,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Jernbanegade 9, 1. th  4660 Store Heddinge",599.000 kr.,14-11-2022Alm. Salg,66 m² 9.076 kr/m²,3,1885,,Aktuel værdi
Villa VVilla Borgergade 9  4672 Klippinge,800.000 kr.,13-11-2022Alm. Salg,160 m² 5.000 kr/m²,4,1899,-11%,Aktuel værdi
Villa VVilla Borgergade 9A  4672 Klippinge,800.000 kr.,13-11-2022Alm. Salg,88 m² 9.091 kr/m²,3,1899,-11%,Aktuel værdi
Rækkehus RRækkehus Strøby Bygade 30B  4671 Strøby,1.475.000 kr.,08-11-2022Alm. Salg,88 m² 16.761 kr/m²,3,1908,-11%,Aktuel værdi
Villa VVilla Sigerslevvej 43  4660 Store Heddinge,1.125.000 kr.,07-11-2022Alm. Salg,141 m² 7.979 kr/m²,5,1910,-6%,Aktuel værdi
Villa VVilla Rosenvangen 25  4660 Store Heddinge,2.200.000 kr.,07-11-2022Alm. Salg,139 m² 15.827 kr/m²,5,2006,-2%,Aktuel værdi
Villa VVilla Cypresvej 10  4600 Køge,3.000.000 kr.,06-11-2022Alm. Salg,150 m² 20.000 kr/m²,4,1971,,Aktuel værdi
Villa VVilla Engmarksvej 2  4660 Store Heddinge,487.000 kr.,05-11-2022Alm. Salg,63 m² 7.730 kr/m²,3,1953,-11%,Aktuel værdi
Rækkehus RRækkehus Erikstrupvej 2  4660 Store Heddinge,620.000 kr.,04-11-2022Alm. Salg,95 m² 6.526 kr/m²,4,1820,-11%,Aktuel værdi
Villa VVilla Vedskøllevej 104  4600 Køge,2.000.000 kr.,04-11-2022Alm. Salg,188 m² 10.638 kr/m²,7,1879,,Aktuel værdi
Rækkehus RRækkehus Rugvænget 5B  4660 Store Heddinge,1.100.000 kr.,26-10-2022Alm. Salg,55 m² 20.000 kr/m²,2,1972,-10%,Aktuel værdi
Villa VVilla Bakkevej 2  4673 Rødvig Stevns,1.300.000 kr.,24-10-2022Alm. Salg,92 m² 14.130 kr/m²,3,1962,-7%,Aktuel værdi
Villa VVilla Engvangsvej 21  4600 Køge,2.750.000 kr.,23-10-2022Alm. Salg,150 m² 18.333 kr/m²,5,1976,-8%,Aktuel værdi
Villa VVilla Vinkelvej 24  4673 Rødvig Stevns,2.550.000 kr.,18-10-2022Alm. Salg,136 m² 18.750 kr/m²,4,1979,-7%,Aktuel værdi
Villa VVilla Brinken 6B  4600 Køge,4.425.000 kr.,13-10-2022Alm. Salg,156 m² 28.365 kr/m²,5,1906,,Aktuel værdi
Villa VVilla Møllevænget 26  4660 Store Heddinge,1.495.000 kr.,12-10-2022Alm. Salg,115 m² 13.000 kr/m²,4,1972,-6%,Aktuel værdi
Villa VVilla Skovvangsvej 42  4600 Køge,1.900.000 kr.,10-10-2022Alm. Salg,121 m² 15.702 kr/m²,3,1968,-13%,Aktuel værdi
Villa VVilla Møllevænget 12  4660 Store Heddinge,1.275.000 kr.,10-10-2022Alm. Salg,115 m² 11.087 kr/m²,4,1972,-9%,Aktuel værdi
Villa VVilla Rosenvangen 22  4660 Store Heddinge,2.200.000 kr.,10-10-2022Alm. Salg,145 m² 15.172 kr/m²,4,2006,-4%,Aktuel værdi
Villa VVilla Kystvejen 180  4671 Strøby,6.350.000 kr.,07-10-2022Alm. Salg,88 m² 72.159 kr/m²,3,1972,-8%,Aktuel værdi
Villa VVilla Nymøllevej 19  4652 Hårlev,850.000 kr.,05-10-2022Fam. Salg,105 m² 8.095 kr/m²,3,1962,,Aktuel værdi
"Rækkehus RRækkehus Kystvejen 266A, st. th  4671 Strøby",1.975.000 kr.,04-10-2022Fam. Salg,179 m² 11.034 kr/m²,3,1827,,Aktuel værdi
Villa VVilla Korsnæbsvej 6  4673 Rødvig Stevns,1.150.000 kr.,04-10-2022Alm. Salg,88 m² 13.068 kr/m²,3,1959,-11%,Aktuel værdi
Villa VVilla Høvdingegården 8  4652 Hårlev,3.495.000 kr.,02-10-2022Alm. Salg,160 m² 21.844 kr/m²,9,2011,,Aktuel værdi
Rækkehus RRækkehus Stivangen 40  4660 Store Heddinge,2.250.000 kr.,30-09-2022Alm. Salg,104 m² 21.635 kr/m²,4,2021,,Aktuel værdi
Villa VVilla Ravnsvej 3  4652 Hårlev,1.750.000 kr.,30-09-2022Alm. Salg,128 m² 13.672 kr/m²,4,1906,-8%,Aktuel værdi
Villa VVilla Ravnsvej 12  4652 Hårlev,2.650.000 kr.,29-09-2022Alm. Salg,220 m² 12.045 kr/m²,7,1900,-5%,Aktuel værdi
Villa VVilla Vindspinderivej 34  4671 Strøby,1.295.000 kr.,28-09-2022Alm. Salg,94 m² 13.777 kr/m²,3,1880,,Aktuel værdi
Villa VVilla Strøby Bygade 39  4671 Strøby,707.000 kr.,27-09-2022Fam. Salg,149 m² 4.745 kr/m²,5,1895,,Aktuel værdi
