Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Ejerlejlighed EEjerlejlighed Tscherningsgade 4A  3300 Frederiksværk,13.135.000 kr.,30-12-2022Alm. Salg,80 m² 164.188 kr/m²,3,2008,,Aktuel værdi
Villa VVilla Nyvej 145  3300 Frederiksværk,2.600.000 kr.,30-12-2022Alm. Salg,145 m² 17.931 kr/m²,3,1954,,Aktuel værdi
Villa VVilla Stangbakken 6  3390 Hundested,1.550.000 kr.,26-12-2022Alm. Salg,85 m² 18.235 kr/m²,3,1942,-9%,Aktuel værdi
Villa VVilla Nørrevangen 20  3300 Frederiksværk,1.600.000 kr.,25-12-2022Alm. Salg,125 m² 12.800 kr/m²,4,1976,-11%,Aktuel værdi
Villa VVilla Rosenvænget 4  3390 Hundested,895.000 kr.,21-12-2022Alm. Salg,96 m² 9.323 kr/m²,4,1956,-10%,Aktuel værdi
Villa VVilla Sportsvej 13  3390 Hundested,3.015.000 kr.,20-12-2022Alm. Salg,108 m² 27.917 kr/m²,5,1936,12%,Aktuel værdi
Rækkehus RRækkehus Vibehus Have 26  3390 Hundested,1.800.000 kr.,19-12-2022Alm. Salg,88 m² 20.455 kr/m²,3,2002,13%,Aktuel værdi
Villa VVilla Gl Kikhavnvej 26  3390 Hundested,697.000 kr.,19-12-2022Fam. Salg,102 m² 6.833 kr/m²,5,1956,,Aktuel værdi
Villa VVilla Møllekrogen 15  3370 Melby,2.075.000 kr.,19-12-2022Alm. Salg,126 m² 16.468 kr/m²,4,1962,-5%,Aktuel værdi
Rækkehus RRækkehus Elverdamsvej 8B  3300 Frederiksværk,2.195.000 kr.,18-12-2022Fam. Salg,138 m² 15.906 kr/m²,4,1980,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Læssevejen 2, st. tv  3390 Hundested",2.650.000 kr.,18-12-2022Alm. Salg,99 m² 26.768 kr/m²,4,2016,,Aktuel værdi
Villa VVilla Bakkebjerg 8  3390 Hundested,1.350.000 kr.,18-12-2022Alm. Salg,101 m² 13.366 kr/m²,4,1960,-10%,Aktuel værdi
Villa VVilla Enghavevej 6  3300 Frederiksværk,1.800.000 kr.,17-12-2022Alm. Salg,103 m² 17.476 kr/m²,6,1895,,Aktuel værdi
Villa VVilla Præsthøjvej 21  3300 Frederiksværk,3.253.000 kr.,15-12-2022Alm. Salg,112 m² 29.045 kr/m²,5,1941,2%,Aktuel værdi
Villa VVilla Rypevej 11  3300 Frederiksværk,1.600.000 kr.,14-12-2022Fam. Salg,151 m² 10.596 kr/m²,5,1977,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Tscherningsgade 4N  3300 Frederiksværk,1.645.000 kr.,12-12-2022Alm. Salg,65 m² 25.308 kr/m²,3,2012,,Aktuel værdi
Villa VVilla Smallegade 32  3390 Hundested,4.800.000 kr.,12-12-2022Alm. Salg,34 m² 141.176 kr/m²,2,1920,,Aktuel værdi
Rækkehus RRækkehus Bjørnebakken 33  3390 Hundested,1.645.000 kr.,11-12-2022Alm. Salg,99 m² 16.616 kr/m²,3,1976,,Aktuel værdi
Villa VVilla Sømærkevej 5  3300 Frederiksværk,2.750.000 kr.,11-12-2022Alm. Salg,134 m² 20.522 kr/m²,4,2001,-2%,Aktuel værdi
Villa VVilla Vinderød Skov 97  3300 Frederiksværk,1.215.000 kr.,08-12-2022Alm. Salg,96 m² 12.656 kr/m²,4,1938,-6%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Krudttårnsbakken 1, st. mf  3300 Frederiksværk",2.250.000 kr.,07-12-2022Alm. Salg,91 m² 24.725 kr/m²,3,2003,-1%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Bagerstræde 3B, 1. tv  3300 Frederiksværk",1.180.000 kr.,05-12-2022Alm. Salg,71 m² 16.620 kr/m²,2,1999,,Aktuel værdi
Villa VVilla Gerdasvej 3  3360 Liseleje,1.975.000 kr.,05-12-2022Alm. Salg,117 m² 16.880 kr/m²,4,1971,-1%,Aktuel værdi
