Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Røsnæsvej 209  4400 Kalundborg,2.600.000 kr.,29-12-2022Andet,199 m² 13.065 kr/m²,6,1800,,Aktuel værdi
Rækkehus RRækkehus Firhøjvej 19B  4460 Snertinge,185.000 kr.,28-12-2022Alm. Salg,132 m² 1.402 kr/m²,5,0,-5%,Aktuel værdi
Rækkehus RRækkehus Firhøjvej 19A  4460 Snertinge,185.000 kr.,28-12-2022Alm. Salg,132 m² 1.402 kr/m²,5,0,-5%,Aktuel værdi
Villa VVilla Eskebjergvej 40  4593 Eskebjerg,305.000 kr.,28-12-2022Alm. Salg,170 m² 1.794 kr/m²,6,2017,9%,Aktuel værdi
Villa VVilla Hallenslevvej 36  4281 Gørlev,850.000 kr.,27-12-2022Alm. Salg,208 m² 4.087 kr/m²,6,1925,,Aktuel værdi
Villa VVilla Vesterled 11  4470 Svebølle,572.500 kr.,27-12-2022Fam. Salg,101 m² 5.668 kr/m²,3,1964,,Aktuel værdi
Villa VVilla Flinterupvej 46  4480 Store Fuglede,950.000 kr.,27-12-2022Alm. Salg,94 m² 10.106 kr/m²,3,1966,,Aktuel værdi
Villa VVilla Holbækvej 81  4400 Kalundborg,755.000 kr.,27-12-2022Alm. Salg,110 m² 6.864 kr/m²,4,1930,-10%,Aktuel værdi
Villa VVilla Tjørnebjergvej 10  4470 Svebølle,1.370.000 kr.,22-12-2022Alm. Salg,130 m² 10.538 kr/m²,5,1981,-6%,Aktuel værdi
Villa VVilla Folehaven 3  4281 Gørlev,750.000 kr.,22-12-2022Alm. Salg,120 m² 6.250 kr/m²,4,1971,-25%,Aktuel værdi
Villa VVilla Bygaden 3  4490 Jerslev Sjælland,800.000 kr.,21-12-2022Fam. Salg,189 m² 4.233 kr/m²,9,1800,,Aktuel værdi
Villa VVilla Skrænten 4  4490 Jerslev Sjælland,504.000 kr.,20-12-2022Alm. Salg,95 m² 5.305 kr/m²,4,1900,,Aktuel værdi
Villa VVilla Bøgelundsvej 43  4400 Kalundborg,785.500 kr.,20-12-2022Fam. Salg,158 m² 4.972 kr/m²,5,1974,,Aktuel værdi
Villa VVilla Gl Nyrupvej 3  4400 Kalundborg,897.500 kr.,20-12-2022Alm. Salg,175 m² 5.129 kr/m²,6,1967,-50%,Aktuel værdi
Villa VVilla Gl Nyrupvej 3B  4400 Kalundborg,897.500 kr.,20-12-2022Alm. Salg,41 m² 21.890 kr/m²,1,1967,-50%,Aktuel værdi
Villa VVilla Sydskrænten 12  4400 Kalundborg,850.000 kr.,20-12-2022Alm. Salg,142 m² 5.986 kr/m²,4,1974,,Aktuel værdi
Villa VVilla Aldersrovej 7  4400 Kalundborg,1.005.000 kr.,20-12-2022Alm. Salg,131 m² 7.672 kr/m²,4,1971,-8%,Aktuel værdi
