Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Rosenhaven 110  2980 Kokkedal,3.625.000 kr.,29-12-2022Alm. Salg,145 m² 25.000 kr/m²,4,1978,-7%,Aktuel værdi
Rækkehus RRækkehus Kullabergvej 12  3050 Humlebæk,5.500.000 kr.,27-12-2022Alm. Salg,154 m² 35.714 kr/m²,5,1989,-8%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Langelunden 9, 2. mf  2990 Nivå",750.000 kr.,27-12-2022Alm. Salg,42 m² 17.857 kr/m²,1,1971,-11%,Aktuel værdi
Rækkehus RRækkehus Bregnevænget 32  3050 Humlebæk,2.800.000 kr.,22-12-2022Alm. Salg,105 m² 26.667 kr/m²,3,1977,-15%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Mellemengen 7, 3. tv  2980 Kokkedal",1.125.000 kr.,22-12-2022Alm. Salg,70 m² 16.071 kr/m²,2,1978,-13%,Aktuel værdi
Villa VVilla Vejenbrødvej 7  2980 Kokkedal,4.500.000 kr.,22-12-2022Fam. Salg,178 m² 25.281 kr/m²,5,1997,,Aktuel værdi
Rækkehus RRækkehus Åtoften 74  2990 Nivå,2.750.000 kr.,21-12-2022Alm. Salg,90 m² 30.556 kr/m²,3,1967,-8%,Aktuel værdi
Rækkehus RRækkehus Nederste Torpenvej 3I  3050 Humlebæk,3.510.000 kr.,21-12-2022Alm. Salg,130 m² 27.000 kr/m²,4,2014,,Aktuel værdi
Villa VVilla Hjortevænget 230  2980 Kokkedal,3.900.000 kr.,21-12-2022Alm. Salg,160 m² 24.375 kr/m²,6,1976,-2%,Aktuel værdi
Rækkehus RRækkehus Gl Strandvej 63B  3050 Humlebæk,5.900.000 kr.,20-12-2022Alm. Salg,122 m² 48.361 kr/m²,3,1966,,Aktuel værdi
Villa VVilla Fredensborg Kongevej 27  2980 Kokkedal,3.000.000 kr.,20-12-2022Fam. Salg,218 m² 13.761 kr/m²,5,1905,,Aktuel værdi
Villa VVilla Birkehaven 208  2980 Kokkedal,4.400.000 kr.,20-12-2022Alm. Salg,167 m² 26.347 kr/m²,5,1972,-12%,Aktuel værdi
Rækkehus RRækkehus Fasanvænget 132  2980 Kokkedal,2.900.000 kr.,19-12-2022Alm. Salg,136 m² 21.324 kr/m²,5,1971,-6%,Aktuel værdi
Villa VVilla Ravnsbjerggårdsvej 318  3480 Fredensborg,2.988.000 kr.,19-12-2022Fam. Salg,163 m² 18.331 kr/m²,5,2006,,Aktuel værdi
Rækkehus RRækkehus Niverød Bakke 31  2990 Nivå,1.912.500 kr.,18-12-2022Fam. Salg,122 m² 15.676 kr/m²,5,2015,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Teglgårdsvej 543, st. tv  3050 Humlebæk",835.000 kr.,18-12-2022Alm. Salg,50 m² 16.700 kr/m²,1,1969,-7%,Aktuel værdi
Villa VVilla Digelsvej 1B  3480 Fredensborg,2.000.000 kr.,17-12-2022Fam. Salg,241 m² 8.299 kr/m²,9,1972,,Aktuel værdi
Villa VVilla Nivåpark 43  2990 Nivå,1.175.000 kr.,17-12-2022Fam. Salg,146 m² 8.048 kr/m²,5,1986,,Aktuel værdi
Villa VVilla Strandvejen 355  2980 Kokkedal,2.075.000 kr.,15-12-2022Andet,146 m² 14.212 kr/m²,5,1960,,Aktuel værdi
Villa VVilla Lågegyde 27A  2980 Kokkedal,4.000.000 kr.,15-12-2022Alm. Salg,140 m² 28.571 kr/m²,4,1974,-11%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Teglgårdsvej 347, 1. mf  3050 Humlebæk",1.223.000 kr.,13-12-2022Alm. Salg,61 m² 20.049 kr/m²,2,1961,-5%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Teglgårdsvej 431, 1. th  3050 Humlebæk",1.420.000 kr.,12-12-2022Alm. Salg,80 m² 17.750 kr/m²,3,1976,-8%,Aktuel værdi
Rækkehus RRækkehus Pilehøj 6  2990 Nivå,3.280.000 kr.,11-12-2022Alm. Salg,127 m² 25.827 kr/m²,4,2007,-3%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Nørredamsvej 12B, 1  3480 Fredensborg",3.980.000 kr.,10-12-2022Alm. Salg,149 m² 26.711 kr/m²,5,1925,-5%,Aktuel værdi
Rækkehus RRækkehus Daugløkke Ege 9  3050 Humlebæk,4.600.000 kr.,09-12-2022Alm. Salg,135 m² 34.074 kr/m²,4,2018,-8%,Aktuel værdi
Rækkehus RRækkehus Kovangen 417  3480 Fredensborg,3.200.000 kr.,08-12-2022Alm. Salg,138 m² 23.188 kr/m²,4,1972,-6%,Aktuel værdi
Rækkehus RRækkehus Fasanvænget 524  2980 Kokkedal,3.770.000 kr.,08-12-2022Alm. Salg,136 m² 27.721 kr/m²,5,1970,-1%,Aktuel værdi
Rækkehus RRækkehus Fasanvænget 564  2980 Kokkedal,3.000.000 kr.,07-12-2022Alm. Salg,136 m² 22.059 kr/m²,5,1970,-17%,Aktuel værdi
Villa VVilla Fredensborg Kongevej 27  2980 Kokkedal,3.000.000 kr.,07-12-2022Fam. Salg,218 m² 13.761 kr/m²,5,1905,,Aktuel værdi
Rækkehus RRækkehus Drosselvænget 306  2980 Kokkedal,2.750.000 kr.,06-12-2022Alm. Salg,123 m² 22.358 kr/m²,5,1982,-14%,Aktuel værdi
Rækkehus RRækkehus Blålersvej 36  2990 Nivå,1.032.000 kr.,05-12-2022Fam. Salg,122 m² 8.459 kr/m²,5,1978,,Aktuel værdi
Villa VVilla Humlebækvej 32A  3480 Fredensborg,7.000.000 kr.,02-12-2022Alm. Salg,262 m² 26.718 kr/m²,7,1792,,Aktuel værdi
Villa VVilla Hejreskov Alle 21  3050 Humlebæk,3.200.000 kr.,01-12-2022Alm. Salg,76 m² 42.105 kr/m²,3,1951,-3%,Aktuel værdi
Ejerlejlighed EEjerlejlighed Teglgårdsvej 375A  3050 Humlebæk,1.100.000 kr.,30-11-2022Alm. Salg,74 m² 14.865 kr/m²,3,1956,-21%,Aktuel værdi
Villa VVilla Bogårdsvej 407  3050 Humlebæk,2.450.000 kr.,30-11-2022Alm. Salg,180 m² 13.611 kr/m²,4,1970,,Aktuel værdi
Villa VVilla Kastanievej 37  3480 Fredensborg,3.850.000 kr.,30-11-2022Alm. Salg,90 m² 42.778 kr/m²,5,1920,-4%,Aktuel værdi
Rækkehus RRækkehus Nederste Torpenvej 3J  3050 Humlebæk,4.050.000 kr.,29-11-2022Alm. Salg,130 m² 31.154 kr/m²,4,2014,-9%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Langelunden 10, 2. tv  2990 Nivå",1.375.000 kr.,29-11-2022Alm. Salg,87 m² 15.805 kr/m²,3,1971,-8%,Aktuel værdi
Villa VVilla Smøgen 5  3480 Fredensborg,3.100.000 kr.,29-11-2022Alm. Salg,98 m² 31.633 kr/m²,3,1909,-13%,Aktuel værdi
Rækkehus RRækkehus Strandgårdsvej 39  3050 Humlebæk,3.600.000 kr.,28-11-2022Alm. Salg,132 m² 27.273 kr/m²,4,1980,-5%,Aktuel værdi
Villa VVilla Bakkedal 4  2980 Kokkedal,4.900.000 kr.,28-11-2022Alm. Salg,135 m² 36.296 kr/m²,5,1967,-11%,Aktuel værdi
Villa VVilla Sørens Alle 3  3050 Humlebæk,5.100.000 kr.,28-11-2022Alm. Salg,72 m² 70.833 kr/m²,3,1935,-7%,Aktuel værdi
Villa VVilla Åvænget 3  2990 Nivå,2.325.000 kr.,27-11-2022Alm. Salg,126 m² 18.452 kr/m²,4,1961,-12%,Aktuel værdi
Villa VVilla Blomsterager 313  2980 Kokkedal,4.450.000 kr.,27-11-2022Alm. Salg,156 m² 28.526 kr/m²,7,1972,-3%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Teglgårdsvej 505, 3. th  3050 Humlebæk",1.585.000 kr.,26-11-2022Alm. Salg,72 m² 22.014 kr/m²,3,1969,-4%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Teglgårdsvej 389, st. tv  3050 Humlebæk",2.045.000 kr.,24-11-2022Alm. Salg,82 m² 24.939 kr/m²,3,1964,,Aktuel værdi
Villa VVilla Egernvænget 303  2980 Kokkedal,5.370.000 kr.,24-11-2022Alm. Salg,151 m² 35.563 kr/m²,5,1975,-4%,Aktuel værdi
Rækkehus RRækkehus Langebjergvej 259A  3050 Humlebæk,2.250.000 kr.,23-11-2022Andet,137 m² 16.423 kr/m²,4,1981,,Aktuel værdi
Rækkehus RRækkehus Strandgårdsvej 36  3050 Humlebæk,3.970.000 kr.,23-11-2022Alm. Salg,132 m² 30.076 kr/m²,4,1980,-1%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Teglgårdsvej 437, 3. tv  3050 Humlebæk",1.005.000 kr.,22-11-2022Alm. Salg,68 m² 14.779 kr/m²,2,1968,-8%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Blåbærhaven 14, st. mf  2980 Kokkedal",850.000 kr.,22-11-2022Alm. Salg,39 m² 21.795 kr/m²,1,1973,-15%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Parken 5, 2. th  3480 Fredensborg",1.555.000 kr.,22-11-2022Alm. Salg,65 m² 23.923 kr/m²,2,1963,-2%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Teglgårdsvej 919, 3. mf  3050 Humlebæk",955.000 kr.,21-11-2022Alm. Salg,39 m² 24.487 kr/m²,1,1971,-9%,Aktuel værdi
Rækkehus RRækkehus Teglbakken 12  2990 Nivå,3.800.000 kr.,20-11-2022Alm. Salg,116 m² 32.759 kr/m²,4,2020,-5%,Aktuel værdi
Villa VVilla Boserupvej 418  3050 Humlebæk,4.550.000 kr.,18-11-2022Alm. Salg,151 m² 30.132 kr/m²,7,1964,-5%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Blåbærhaven 1, 3. th  2980 Kokkedal",1.550.000 kr.,17-11-2022Alm. Salg,65 m² 23.846 kr/m²,2,1973,-2%,Aktuel værdi
Rækkehus RRækkehus Gl Mejerivej 14F  3050 Humlebæk,3.200.000 kr.,16-11-2022Alm. Salg,99 m² 32.323 kr/m²,4,1964,-8%,Aktuel værdi
Villa VVilla Grønholtvej 53  3480 Fredensborg,3.100.000 kr.,16-11-2022Alm. Salg,138 m² 22.464 kr/m²,5,1966,-5%,Aktuel værdi
Villa VVilla Kirkeleddet 335  3480 Fredensborg,5.395.000 kr.,15-11-2022Alm. Salg,169 m² 31.923 kr/m²,5,1998,,Aktuel værdi
Rækkehus RRækkehus Brødregårdsvej 25  2980 Kokkedal,2.700.000 kr.,14-11-2022Alm. Salg,89 m² 30.337 kr/m²,3,2005,-7%,Aktuel værdi
Rækkehus RRækkehus Drosselvænget 109  2980 Kokkedal,4.045.000 kr.,14-11-2022Alm. Salg,156 m² 25.929 kr/m²,6,1982,-6%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Brønsholmdalsvej 44B, 1. tv  2980 Kokkedal",2.700.000 kr.,14-11-2022Alm. Salg,107 m² 25.234 kr/m²,4,1800,,Aktuel værdi
Villa VVilla Hjortevænget 301  2980 Kokkedal,1.168.940 kr.,14-11-2022Fam. Salg,125 m² 9.352 kr/m²,4,1975,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Teglgårdsvej 505, 3. th  3050 Humlebæk",1.595.000 kr.,13-11-2022Alm. Salg,72 m² 22.153 kr/m²,3,1969,-3%,Aktuel værdi
Villa VVilla Torpenvej 20  3050 Humlebæk,5.550.000 kr.,13-11-2022Alm. Salg,122 m² 45.492 kr/m²,4,1906,,Aktuel værdi
Villa VVilla Bygvænget 235  2980 Kokkedal,4.225.000 kr.,13-11-2022Alm. Salg,140 m² 30.179 kr/m²,4,1978,-4%,Aktuel værdi
Rækkehus RRækkehus Jellerød Have 6  2980 Kokkedal,3.200.000 kr.,10-11-2022Alm. Salg,94 m² 34.043 kr/m²,3,1961,-2%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Teglgårdsvej 387, 1. th  3050 Humlebæk",1.250.000 kr.,10-11-2022Alm. Salg,69 m² 18.116 kr/m²,2,1964,-10%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Mellemengen 17, 3. tv  2980 Kokkedal",1.825.000 kr.,10-11-2022Alm. Salg,98 m² 18.622 kr/m²,4,1978,-13%,Aktuel værdi
Rækkehus RRækkehus Kovangen 139B  3480 Fredensborg,3.705.000 kr.,08-11-2022Alm. Salg,95 m² 39.000 kr/m²,4,1998,3%,Aktuel værdi
Villa VVilla Sandvejen 38  3050 Humlebæk,17.000.000 kr.,08-11-2022Alm. Salg,249 m² 68.273 kr/m²,7,1897,-6%,Aktuel værdi
Villa VVilla Rønnevej 32  2980 Kokkedal,4.425.000 kr.,08-11-2022Alm. Salg,158 m² 28.006 kr/m²,5,1965,-2%,Aktuel værdi
Villa VVilla Dådyrvænget 107  2980 Kokkedal,3.400.000 kr.,08-11-2022Alm. Salg,140 m² 24.286 kr/m²,5,1972,-8%,Aktuel værdi
Rækkehus RRækkehus Hasselhøj 109  2990 Nivå,2.995.000 kr.,07-11-2022Alm. Salg,120 m² 24.958 kr/m²,4,1981,-6%,Aktuel værdi
Rækkehus RRækkehus Brødregårdsvej 41  2980 Kokkedal,3.400.000 kr.,06-11-2022Alm. Salg,89 m² 38.202 kr/m²,3,2005,-5%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Teglgårdsvej 839, 2. th  3050 Humlebæk",1.400.000 kr.,06-11-2022Alm. Salg,65 m² 21.538 kr/m²,2,1970,0%,Aktuel værdi
Villa VVilla Frederikkevej 24  3050 Humlebæk,2.890.000 kr.,06-11-2022Fam. Salg,194 m² 14.897 kr/m²,5,2022,,Aktuel værdi
