municipality,housing_type,address,zip_code,town,purchase_amount,date_of_sale,type_of_sale,square_meters,square_meters_price,rooms,year_of_construction,The percentage difference between the latest bid price and the sale price
825,Rækkehus,Norgesvej 4C,9940, Læsø,1350000 ,21-12-2022,Alm. Salg,138 ,9783.0,6,2009,-10%
825,Villa,Syrenvej 2,9940, Læsø,230000 ,18-12-2022,Fam. Salg,76 ,3026.0,3,1812,
825,Villa,Campingpladsvej 7,9940, Læsø,400000 ,15-12-2022,Alm. Salg,132 ,3030.0,4,1935,
825,Villa,Byrumvej 51,9940, Læsø,650000 ,11-12-2022,Alm. Salg,116 ,5603.0,5,1890,
825,Ejerlejlighed,"Vesterø Havnegade 29, 1",9940, Læsø,900000 ,07-12-2022,Alm. Salg,60 ,15000.0,3,1931,
825,Villa,Kongevejen 21,9940, Læsø,1395000 ,20-11-2022,Alm. Salg,78 ,17885.0,3,1850,
825,Villa,Gammel Havnevej 1,9940, Læsø,1800000 ,11-11-2022,Alm. Salg,84 ,21429.0,4,1727,-20%
825,Villa,Søndre Kirkevej 1,9940, Læsø,1250000 ,08-11-2022,Alm. Salg,178 ,,5,0,-3%
825,Villa,Søndre Kirkevej 1,9940, Læsø,1250000 ,08-11-2022,Alm. Salg,104 ,12019.0,4,1904,-3%
825,Villa,Vestre Himmerigvej 7,9940, Læsø,500000 ,24-10-2022,Fam. Salg,115 ,4348.0,3,1900,
825,Villa,Østerbyvejen 22,9940, Læsø,595000 ,20-10-2022,Alm. Salg,132 ,4508.0,5,1947,-8%
825,Villa,Byrum Hovedgade 52,9940, Læsø,735000 ,18-10-2022,Alm. Salg,153 ,4804.0,4,1935,-8%
825,Villa,Ternevej 4,9940, Læsø,650000 ,14-10-2022,Alm. Salg,121 ,5372.0,4,1971,-6%
825,Villa,Plantagevej 55,9940, Læsø,1849000 ,12-10-2022,Alm. Salg,223 ,8291.0,4,1900,
825,Villa,Flarumvej 13,9940, Læsø,1150000 ,06-10-2022,Alm. Salg,91 ,12637.0,4,1979,
825,Villa,Markstien 7,9940, Læsø,2295000 ,27-09-2022,Alm. Salg,165 ,13909.0,6,2007,
825,Villa,Vesterø Havnegade 36,9940, Læsø,1220000 ,26-09-2022,Alm. Salg,150 ,8133.0,6,1917,
825,Villa,Elsevej 3,9940, Læsø,1700000 ,14-09-2022,Andet,183 ,9290.0,5,1974,
825,Villa,Doktorvejen 7,9940, Læsø,1400000 ,13-09-2022,Alm. Salg,176 ,7955.0,7,1976,-6%
825,Villa,Knæet 5,9940, Læsø,280000 ,13-09-2022,Alm. Salg,152 ,1842.0,6,1923,
825,Villa,Doktorvejen 7B,9940, Læsø,1400000 ,13-09-2022,Alm. Salg,135 ,10370.0,5,1992,-6%
825,Villa,Østerby Havnegade 33,9940, Læsø,488500 ,04-09-2022,Fam. Salg,175 ,2791.0,5,1959,
825,Villa,Præstevejen 20,9940, Læsø,1595000 ,31-08-2022,Alm. Salg,150 ,10633.0,5,1916,
825,Villa,Vesterø Havnegade 86,9940, Læsø,320000 ,31-08-2022,Fam. Salg,153 ,2092.0,6,1938,
825,Villa,Mågevej 14,9940, Læsø,1100000 ,22-08-2022,Alm. Salg,156 ,7051.0,6,1976,-21%
825,Villa,Fyrrestien 1A,9940, Læsø,1695000 ,19-08-2022,Alm. Salg,125 ,13560.0,5,2006,
825,Villa,Engblommevej 3,9940, Læsø,3000000 ,12-08-2022,Alm. Salg,122 ,24590.0,5,2008,
825,Villa,Hejrevej 1,9940, Læsø,1100000 ,10-08-2022,Alm. Salg,173 ,6358.0,5,1962,-15%
825,Villa,Juelsmindevej 4,9940, Læsø,308500 ,08-08-2022,Fam. Salg,120 ,2571.0,6,1856,
825,Rækkehus,Svalevej 16A,9940, Læsø,1225000 ,06-08-2022,Fam. Salg,47 ,26064.0,2,1900,
825,Rækkehus,Svalevej 16B,9940, Læsø,1225000 ,06-08-2022,Fam. Salg,81 ,15123.0,4,1900,
825,Villa,Vesterø Havnegade 2,9940, Læsø,2500000 ,03-08-2022,Alm. Salg,135 ,18519.0,5,1931,-14%
825,Villa,Knæet 14,9940, Læsø,600000 ,03-08-2022,Alm. Salg,120 ,5000.0,4,1900,
825,Villa,Emilievej 2,9940, Læsø,780000 ,04-07-2022,Alm. Salg,110 ,7091.0,4,1974,
825,Villa,Linievejen 2,9940, Læsø,425000 ,26-06-2022,Andet,237 ,1793.0,6,1972,
825,Villa,Byrum Hovedgade 81,9940, Læsø,1200000 ,19-06-2022,Andet,213 ,5634.0,10,1577,
825,Villa,Østerby Havnegade 58,9940, Læsø,775000 ,10-06-2022,Alm. Salg,152 ,5099.0,6,1960,
825,Villa,Vesterø Havnegade 55,9940, Læsø,895000 ,09-06-2022,Alm. Salg,112 ,7991.0,4,1948,
825,Villa,Rylevej 6,9940, Læsø,1800000 ,06-06-2022,Alm. Salg,124 ,14516.0,3,1939,
825,Villa,Mellemvej 11,9940, Læsø,2100000 ,06-06-2022,Alm. Salg,146 ,14384.0,5,2008,
825,Villa,Gammel Kirkevej 35,9940, Læsø,680000 ,05-06-2022,Alm. Salg,199 ,3417.0,7,1978,-2%
825,Ejerlejlighed,"Flarumvej 26, st. th",9940, Læsø,750000 ,02-06-2022,Alm. Salg,79 ,9494.0,3,1929,-6%
825,Ejerlejlighed,"Flarumvej 26, st. tv",9940, Læsø,750000 ,02-06-2022,Alm. Salg,79 ,9494.0,3,1929,-6%
825,Villa,Plantagevej 47,9940, Læsø,800000 ,19-05-2022,Andet,112 ,7143.0,4,1937,
825,Villa,Vandrehjemsvej 1,9940, Læsø,550000 ,16-05-2022,Fam. Salg,82 ,6707.0,5,1954,
825,Villa,Ærøvej 6,9940, Læsø,625000 ,08-05-2022,Auktion,172 ,3634.0,5,1965,-37%
825,Villa,Mellemvej 11,9940, Læsø,900000 ,05-05-2022,Andet,146 ,6164.0,5,2008,
825,Villa,Byrum Hovedgade 59,9940, Læsø,770000 ,23-04-2022,Alm. Salg,181 ,4254.0,5,1930,-1%
825,Villa,Bangsbogårdvejen 1,9940, Læsø,600000 ,18-04-2022,Alm. Salg,98 ,6122.0,2,1830,-20%
825,Villa,Østerby Havnegade 26,9940, Læsø,950000 ,09-02-2022,Alm. Salg,135 ,7037.0,5,1930,-20%
825,Villa,Byrum Hovedgade 5,9940, Læsø,775000 ,07-02-2022,Alm. Salg,200 ,3875.0,6,1870,-9%
825,Villa,Vandrehjemsvej 4,9940, Læsø,1720000 ,02-02-2022,Alm. Salg,169 ,10178.0,4,1917,-7%
825,Villa,Byrum Hovedgade 63,9940, Læsø,900000 ,26-01-2022,Alm. Salg,160 ,5625.0,6,1926,-3%
825,Villa,Stoklundvejen 10,9940, Læsø,1050000 ,17-01-2022,Alm. Salg,153 ,6863.0,7,1938,-4%
825,Villa,Vesterø Havnegade 32,9940, Læsø,1100000 ,16-01-2022,Alm. Salg,119 ,9244.0,4,1958,
825,Villa,Byrum Hovedgade 113,9940, Læsø,799000 ,15-01-2022,Alm. Salg,137 ,5832.0,4,1938,
825,Villa,Flarumvej 8,9940, Læsø,820000 ,11-01-2022,Alm. Salg,109 ,7523.0,3,1972,
825,Rækkehus,"Peter Danielsvej 10, st. th",9940, Læsø,1350000 ,28-12-2021,Alm. Salg,83 ,16265.0,3,1920,-18%
825,Rækkehus,"Peter Danielsvej 10, st. tv",9940, Læsø,1350000 ,28-12-2021,Alm. Salg,160 ,8438.0,6,1920,-18%
825,Villa,Otto Nielsensvej 6,9940, Læsø,250000 ,28-12-2021,Fam. Salg,50 ,5000.0,2,1890,
825,Villa,Vodbindervej 2,9940, Læsø,750000 ,13-12-2021,Alm. Salg,182 ,4121.0,8,1970,
